ACCOUNTNUMBER,AGEBUCKET,AUA,AUM,AUMBUCKET,BILLINGCOUNTRY,BILLINGPOSTALCODE,BILLINGSTATE,CLIENTCATEGORY,CLIENTCATEGORYCUSTOM,CREATEDDATE,CUSTOMERSEGMENT,DAYSSINCELASTINTERACTION,FINANCIALINTERESTS,HELDAWAY,HOUSEHOLDCOMPUTED,HOUSEHOLDSIZE,HOUSEHOLDSIZETEXT,ID,INVESTMENTEXPERIENCE,INVESTMENTOBJECTIVES,LASTINTERACTION,LASTREVIEW,LEADORCONTACTID,MARKETINGSEGMENT,NAME,NETWORTH,NETWORTHBUCKET,NEXTREVIEW,OWNERCITY,OWNEREMAIL,OWNERID,OWNERNAME,OWNERROLENAME,OWNERSMALLPHOTOURL,OWNERSTATE,PHONE,PRIMARYCONTACTAGE,PRIMARYCONTACTANNUALINCOME,PRIMARYCONTACTEMAIL,PRIMARYCONTACTGENDER,RECORDTYPENAME,RELATIONSHIPSTARTDATE,REVIEWFREQUENCY,RISKTOLERANCE,ROLLUPHOUSEHOLDNAME,SAMPLEACCOUNT,SERVICEMODEL,TOTALAUMJOINTOWNER,TOTALAUMPRIMARYOWNER,TOTALFINACCTSJOINTOWNER,TOTALFINACCTSPRIMARYOWNER,TOTALFINANCIALACCOUNTS,TOTALHELDFINACCTSJOINTOWNER,TOTALHELDFINACCTSPRIMARYOWNER,TOTALNUMBEROFFINACCOUNTSPRIMARYOWNER,WALLETSHARE,YEARSSINCECLIENT,YEARSSINCECLIENTBUCKET,LastProcessedDate
288,5. > 69,122524.0,285249.0,1. Less than 500K,USA,96106,CA,Platinum,1 - Platinum,2020-03-09,Mass Affluent,15,Fixed Income,122524.0,,0,0,0011U00000KuFbkQAF,Inexperienced,Growth,2020-05-10,2020-05-10,0011U00000KulRbQAJ,Millennials,Laith Dejesus,407773.0,1. Less than 500K,2020-06-13,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,348-114-8701,73,212692.0,user-288@fsc-demo.com,Female,Individual,2019-09-18,Annually,Moderate,,false,Tier 3,0.0,285249.0,0.0,407773.0,407773.0,0.0,122524.0,4.0,0.30047109543790296,0,1. Less than 1 year,2020-05-25
289,2. 18-29,179501.9,318107.0,1. Less than 500K,USA,96109,CA,Gold,2 - Gold,2020-03-09,Mass Affluent,88,Municipal Bonds,179501.9,,0,0,0011U00000KuFblQAF,Moderately Experienced,Growth,2020-02-27,2020-02-23,0011U00000KulRbQAJ,Millennials,Nicholas Spears,497608.9,1. Less than 500K,2020-04-07,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,534-903-3956,20,171104.0,user-289@fsc-demo.com,Male,Individual,2013-02-02,Annually,Moderate,,false,Tier 2,0.0,318107.0,0.0,497608.9,497608.9,0.0,179501.9,3.0,0.3607288776386435,7,4. Between 5 and 10 Years,2020-05-25
290,4. 50-69,259765.0,516103.0,2. Between 500K and 2M,USA,15411,PA,Gold,2 - Gold,2020-03-16,Long Term Growth,77,Energy,259765.0,Dalton Norton,4,4,0011U00000KuFbmQAF,Moderately Experienced,Growth,2020-03-09,2020-03-08,0011U00000KulRbQAJ,Retired,Dalton Norton,775868.0,2. Between 500K and 2M,2020-04-07,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,404-731-7512,55,137764.0,user-290@fsc-demo.com,Female,Household,2013-05-04,Annually,None,Dalton Norton,false,Tier 3,0.0,516103.0,0.0,775868.0,775868.0,0.0,259765.0,3.0,0.3348056628189331,6,4. Between 5 and 10 Years,2020-05-25
291,3. 30-49,436714.6,778165.0,2. Between 500K and 2M,USA,79821,TX,Platinum,1 - Platinum,2020-03-16,Long Term Growth,72,Municipal Bonds,436714.6,Zephr Pace,4,4,0011U00000KuFbnQAF,Inexperienced,Income,2020-03-14,2020-02-17,0011U00000KulRbQAJ,High Net Worth Families,Zephr Pace,1214879.6,2. Between 500K and 2M,2020-04-09,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,447-588-9552,41,206928.0,user-291@fsc-demo.com,Female,Household,2015-03-31,Monthly,Aggresive,Zephr Pace,false,Tier 3,0.0,778165.0,0.0,1214879.6,1214879.6,0.0,436714.6,4.0,0.3594715064768558,4,3. Between 3 and 5 years,2020-05-25
292,5. > 69,270826.6,616752.0,2. Between 500K and 2M,USA,96109,CA,Gold,2 - Gold,2020-03-16,Mass Affluent,91,Retirement,270826.6,,0,0,0011U00000KuFboQAF,Inexperienced,Growth,2020-02-24,2020-02-17,0011U00000KulRbQAJ,Millennials,Jonah Moss,887578.6,2. Between 500K and 2M,2020-04-14,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,382-103-9850,75,119233.0,user-292@fsc-demo.com,Male,Individual,2018-11-08,Annually,Moderate,,false,Tier 3,0.0,616752.0,0.0,887578.6,887578.6,0.0,270826.6,4.0,0.30512970907590603,1,2. Between 1 and 3 years,2020-05-25
293,4. 50-69,123334.0,266567.0,1. Less than 500K,USA,96110,CA,Gold,2 - Gold,2020-03-16,Long Term Growth,72,Municipal Bonds,123334.0,,0,0,0011U00000KuFbpQAF,Inexperienced,Income,2020-03-14,2020-03-10,0011U00000KulRbQAJ,Mass Market,Tatiana Sexton,389901.0,1. Less than 500K,2020-04-13,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,511-532-3509,53,196431.0,user-293@fsc-demo.com,Male,Person Account,2019-11-27,Monthly,None,,false,Tier 3,0.0,266567.0,0.0,389901.0,389901.0,0.0,123334.0,3.0,0.3163213225921452,0,1. Less than 1 year,2020-05-25
294,3. 30-49,337508.69999999995,435786.0,1. Less than 500K,USA,96104,CA,Silver,3 - Silver,2020-03-23,Long Term Growth,69,Fixed Income,337508.69999999995,,0,0,0011U00000KuFbqQAF,Experienced,Balanced Growth,2020-03-17,2020-03-16,0011U00000KulRbQAJ,High Net Worth Families,Lucius Albert,773294.7,2. Between 500K and 2M,2020-04-20,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,487-720-4645,45,224934.0,user-294@fsc-demo.com,Female,Person Account,2013-07-18,Quarterly,Conservative,,false,Tier 2,0.0,435786.0,0.0,773294.7,773294.7,0.0,337508.69999999995,4.0,0.43645546775375543,6,4. Between 5 and 10 Years,2020-05-25
295,4. 50-69,300060.0,486019.0,1. Less than 500K,USA,10451,NY,Gold,2 - Gold,2020-03-23,Mass Affluent,70,Municipal Bonds,300060.0,Lucius Blevins,2,2,0011U00000KuFbrQAF,Inexperienced,Income,2020-03-16,2020-02-26,0011U00000KulRbQAJ,Retired,Lucius Blevins,786079.0,2. Between 500K and 2M,2020-04-07,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,359-542-3757,65,61295.0,user-295@fsc-demo.com,Female,Household,2013-09-28,Annually,Aggresive,Lucius Blevins,false,Tier 2,0.0,486019.0,0.0,786079.0,786079.0,0.0,300060.0,3.0,0.38171735919672195,6,4. Between 5 and 10 Years,2020-05-25
296,3. 30-49,303708.0,290257.0,1. Less than 500K,USA,96107,CA,Platinum,1 - Platinum,2020-03-23,Mass Affluent,64,College Planning,303708.0,Wynter Reese,2,2,0011U00000KuFbsQAF,Inexperienced,Income,2020-03-22,2020-03-11,0011U00000KulRbQAJ,Affluent Professionals,Wynter Reese,593965.0,2. Between 500K and 2M,2020-04-08,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,319-939-1235,30,56075.0,user-296@fsc-demo.com,Female,Household,2012-07-22,Quarterly,Aggresive,Wynter Reese,false,Tier 3,0.0,290257.0,0.0,593965.0,593965.0,0.0,303708.0,3.0,0.5113230577559283,7,4. Between 5 and 10 Years,2020-05-25
297,4. 50-69,312557.0,313907.0,1. Less than 500K,USA,96107,CA,Silver,3 - Silver,2020-03-23,Mass Affluent,4,College Planning,312557.0,Destiny Patrick,3,3,0011U00000KuFbtQAF,Moderately Experienced,Aggressive Growth,2020-05-21,2020-04-29,0011U00000KulRbQAJ,Retired,Destiny Patrick,626464.0,2. Between 500K and 2M,2020-06-24,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,421-916-4258,63,96281.0,user-297@fsc-demo.com,Female,Household,2018-11-09,Annually,Moderate,Destiny Patrick,false,Tier 1,0.0,313907.0,0.0,626464.0,626464.0,0.0,312557.0,3.0,0.49892252388006336,1,2. Between 1 and 3 years,2020-05-25
298,3. 30-49,545577.2,753388.0,2. Between 500K and 2M,USA,16110,PA,Gold,2 - Gold,2020-03-30,Long Term Growth,62,Energy,545577.2,Byron Jefferson,2,2,0011U00000KuFbuQAF,Experienced,Income,2020-03-24,2020-03-17,0011U00000KulRbQAJ,High Net Worth Families,Byron Jefferson,1298965.2,2. Between 500K and 2M,2020-04-26,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,479-842-5153,47,53512.0,user-298@fsc-demo.com,Male,Household,2012-10-18,Quarterly,None,Byron Jefferson,false,Tier 2,0.0,753388.0,0.0,1298965.2,1298965.2,0.0,545577.2,5.0,0.4200090964715606,7,4. Between 5 and 10 Years,2020-05-25
299,3. 30-49,446377.19999999995,686247.0,2. Between 500K and 2M,USA,8035,NJ,Gold,2 - Gold,2020-04-06,Long Term Growth,66,Municipal Bonds,446377.19999999995,,0,0,0011U00000KuFbvQAF,Moderately Inexperienced,Aggressive Growth,2020-03-20,2020-03-07,0011U00000KulRbQAJ,Millennials,Dawn Lowery,1132624.2,2. Between 500K and 2M,2020-04-27,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,503-281-1572,35,113661.0,user-299@fsc-demo.com,Male,Person Account,2019-09-22,Quarterly,Aggresive,,false,Tier 3,0.0,686247.0,0.0,1132624.2,1132624.2,0.0,446377.19999999995,5.0,0.3941088315082796,0,1. Less than 1 year,2020-05-25
300,4. 50-69,256130.0,491401.0,1. Less than 500K,USA,32616,FL,Silver,3 - Silver,2020-04-06,Mass Affluent,54,Energy,256130.0,,0,0,0011U00000KuFbwQAF,Experienced,Balanced Growth,2020-04-01,2020-03-30,0011U00000KulRbQAJ,Mass Market,Stewart Lancaster,747531.0,2. Between 500K and 2M,2020-04-24,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,259-184-1836,59,166465.0,user-300@fsc-demo.com,Male,Individual,2018-01-08,Monthly,Conservative,,false,Tier 2,0.0,491401.0,0.0,747531.0,747531.0,0.0,256130.0,4.0,0.342634619835164,2,2. Between 1 and 3 years,2020-05-25
301,2. 18-29,517946.39999999997,726751.0,2. Between 500K and 2M,USA,32616,FL,Silver,3 - Silver,2020-04-06,Mass Affluent,63,Municipal Bonds,517946.39999999997,,0,0,0011U00000KuFbxQAF,Experienced,Income,2020-03-23,2020-03-09,0011U00000KulRbQAJ,Millennials,Noah Moran,1244697.4,2. Between 500K and 2M,2020-04-30,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,473-357-6590,29,207991.0,user-301@fsc-demo.com,Female,Person Account,2011-07-23,Annually,None,,false,Tier 1,0.0,726751.0,0.0,1244697.4,1244697.4,0.0,517946.39999999997,4.0,0.4161223442741987,8,4. Between 5 and 10 Years,2020-05-25
302,3. 30-49,699479.53,869852.0,2. Between 500K and 2M,USA,32421,FL,Gold,2 - Gold,2020-04-06,Mass Affluent,5,College Planning,699479.53,Kristen Mason,2,2,0011U00000KuFbyQAF,Inexperienced,Growth,2020-05-20,2020-05-10,0011U00000KulRbQAJ,Retired,Kristen Mason,1569331.53,2. Between 500K and 2M,2020-06-14,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,535-934-2087,44,176500.0,user-302@fsc-demo.com,Male,Household,2010-07-06,Annually,Conservative,Kristen Mason,false,Tier 3,0.0,869852.0,0.0,1569331.53,1569331.53,0.0,699479.53,5.0,0.44571813962088686,9,4. Between 5 and 10 Years,2020-05-25
305,3. 30-49,380267.39999999997,759617.0,2. Between 500K and 2M,USA,10451,NY,Silver,3 - Silver,2020-04-20,Long Term Growth,40,Retirement,380267.39999999997,Judah Puckett,4,4,0011U00000KuFc1QAF,Experienced,Growth,2020-04-15,2020-04-04,0011U00000KulRbQAJ,Retired,Judah Puckett,1139884.4,2. Between 500K and 2M,2020-05-13,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,357-876-2397,39,183273.0,user-305@fsc-demo.com,Male,Household,2013-09-16,Quarterly,None,Judah Puckett,false,Tier 1,0.0,759617.0,0.0,1139884.4,1139884.4,0.0,380267.39999999997,5.0,0.33360172312209907,6,4. Between 5 and 10 Years,2020-05-25
306,2. 18-29,118776.0,236698.0,1. Less than 500K,USA,96140,CA,Platinum,1 - Platinum,2020-04-20,Mass Affluent,45,Energy,118776.0,Philip Jennings,3,3,0011U00000KuFc2QAF,Moderately Inexperienced,Income,2020-04-10,2020-03-27,0011U00000KulRbQAJ,High Net Worth Families,Philip Jennings,355474.0,1. Less than 500K,2020-05-13,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,301-170-2578,27,55358.0,user-306@fsc-demo.com,Male,Household,2015-04-28,Monthly,Moderate,Philip Jennings,false,Tier 3,0.0,236698.0,0.0,355474.0,355474.0,0.0,118776.0,3.0,0.3341341420188256,4,3. Between 3 and 5 years,2020-05-25
307,4. 50-69,472157.8,835111.0,2. Between 500K and 2M,USA,10459,NY,Gold,2 - Gold,2020-04-20,Long Term Growth,39,Technology,472157.8,Garrett Benjamin,2,2,0011U00000KuFc3QAF,Moderately Experienced,Balanced Growth,2020-04-16,2020-03-28,0011U00000KulRbQAJ,Millennials,Garrett Benjamin,1307268.8,2. Between 500K and 2M,2020-05-13,Chicago,allen.advisor@example.com,0051U000005JQyrQAG,Allen Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T,IL,414-100-4535,60,106447.0,user-307@fsc-demo.com,Male,Household,2014-02-25,Annually,Moderate,Garrett Benjamin,false,Tier 2,0.0,835111.0,0.0,1307268.8,1307268.8,0.0,472157.8,5.0,0.3611788180059066,6,4. Between 5 and 10 Years,2020-05-25
308,3. 30-49,356512.0,522684.0,2. Between 500K and 2M,USA,8323,NJ,Gold,2 - Gold,2020-04-27,Long Term Growth,29,Fixed Income,356512.0,,0,0,0011U00000KuFc4QAF,Moderately Experienced,Growth,2020-04-26,2020-04-24,0011U00000KulRbQAJ,Affluent Professionals,William Washington,879196.0,2. Between 500K and 2M,2020-05-19,Florida,ryan.dobson@example.com,0051U000005L6eJQAS,Chelsea Advisor,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T,FL,546-128-7300,33,56561.0,user-308@fsc-demo.com,Female,Individual,2016-07-11,Annually,Moderate,,false,Tier 1,0.0,522684.0,0.0,879196.0,879196.0,0.0,356512.0,4.0,0.40549775021724394,3,3. Between 3 and 5 years,2020-05-25
309,4. 50-69,724852.0,890060.0,2. Between 500K and 2M,USA,75409,TX,Platinum,1 - Platinum,2020-04-27,Mass Affluent,1,College Planning,724852.0,,0,0,0011U00000KuFc5QAF,Moderately Inexperienced,Aggressive Growth,2020-05-24,2020-05-24,0011U00000KulRbQAJ,Affluent Professionals,Jessica Macias,1614912.0,2. Between 500K and 2M,2020-06-10,New York,mark.garet@example.com,0051U000005KhW6QAK,Mark Garet,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T,NY,410-151-4239,51,212059.0,user-309@fsc-demo.com,Female,Person Account,2018-05-10,Quarterly,Moderate,,false,Tier 3,0.0,890060.0,0.0,1614912.0,1614912.0,0.0,724852.0,5.0,0.44884922522094084,1,2. Between 1 and 3 years,2020-05-25
310,4. 50-69,110206.0,173618.0,1. Less than 500K,USA,61240,IL,Silver,3 - Silver,2020-04-27,Mass Affluent,35,Technology,110206.0,,0,0,0011U00000KuFc6QAF,Inexperienced,Aggressive Growth,2020-04-20,2020-04-15,0011U00000KulRbQAJ,Affluent Professionals,Martin Price,283824.0,1. Less than 500K,2020-05-13,San Francisco,sunil.dixit@example.com,0051U000005L4E9QAK,Brenda Banker,Manager,https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T,CA,554-883-2011,50,148331.0,user-310@fsc-demo.com,Male,Individual,2013-10-13,Annually,None,,false,Tier 1,0.0,173618.0,0.0,283824.0,283824.0,0.0,110206.0,3.0,0.3882899261514178,6,4. Between 5 and 10 Years,2020-05-25
