"Owner_SmallPhotoUrl","Status","Owner","LeadSource","IsConverted","Rating","CreatedDate","Name","Owner_Name","LeadActivities","ConvertedOppAmount"
"Thomas Oliver","Converted","G M","Other","TRUE","Warm","2020-12-21","Lenard Laden","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-24","Mariana Keuneke","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,150000
"Sofia Lopez","Converted","R CSEG","Purchased List","FALSE","Hot","2020-11-20","Theodosia Leethem","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Justin Chen","Converted","Qianwen Dong","Advertisement","TRUE","Cold","2020-11-12","Genia Tubritt","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",6,0
"Thomas Oliver","Working","G M","Other","FALSE","Warm","2020-11-22","Aniston","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,34000
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","FALSE","Warm","2020-12-21","Lucien Skerratt","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,0
"Tawnia Williams","Nurturing - Contacted","Deepu CSEG ","Trade Show","FALSE","Hot","2020-12-29","Kelsey Pragnall","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",5,0
"Justin Chen","Nurturing","Qianwen Dong","Employee Referral","FALSE","Warm","2020-11-09","Denys Eburah","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,0
"Sofia Lopez","Qualified","R CSEG","Advertisement","TRUE","Cold","2020-11-28","Erasmus Satford","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",21,0
"Thomas Oliver","New","G M","Other","FALSE","Hot","2020-12-20","Morty Blazic","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Sofia Lopez","Working","R CSEG","Other","FALSE","Warm","2020-12-27","Sasha Slocom","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2020-11-09","Ginevra Fraczek","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,26000
"Thomas Oliver","Converted","G M","Employee Referral","TRUE","Hot","2020-12-09","Shelia Wrathmall","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",7,0
"Justin Chen","Working  - Contacted","Qianwen Dong","Other","FALSE","Cold","2020-12-29","Ashley Gligorijevic","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",22,0
"Tawnia Williams","Qualified","Deepu CSEG ","Advertisement","FALSE","Warm","2020-12-16","Faustina Ashall","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",13,0
"Sofia Lopez","New","R CSEG","Purchased List","FALSE","Hot","2020-12-08","Cecile Szepe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",8,0
"Thomas Oliver","Converted","G M","Employee Referral","TRUE","Warm","2020-12-23","Pincas Beauchop","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Warm","2020-11-10","Demetri Knowlys","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,48000
"Sofia Lopez","Nurturing","R CSEG","Employee Referral","FALSE","Hot","2020-12-18","Rooney Petrello","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,0
"Justin Chen","Qualified","Qianwen Dong","Other","FALSE","Cold","2020-12-17","Murray","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",12,0
"Tawnia Williams","Working","Deepu CSEG ","Trade Show","TRUE","Warm","2020-11-16","Beethoven","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",7,50000
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","FALSE","Warm","2020-12-24","Ford","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Thomas Oliver","Converted","G M","Employee Referral","FALSE","Hot","2020-12-10","Simpson","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",19,0
"Thomas Oliver","Converted","G M","Purchased List","FALSE","Cold","2020-11-21","Jaimie Paradin","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",14,0
"Sofia Lopez","Qualified","R CSEG","Other","TRUE","Warm","2020-12-27","Carree Windress","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,57000
"Justin Chen","Converted","Qianwen Dong","Advertisement","FALSE","Warm","2020-11-08","Jerrold Siely","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,0
"Tawnia Williams","Working","Deepu CSEG ","Other","FALSE","Hot","2020-12-18","Tailor Tibalt","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",25,0
"Sofia Lopez","Working  - Contacted","R CSEG","Employee Referral","TRUE","Warm","2020-12-28","Biddie Stollenberg","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",9,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Cold","2020-12-19","Layla Denniston","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Justin Chen","Nurturing","Qianwen Dong","Employee Referral","FALSE","Warm","2020-11-04","Symon Hamnett","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",5,0
"Sofia Lopez","New","R CSEG","Other","FALSE","Hot","2020-11-22","Huntlee Vurley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",14,0
"Thomas Oliver","Nurturing - Contacted","G M","Advertisement","FALSE","Cold","2020-12-04","Saloma Juschka","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",9,0
"Thomas Oliver","Qualified","G M","Purchased List","TRUE","Hot","2020-12-17","Andy Smith (Sample)","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Trade Show","FALSE","Warm","2020-12-28","Reuven Sprigin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",21,0
"Tawnia Williams","Working","Deepu CSEG ","Other","FALSE","Warm","2020-11-03","Einstein","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",0,36000
"Justin Chen","Converted","Qianwen Dong","Other","FALSE","Warm","2020-12-06","Avrom Arnold","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,0
"Thomas Oliver","Nurturing","G M","Employee Referral","TRUE","Hot","2020-12-28","Lindsey Cramphorn","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",19,0
"Sofia Lopez","Working  - Contacted","R CSEG","Advertisement","FALSE","Cold","2020-12-18","Lucretia Flaunders","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,57000
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Warm","2020-11-14","Darrelle Goad","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Thomas Oliver","Converted","G M","Other","TRUE","Hot","2020-12-17","Sheelagh Spinley","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Warm","2020-12-04","Halie Southerell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,0
"Justin Chen","Nurturing","Qianwen Dong","Employee Referral","FALSE","Cold","2020-12-24","Easter Karpe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Sofia Lopez","Working  - Contacted","R CSEG","Other","FALSE","Warm","2020-12-18","Alysa Gottschalk","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",23,0
"Thomas Oliver","Nurturing - Contacted","G M","Purchased List","TRUE","Hot","2020-11-11","Darlleen Land","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Tawnia Williams","Working","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-12-27","Janela Staig","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",14,0
"Justin Chen","Qualified","Qianwen Dong","Advertisement","FALSE","Cold","2020-12-22","Radcliffe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",17,0
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-11-27","Aviva Gornal","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",0,0
"Thomas Oliver","Converted","G M","Other","TRUE","Hot","2020-11-11","Noam Ricart","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,30000
"Tawnia Williams","Working  - Contacted","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-11-26","Madeleine Sellner","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",9,0
"Thomas Oliver","Nurturing","G M","Trade Show","FALSE","Warm","2020-12-25","Obadiah Crust","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","Qualified","R CSEG","Other","FALSE","Hot","2020-12-17","Naomi de Quincey","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",12,20000
"Sofia Lopez","Converted","R CSEG","Other","FALSE","Warm","2020-12-27","Kristine Drewery","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",13,13000
"Justin Chen","New","Qianwen Dong","Employee Referral","TRUE","Cold","2020-11-12","Anne Luton","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",15,0
"Sofia Lopez","Working","R CSEG","Other","FALSE","Hot","2020-12-20","Emilia Kenny","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Thomas Oliver","New","G M","Purchased List","FALSE","Warm","2020-11-22","Harmonia Gatecliffe","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",12,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","TRUE","Warm","2020-11-22","Myrna Beckensall","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",11,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Other","FALSE","Cold","2020-11-11","Marice Beasley","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",8,25000
"Thomas Oliver","Nurturing - Contacted","G M","Advertisement","FALSE","Hot","2020-12-20","Ashley Hunting","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",8,0
"Sofia Lopez","Nurturing","R CSEG","Advertisement","FALSE","Warm","2020-12-28","Winnie Cradey","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",15,11500
"Tawnia Williams","Converted","Deepu CSEG ","Other","TRUE","Cold","2020-12-09","Dov Cash","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",6,0
"Sofia Lopez","Qualified","R CSEG","Advertisement","FALSE","Hot","2020-12-23","Jacky Prati","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,15000
"Thomas Oliver","New","G M","Employee Referral","FALSE","Warm","2020-12-16","Claudia Treagust","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",13,0
"Sofia Lopez","Working  - Contacted","R CSEG","Purchased List","FALSE","Warm","2020-11-07","Sibella Trevethan","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Warm","2020-12-25","Jewel Miliffe","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",9,0
"Tawnia Williams","Qualified","Deepu CSEG ","Other","TRUE","Hot","2020-12-20","West","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,0
"Sofia Lopez","Working  - Contacted","R CSEG","Trade Show","FALSE","Cold","2020-11-02","Indira Crook","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",10,116000
"Thomas Oliver","Converted","G M","Advertisement","FALSE","Warm","2020-12-25","Kenn Armin","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",10,0
"Justin Chen","Working","Qianwen Dong","Other","FALSE","Hot","2020-11-27","Kali Tillman","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",10,0
"Thomas Oliver","Nurturing","G M","Employee Referral","TRUE","Warm","2020-12-17","Chuck Bratton","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",25,54600
"Tawnia Williams","Converted","Deepu CSEG ","Employee Referral","FALSE","Warm","2020-11-23","Love","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",6,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Advertisement","FALSE","Hot","2020-11-19","Michaela Dulen","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",25,0
"Sofia Lopez","Working  - Contacted","R CSEG","Other","TRUE","Cold","2020-12-24","Dorine Rowberry","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",7,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Warm","2020-12-01","Babara Kann","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,0
"Justin Chen","Qualified","Qianwen Dong","Other","FALSE","Cold","2020-12-20","Salomo Keaveney","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",14,16500
"Thomas Oliver","New","G M","Other","FALSE","Warm","2020-12-26","Judon Raxworthy","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",15,40800
"Sofia Lopez","Working","R CSEG","Purchased List","TRUE","Hot","2020-11-21","Andrea Bedell","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",6,55000
"Tawnia Williams","Converted","Deepu CSEG ","Other","FALSE","Warm","2020-12-17","Aprilette Conville","https://finssummer20--c.documentforce.com/profilephoto/7293A000000Waco/T",15,30000
"Thomas Oliver","Working  - Contacted","G M","Advertisement","FALSE","Hot","2020-12-24","Shawnee Najara","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",5,0
"Justin Chen","Nurturing - Contacted","Qianwen Dong","Employee Referral","FALSE","Cold","2020-11-18","Maressa Gretham","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaQ/T",21,14200
"Sofia Lopez","Qualified","R CSEG","Employee Referral","FALSE","Warm","2020-11-01","Justus Berlin","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",17,0
"Thomas Oliver","Nurturing","G M","Other","TRUE","Warm","2020-12-29","Arin Oleszcuk","https://finssummer20--c.documentforce.com/profilephoto/7294V0000008I1x/T",6,0
"Sofia Lopez","Converted","R CSEG","Employee Referral","FALSE","Warm","2020-12-22","Em Curnnok","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
"Sofia Lopez","Nurturing - Contacted","R CSEG","Other","FALSE","Hot","2020-12-03","Welles","https://finssummer20--c.documentforce.com/profilephoto/7293A000000WaaN/T",5,0
