OperationalDrivers,ClaimsBucket,PreviousRenewalDate,NameInsuredId,Status,TypePrediction,LastProcessedDate,RenewalChannel,RenewalDate,Type,IsRenewedPolicy,ExpirationDate,EffectiveDate,PremiumAmount,Passive,RenewalRate,Rating,Name,NPS,Promoter,Detractor,OwnerId,MyContactCenterNPS,PredictedDistribution,CustomerEngagement,NumberOfClaims,Commit,BestCase,GrossWrittenPremium,ValuePrediction,NPS_All_Contact_Centers,TotalStandardAmount
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2021-10-08,New Business,FALSE,2021-10-09,2020-10-09,30000,,90,8.6,12035923790287,39,,,1234567,38,15,15,2,,,924000,18,41,97000
Agent Comunication,6 or More Claims,,Steven,For Renewal,Amount,2021-04-26,,2021-12-03,Existing Business,FALSE,2021-12-04,2020-12-04,20000,,85,7.6,14665500366043,43.5,,,1234567,41,95,15,7,,,741000,6,43,36000
Wait Time,4 - 5 Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-01-16,Services,FALSE,2022-01-17,2021-01-17,34000,,88,8.1,524114713120,43,,,1234567,40,70,18,5,,,813000,6,42,64000
Employee Satisfaction,6 or More Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-02-09,New Business,FALSE,2022-02-10,2021-02-10,57000,,90,7.5,12536295977948,43,,,1234567,38,25,19,6,,,526000,18,42,58000
Agent Experience,0 - 1 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-04-24,Existing Business,FALSE,2022-04-25,2021-04-25,16000,,88,6.3,5730364927271,39,,,1234567,37,58,19,1,88,88,707000,23,39,63000
Agent Experience,6 or More Claims,,John,For Renewal,Period,2021-04-26,,2022-03-28,Services,FALSE,2022-03-29,2021-03-29,82000,,88,6.5,9115281106632,43,,,1234567,38,95,17,7,,,482000,9,42,24000
Employee Satisfaction,4 - 5 Claims,,Steven,Not Renewed,NPS,2021-04-26,,2022-06-15,Services,FALSE,2022-06-16,2021-06-16,54000,58,74,8.5,16038002060584,43.5,90,25,1234567,39,58,20,4,,,546000,32,43,56000
Wait Time,2 - 3 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-03-25,New Business,FALSE,2022-03-26,2021-03-26,37000,,88,8.4,17297786356931,43,,,1234567,38,55,15,3,,,965000,6,42,48000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2021-11-24,Existing Business,FALSE,2021-11-25,2020-11-25,34000,,80,7.8,3386706823041,41,,,1234567,39,15,19,2,,,610000,18,41,70000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-01-23,Existing Business,FALSE,2022-01-24,2021-01-24,23000,,88,7.6,6183068549732,43,,,1234567,40,70,15,2,,,978000,9,42,48000
Wait Time,2 - 3 Claims,,John,For Renewal,NPS,2021-04-26,,2021-11-07,New Business,FALSE,2021-11-08,2020-11-08,40000,,80,8.2,3650433739627,41,,,1234567,39,75,20,3,,,501000,32,41,83000
Agent Experience,0 - 1 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-05-22,Services,FALSE,2022-05-23,2021-05-23,87000,55,79,7,5614456459594,43,95,15,1234567,37,95,15,1,71.89,85.32,914000,23,43,50000
Employee Satisfaction,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2021-12-17,New Business,FALSE,2021-12-18,2020-12-18,50000,,85,7.8,16833994595394,43.5,,,1234567,41,12,16,4,,,815000,23,43,72000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,NPS,2021-04-26,,2021-10-15,Services,FALSE,2021-10-16,2020-10-16,90000,,74,6.5,17298395618074,41,,,1234567,37,95,16,2,,,780000,32,41,65000
Wait Time,4 - 5 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-04-15,Existing Business,FALSE,2022-04-16,2021-04-16,29000,,88,8.6,9376853341995,39,,,1234567,37,12,16,4,88,88,937000,6,39,48000
Agent Comunication,0 - 1 Claims,,John,Not Renewed,Period,2021-04-26,,2022-05-07,New Business,FALSE,2022-05-08,2021-05-08,33000,55,79,8.1,13218191292323,43.5,95,15,1234567,41,95,18,1,71.89,85.32,773000,9,39,57000
Employee Satisfaction,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-03-23,Services,FALSE,2022-03-24,2021-03-24,70000,,88,7.4,753765020150,43,,,1234567,38,25,17,1,,,909000,18,42,39000
Employee Satisfaction,0 - 1 Claims,,John,For Renewal,NPS,2021-04-26,,2022-02-26,Existing Business,FALSE,2022-02-27,2021-02-27,21000,,90,7.5,2850378807389,43,,,1234567,38,55,17,1,,,605000,32,42,39000
Wait Time,2 - 3 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-07-25,Services,FALSE,2022-07-26,2021-07-26,78000,58,65,7.2,12662457546661,39,95,12,1234567,40,75,19,2,,,996000,9,42,92000
Agent Experience,0 - 1 Claims,,Mary,For Renewal,Amount,2021-04-26,,2021-11-21,Existing Business,FALSE,2021-11-22,2020-11-22,89000,,80,7,1879829047612,41,,,1234567,39,70,18,1,,,997000,6,41,92000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-02-23,New Business,FALSE,2022-02-24,2021-02-24,56000,,90,7.4,13044539878501,43,,,1234567,38,15,18,3,,,609000,18,42,12000
Employee Satisfaction,4 - 5 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-01-25,New Business,FALSE,2022-01-26,2021-01-26,44000,,88,7.8,14818422606309,43,,,1234567,40,58,20,4,,,910000,23,42,64000
Wait Time,0 - 1 Claims,,Carl,For Renewal,TimeToResolve,2021-04-26,,2022-07-28,Services,FALSE,2022-07-29,2021-07-29,73000,58,65,8.2,2962903243688,39,95,12,1234567,38,95,19,1,59.15,70.2,964000,18,43,73000
Agent Experience,2 - 3 Claims,,Mary,Not Renewed,NumberOfClaims,2021-04-26,,2022-06-21,Existing Business,FALSE,2022-06-22,2021-06-22,35000,58,74,6.7,17002561242929,43.5,90,25,1234567,39,70,16,2,,,564000,23,39,96000
Agent Comunication,6 or More Claims,,John,For Renewal,NPS,2021-04-26,,2021-12-06,Services,FALSE,2021-12-07,2020-12-07,89000,,85,7.6,15936966804591,43.5,,,1234567,41,75,17,6,,,428000,32,43,32000
Employee Satisfaction,6 or More Claims,,Steven,For Renewal,Period,2021-04-26,,2022-03-22,Existing Business,FALSE,2022-03-23,2021-03-23,61000,,88,7.4,8058509849912,43,,,1234567,38,95,16,6,,,874000,9,42,46000
Agent Comunication,4 - 5 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-06-04,New Business,FALSE,2022-06-05,2021-06-05,58000,58,74,7.4,18856178937649,41,90,25,1234567,41,58,18,5,67.34,79.92,922000,6,41,100000
Wait Time,6 or More Claims,,John,For Renewal,NPS,2021-04-26,,2021-10-10,New Business,FALSE,2021-10-11,2020-10-11,82000,,65,7.2,10075508900934,43,,,1234567,38,25,15,7,,,836000,32,42,98000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-04-11,Existing Business,FALSE,2022-04-12,2021-04-12,91000,,88,6.3,2368013872787,39,,,1234567,37,55,17,2,,,845000,18,39,12000
Employee Satisfaction,2 - 3 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-01-30,Services,FALSE,2022-01-31,2021-01-31,10000,,88,7.8,10463301758567,43,,,1234567,40,70,15,2,,,584000,23,42,33000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Amount,2021-04-26,,2021-11-15,New Business,FALSE,2021-11-16,2020-11-16,79000,,80,7.8,10522537916583,41,,,1234567,39,58,18,3,,,761000,6,41,100000
Agent Experience,2 - 3 Claims,,Carl,Not Renewed,Period,2021-04-26,,2021-10-28,Existing Business,FALSE,2021-10-29,2020-10-29,94000,,80,7.1,11331449163844,41,,,1234567,40,12,20,3,,,691000,9,42,63000
Wait Time,4 - 5 Claims,,Brian,For Renewal,NPS,2021-04-26,,2022-05-02,Services,FALSE,2022-05-03,2021-05-03,49000,55,79,8.4,17638008757983,39,95,15,1234567,39,55,18,4,,,743000,32,41,99000
Agent Comunication,0 - 1 Claims,,Mary,For Renewal,Period,2021-04-26,,2021-12-07,Services,FALSE,2021-12-08,2020-12-08,93000,,85,7.6,1614860360886,43.5,,,1234567,41,15,18,1,,,555000,9,43,65000
Employee Satisfaction,6 or More Claims,,Carl,For Renewal,Amount,2021-04-26,,2022-07-11,Existing Business,FALSE,2022-07-12,2021-07-12,95000,58,65,6.9,10854664881457,43.5,95,12,1234567,37,12,20,7,59.15,,684000,6,43,54000
Agent Experience,2 - 3 Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-06-12,New Business,FALSE,2022-06-13,2021-06-13,55000,58,74,7.2,8758998431206,43,90,25,1234567,39,70,20,2,,79.92,882000,18,39,19000
Wait Time,4 - 5 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-07-29,New Business,FALSE,2022-07-30,2021-07-30,22000,58,65,7.5,17447920764364,43,95,12,1234567,38,58,15,4,59.15,,794000,23,42,79000
Wait Time,0 - 1 Claims,,John,For Renewal,Amount,2021-04-26,,2022-02-11,Existing Business,FALSE,2022-02-12,2021-02-12,43000,,90,8.5,7319066997881,43,,,1234567,38,75,16,1,,,415000,6,42,33000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-05-29,Services,FALSE,2022-05-30,2021-05-30,49000,55,79,7.2,16574096539366,41,95,15,1234567,37,75,19,3,,,709000,18,43,28000
Agent Experience,0 - 1 Claims,,Carl,For Renewal,NPS,2021-04-26,,2021-12-26,Services,FALSE,2021-12-27,2020-12-27,54000,,85,6.9,7947638427563,43.5,,,1234567,41,25,17,1,,,995000,32,43,71000
Employee Satisfaction,2 - 3 Claims,,Brian,Not Renewed,NumberOfClaims,2021-04-26,,2021-12-31,Existing Business,FALSE,2022-01-01,2021-01-01,32000,,88,7.8,18778122032663,43,,,1234567,40,15,15,2,,,968000,23,42,18000
Agent Comunication,0 - 1 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-04-02,New Business,FALSE,2022-04-03,2021-04-03,55000,,88,7.1,16782114708556,39,,,1234567,37,12,18,1,88,,633000,9,39,79000
Wait Time,0 - 1 Claims,,John,For Renewal,NPS,2021-04-26,,2021-11-05,New Business,FALSE,2021-11-06,2020-11-06,92000,,80,8.2,5161084303777,41,,,1234567,39,70,19,1,,,970000,32,41,28000
Employee Satisfaction,4 - 5 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-03-24,Services,FALSE,2022-03-25,2021-03-25,93000,,88,7.4,16104429122628,43,,,1234567,38,55,17,4,,,568000,23,42,73000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,Period,2021-04-26,,2022-04-26,Existing Business,FALSE,2022-04-27,2021-04-27,96000,,88,6.3,7195633321287,39,,,1234567,37,95,17,2,88,,704000,9,39,72000
Agent Comunication,2 - 3 Claims,,Carl,For Renewal,Amount,2021-04-26,,2021-10-15,Existing Business,FALSE,2021-10-16,2020-10-16,85000,,85,8.4,12774911864741,39,,,1234567,41,75,20,2,,,444000,6,41,58000
Agent Experience,4 - 5 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-03-27,New Business,FALSE,2022-03-28,2021-03-28,43000,,88,6.5,16204798465264,43,,,1234567,38,58,16,5,,,461000,18,42,22000
Wait Time,2 - 3 Claims,,John,For Renewal,Period,2021-04-26,,2022-05-01,Services,FALSE,2022-05-02,2021-05-02,51000,55,79,8.1,9632618075555,43.5,95,15,1234567,40,75,17,3,71.89,85.32,490000,9,39,97000
Employee Satisfaction,4 - 5 Claims,,Carl,Not Renewed,Amount,2021-04-26,,2022-02-23,New Business,FALSE,2022-02-24,2021-02-24,34000,,90,7.5,488367973352,43,,,1234567,38,25,19,5,,,607000,6,42,53000
Agent Experience,4 - 5 Claims,,Brian,For Renewal,NPS,2021-04-26,,2021-11-25,Services,FALSE,2021-11-26,2020-11-26,76000,,80,7,10540526954539,41,,,1234567,39,58,19,4,,,939000,32,41,74000
Employee Satisfaction,0 - 1 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-01-09,Existing Business,FALSE,2022-01-10,2021-01-10,78000,,88,7.8,17008303497938,43,,,1234567,40,95,19,1,,,872000,18,42,91000
Agent Comunication,6 or More Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2021-10-07,Existing Business,FALSE,2021-10-08,2020-10-08,39000,,65,7,19462630674727,43,,,1234567,41,55,17,6,,,762000,23,43,20000
Wait Time,2 - 3 Claims,,Carl,For Renewal,Period,2021-04-26,,2022-07-15,Services,FALSE,2022-07-16,2021-07-16,93000,58,65,8.5,8441470975264,41,95,12,1234567,39,75,15,2,,70.2,735000,9,39,54000
Agent Comunication,6 or More Claims,,John,For Renewal,NumberOfClaims,2021-04-26,,2022-06-15,New Business,FALSE,2022-06-16,2021-06-16,20000,58,74,6.7,8050874786860,43.5,90,25,1234567,40,25,18,7,,79.92,980000,23,42,24000
Wait Time,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2021-12-13,Services,FALSE,2021-12-14,2020-12-14,28000,,85,8.1,7668269703779,43.5,,,1234567,41,75,17,2,,,501000,32,43,93000
Employee Satisfaction,4 - 5 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-02-24,New Business,FALSE,2022-02-25,2021-02-25,99000,,90,7.5,11103773052464,43,,,1234567,38,70,18,4,,,471000,18,42,71000
Agent Experience,0 - 1 Claims,,Mary,Not Renewed,Amount,2021-04-26,,2022-05-01,Existing Business,FALSE,2022-05-02,2021-05-02,23000,55,79,6.5,20098314195417,39,95,15,1234567,38,95,16,1,71.89,,627000,6,41,98000
Employee Satisfaction,0 - 1 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-06-11,Existing Business,FALSE,2022-06-12,2021-06-12,96000,58,74,7.6,14082218932886,39,90,25,1234567,37,95,15,1,,,763000,23,39,75000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-04-19,New Business,FALSE,2022-04-20,2021-04-20,34000,,88,6.3,19728577497399,39,,,1234567,37,15,15,2,,,697000,9,39,65000
Agent Comunication,6 or More Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-03-14,Services,FALSE,2022-03-15,2021-03-15,41000,,88,7.1,18765581445844,43,,,1234567,38,12,16,7,,,550000,18,42,24000
Wait Time,2 - 3 Claims,,Steven,For Renewal,Amount,2021-04-26,,2022-02-25,New Business,FALSE,2022-02-26,2021-02-26,52000,,90,8.5,4213481265871,43,,,1234567,38,25,15,3,,,680000,6,42,100000
Agent Experience,2 - 3 Claims,,Carl,For Renewal,NPS,2021-04-26,,2021-11-17,Services,FALSE,2021-11-18,2020-11-18,75000,,80,7,3934486842166,41,,,1234567,39,15,20,2,,,434000,32,41,24000
Wait Time,4 - 5 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2021-10-28,Existing Business,FALSE,2021-10-29,2020-10-29,73000,,79,7.4,11143765108817,41,,,1234567,40,95,19,4,,,795000,23,41,10000
Employee Satisfaction,0 - 1 Claims,,Steven,For Renewal,Period,2021-04-26,,2022-07-18,New Business,FALSE,2022-07-19,2021-07-19,30000,58,65,7.8,16837853883037,43.5,95,12,1234567,38,95,19,1,,70.2,609000,9,42,46000
Agent Comunication,6 or More Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-04-25,Existing Business,FALSE,2022-04-26,2021-04-26,42000,,88,7.1,15178246818400,39,,,1234567,37,58,18,7,,88,800000,6,39,87000
Agent Comunication,6 or More Claims,,Brian,Not Renewed,NPS,2021-04-26,,2022-01-10,Services,FALSE,2022-01-11,2021-01-11,81000,,88,7.6,360428648258,43,,,1234567,40,55,16,7,,,907000,32,42,59000
Wait Time,6 or More Claims,,John,For Renewal,TimeToResolve,2021-04-26,,2022-05-07,New Business,FALSE,2022-05-08,2021-05-08,77000,55,79,7.1,14555212838000,43,95,15,1234567,41,15,19,6,,85.32,961000,18,43,14000
Employee Satisfaction,4 - 5 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-06-29,Existing Business,FALSE,2022-06-30,2021-06-30,39000,58,74,6.3,4137478527030,43.5,90,25,1234567,37,58,16,5,,,532000,23,39,74000
Agent Experience,0 - 1 Claims,,John,For Renewal,NPS,2021-04-26,,2021-12-19,Services,FALSE,2021-12-20,2020-12-20,50000,,85,6.9,16574485830255,43.5,,,1234567,41,70,16,1,,,863000,32,43,98000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,Period,2021-04-26,,2022-01-05,Services,FALSE,2022-01-06,2021-01-06,92000,,88,7.6,8434523963385,43,,,1234567,40,12,15,2,,,696000,9,42,52000
Employee Satisfaction,4 - 5 Claims,,Brian,For Renewal,Amount,2021-04-26,,2022-07-19,New Business,FALSE,2022-07-20,2021-07-20,65000,58,65,6.9,12873927101749,43,95,12,1234567,39,58,17,4,,,831000,6,41,51000
Wait Time,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2021-11-16,Existing Business,FALSE,2021-11-17,2020-11-17,43000,,80,8.2,18542397952114,41,,,1234567,39,75,16,3,,,716000,18,41,10000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,NPS,2021-04-26,,2021-10-01,Services,FALSE,2021-10-02,2020-10-02,62000,,90,8.2,15460717543749,41,,,1234567,38,70,18,2,,,905000,32,42,97000
Agent Comunication,0 - 1 Claims,,Carl,Not Renewed,Period,2021-04-26,,2022-03-06,New Business,FALSE,2022-03-07,2021-03-07,68000,,88,7.1,11124641585162,43,,,1234567,38,95,16,1,,,674000,9,42,61000
Employee Satisfaction,2 - 3 Claims,,Steven,For Renewal,NumberOfClaims,2021-04-26,,2022-02-12,Existing Business,FALSE,2022-02-13,2021-02-13,40000,,90,7.5,14908167934883,43,,,1234567,38,58,17,3,,,991000,23,42,40000
Agent Experience,2 - 3 Claims,,John,For Renewal,Amount,2021-04-26,,2022-03-26,Services,FALSE,2022-03-27,2021-03-27,83000,,88,6.5,15228334069258,43,,,1234567,38,12,17,2,,,522000,6,42,70000
Wait Time,0 - 1 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-07-11,Existing Business,FALSE,2022-07-12,2021-07-12,76000,58,65,8.6,7583014347214,39,95,12,1234567,41,95,20,1,,70.2,584000,18,43,39000
Agent Comunication,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-06-06,New Business,FALSE,2022-06-07,2021-06-07,58000,58,74,6.3,1383364198501,41,90,25,1234567,39,70,19,2,,79.92,755000,9,39,23000
Employee Satisfaction,2 - 3 Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-05-08,Services,FALSE,2022-05-09,2021-05-09,86000,55,79,7.5,15393732809154,39,95,15,1234567,37,75,19,2,71.89,,538000,18,42,79000
Wait Time,0 - 1 Claims,,John,For Renewal,Amount,2021-04-26,,2022-04-04,Existing Business,FALSE,2022-04-05,2021-04-05,93000,,88,8.6,11638377016673,39,,,1234567,37,25,19,1,,,855000,6,39,27000
Agent Experience,4 - 5 Claims,,Mary,For Renewal,NPS,2021-04-26,,2021-11-25,New Business,FALSE,2021-11-26,2020-11-26,94000,,80,7,14064040861306,41,,,1234567,39,75,18,4,,,650000,32,41,63000
Agent Comunication,0 - 1 Claims,,Carl,Not Renewed,NumberOfClaims,2021-04-26,,2022-02-06,Existing Business,FALSE,2022-02-07,2021-02-07,36000,,90,7.4,4591046811964,43,,,1234567,38,55,15,1,,,825000,23,42,87000
Wait Time,2 - 3 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-03-18,New Business,FALSE,2022-03-19,2021-03-19,89000,,88,8.4,7051012896357,43,,,1234567,38,15,15,3,,,441000,23,42,10000
Agent Experience,2 - 3 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2021-10-12,Services,FALSE,2021-10-13,2020-10-13,37000,,88,7.2,10346566052340,43,,,1234567,40,25,15,2,,,785000,18,43,86000
Employee Satisfaction,0 - 1 Claims,,John,For Renewal,Period,2021-04-26,,2021-12-10,Services,FALSE,2021-12-11,2020-12-11,21000,,85,7.8,4394798185250,43.5,,,1234567,41,55,17,1,,,737000,9,43,12000
Employee Satisfaction,4 - 5 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-04-10,Existing Business,FALSE,2022-04-11,2021-04-11,57000,,88,7.2,18101357300178,39,,,1234567,37,12,15,4,88,,716000,32,39,48000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,Amount,2021-04-26,,2022-01-03,New Business,FALSE,2022-01-04,2021-01-04,80000,,88,7.6,5406489425321,43,,,1234567,40,75,20,3,,,420000,6,42,48000
Wait Time,6 or More Claims,,Steven,For Renewal,TimeToResolve,2021-04-26,,2022-06-28,New Business,FALSE,2022-06-29,2021-06-29,79000,58,74,6.9,19778759082570,43.5,90,25,1234567,37,25,15,7,,79.92,683000,18,41,83000
Agent Experience,4 - 5 Claims,,Brian,For Renewal,NumberOfClaims,2021-04-26,,2022-05-03,Existing Business,FALSE,2022-05-04,2021-05-04,43000,55,79,7,6406530319897,43,95,15,1234567,39,55,17,5,71.89,,722000,23,39,24000
Agent Experience,2 - 3 Claims,,John,For Renewal,Amount,2021-04-26,,2021-12-29,Services,FALSE,2021-12-30,2020-12-30,26000,,85,6.9,1282113757282,43.5,,,1234567,41,95,15,2,,,748000,6,43,20000
Agent Comunication,4 - 5 Claims,,Carl,Not Renewed,NPS,2021-04-26,,2021-10-01,Existing Business,FALSE,2021-10-02,2020-10-02,73000,,74,8.1,3280169469048,39,,,1234567,41,70,19,4,,,505000,32,41,80000
Employee Satisfaction,0 - 1 Claims,,Mary,For Renewal,Period,2021-04-26,,2022-02-03,New Business,FALSE,2022-02-04,2021-02-04,14000,,90,7.5,7182167126184,43,,,1234567,38,58,19,1,,,424000,9,42,53000
Wait Time,6 or More Claims,,Carl,For Renewal,Period,2021-04-26,,2022-07-21,Services,FALSE,2022-07-22,2021-07-22,36000,58,65,7.8,5339520894198,41,95,12,1234567,38,12,18,6,,70.2,996000,9,43,49000
Agent Comunication,2 - 3 Claims,,Steven,For Renewal,NPS,2021-04-26,,2022-04-01,Services,FALSE,2022-04-02,2021-04-02,94000,,88,7.1,10598757906171,39,,,1234567,37,15,17,2,,,680000,32,39,61000
Wait Time,0 - 1 Claims,,Brian,For Renewal,TimeToResolve,2021-04-26,,2022-03-12,Existing Business,FALSE,2022-03-13,2021-03-13,29000,,88,8.4,13836429398622,43,,,1234567,38,75,16,1,,,840000,18,42,40000
Employee Satisfaction,0 - 1 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2021-12-07,New Business,FALSE,2021-12-08,2020-12-08,17000,,85,7.8,20143734302471,43.5,,,1234567,41,15,16,1,,,890000,23,43,42000
Agent Experience,4 - 5 Claims,,John,For Renewal,Amount,2021-04-26,,2021-11-26,New Business,FALSE,2021-11-27,2020-11-27,73000,,80,7,4744357119340,41,,,1234567,39,58,16,4,,,728000,6,41,61000
Agent Experience,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-05-06,Existing Business,FALSE,2022-05-07,2021-05-07,68000,55,79,6.7,13593159910446,43.5,95,15,1234567,40,75,17,3,71.89,,568000,18,42,63000
Agent Comunication,2 - 3 Claims,,Steven,Not Renewed,NPS,2021-04-26,,2022-07-18,Services,FALSE,2022-07-19,2021-07-19,13000,58,65,6.5,18397891366462,39,95,12,1234567,41,75,20,3,,70.2,881000,32,39,25000
Employee Satisfaction,0 - 1 Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2021-12-16,Existing Business,FALSE,2021-12-17,2020-12-17,91000,,85,7.8,6231797285496,43.5,,,1234567,41,12,19,1,,,581000,23,43,50000
Wait Time,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-06-11,Services,FALSE,2022-06-12,2021-06-12,60000,58,74,7.6,11838313187844,41,90,25,1234567,40,70,19,2,67.34,79.92,994000,9,43,43000
Agent Experience,2 - 3 Claims,,John,For Renewal,Amount,2021-04-26,,2021-10-21,New Business,FALSE,2021-10-22,2020-10-22,91000,,80,7.1,86941064391,43,,,1234567,39,70,18,2,,,567000,6,41,81000
Agent Comunication,6 or More Claims,,Carl,For Renewal,NumberOfClaims,2021-04-26,,2022-02-17,Services,FALSE,2022-02-18,2021-02-18,45000,,90,7.4,11036347882606,43,,,1234567,38,55,15,7,,,682000,23,42,68000
Wait Time,2 - 3 Claims,,Mary,For Renewal,TimeToResolve,2021-04-26,,2022-04-17,Existing Business,FALSE,2022-04-18,2021-04-18,18000,,88,8.6,19756199587863,39,,,1234567,37,95,19,2,88,,644000,18,39,43000
Employee Satisfaction,4 - 5 Claims,,John,For Renewal,Amount,2021-04-26,,2021-11-01,New Business,FALSE,2021-11-02,2020-11-02,71000,,80,8.2,356069091296,41,,,1234567,39,25,18,4,,,858000,6,41,99000
Wait Time,2 - 3 Claims,,Brian,For Renewal,Period,2021-04-26,,2022-03-28,Existing Business,FALSE,2022-03-29,2021-03-29,69000,,88,8.4,16741654323892,43,,,1234567,38,15,18,2,,,960000,9,42,67000
Employee Satisfaction,0 - 1 Claims,,Steven,Not Renewed,NPS,2021-04-26,,2022-07-01,Services,FALSE,2022-07-02,2021-07-02,86000,58,65,8.6,992252009067,43.5,95,12,1234567,38,95,20,1,59.15,,618000,32,42,26000
Agent Experience,2 - 3 Claims,,Steven,For Renewal,Period,2021-04-26,,2022-05-10,New Business,FALSE,2022-05-11,2021-05-11,40000,55,79,7.4,17254494813679,39,95,15,1234567,37,75,15,3,,85.32,963000,9,42,44000
Agent Comunication,2 - 3 Claims,,Mary,For Renewal,NumberOfClaims,2021-04-26,,2022-06-03,Services,FALSE,2022-06-04,2021-06-04,94000,58,74,8.5,14875614009227,43,90,25,1234567,38,70,20,2,67.34,,662000,23,39,67000
Employee Satisfaction,6 or More Claims,,John,For Renewal,Amount,2021-04-26,,2021-12-23,Existing Business,FALSE,2021-12-24,2020-12-24,70000,,85,7.8,36417365786,43.5,,,1234567,41,58,15,6,,,877000,6,43,23000
