"date","Case_Type","Photo","Name","States","Car_Type","Education","Opportunity_Name","Patent_Activity","Einstein_Prediction","Categories","Call_Resolution","Conversion","Owner_Name","CompanyLogo","Customer_Type","Mobile_App_Usage","Forecast","Country","Region","Attrition_Details","Factory","Projects","Business_Segment","Segment","Mobility_Breakdown","Recommendations","DummyImage","Tenure","Lead","Awarness","Family_Type","Sentiment","App_Usage_Categories","OpportunityStage","Year","Roles_in_Demand","Job_Role","Stock_Price","Revenue_Target","Percentage_of_Calls","Capacity","Patents_Filed","Production","Profit","Stock_High","Employee_Count","Engagement_Industry","Case_Resolution","Open_Role_Days","Engagement_National","Net_Retention","Case_Handle_Time_in_Minutes","Sentiment_Score","Patents_Awarded","Facebook_Followers","Volume","Revenue","CSAT","Week","Inventory","Margin","Customer_Acquisition_Costs","NPS","Engagement","Revenue_Percentage","Purchases","Stock_Low","Instagram_Followers","Case_Length","Customer_Acquisition_Cost","Drive_Count"
"11/3/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxc/M","Katrina Quitzon",,"Gasoline","Bachelor","Langosh-MacGyver","3_Filed","On Target","Trucks","UnResolved","No","Renaldo Lorinez","https://randomuser.me/api/portraits/men/89.jpg","Retained","Mostly App","Forecast","Indonesia","Europe","Personal","Tychy","Project K","> 1MM","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/226x132.png/ff4444/ffffff","3 - 5 Years","Referrals","Social Media","All","Positive","Service Appointments","Stage 3","Year2017","Full Stack Developer","Body & paint specialist",19.43,34570.104228,77,1799,19.7,1555,5.638,19.549404,12,1,11.142857,11,1,58,200,77,4.106729,1064,527000,31000,62,112017,31000,0.181883,80,60,0,27,8,19.111517,2033,10,74,15500
"12/31/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Graduate","Gaylord and Sons","3_Filed","At Risk","Cross Over","UnResolved","Yes","Lamar Bish","https://randomuser.me/api/portraits/men/94.jpg","New","Mostly App","Closed","Zimbabwe","Europe","Personal","Tychy","Project M","250K to 500K","Fleet","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/239x115.jpg/cc0000/ffffff","< 3 Years","Referrals","Display Advertising","All","Positive","Support","Stage 1","Year2016","AI Engineering","Diesel mechanic",16.09,5838.705535,32,4244,16.93,559,1.623,16.178466,14,0,25.142857,6,1,59,230,76,5.284088,1065,720000,18000,67,122016,18000,0.090181,88,61,2,67,9,15.780336,2033,11,76,9000
"3/10/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Hybrid","Bachelor","Bogan-Kuvalis","3_Filed","On Target","SUV","Second Call","Yes","Arne Ostrich","https://randomuser.me/api/portraits/men/56.jpg","Retained","Mostly App","Closed","Peru","Asia Pacific","Management Discretion","Nanjing","Project M","< 250K","Fleet","Private Car","Offer co-marketing program","http://dummyimage.com/176x178.jpg/5fa2dd/ffffff","3 - 5 Years","Social network","Social Media","All","Positive","Service Appointments","Stage 3","Year2019","AI Engineering","Sales Executive",15.67,223594.77266,6,2793,15.81,837,22.573,16.085535,8,0,4.571429,42,2,61,51,79,5.902274,1065,3000000,120000,68,32019,120000,0.188106,77,60,-1,88,9,15.566479,2033,10,76,120000
"8/27/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Western Australia","Gasoline","Graduate","White, Gusikowski and Harber","2_Awarded","At Risk","Cars","Third Call or more","Yes","Janith Luscombe","https://randomuser.me/api/portraits/men/67.jpg","New","Mostly App","Forecast","Australia","Europe","Management Discretion","Tofas","Project E","< 250K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/191x168.jpg/ff4444/ffffff","< 3 Years","Paid campaigns","Paid Search","All","Positive","Service Appointments","Stage 3","Year2017","Cybersecurity","Sales Executive",14.87,36266.445465,76,4465,15.45,671,3.34,15.135329,11,0,14,10,0,60,134,78,7.371165,1063,510000,30000,66,82017,30000,0.111331,13,59,0,46,9,14.604006,2033,10,75,15000
"5/5/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Braga","Gasoline","Less than High School","Kuhn Group","3_Filed","At Risk","Cars","Third Call or more","No","Trula Corselles","https://randomuser.me/api/portraits/men/92.jpg","Converted","Mostly App","Closed","Portugal","Europe","Personal","Tychy","Project N","250K to 500K","RideShare","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/198x241.jpg/cc0000/ffffff","> 10 Years","Referrals","Email","All","Positive","Service Appointments","Stage 3","Year2018","Cybersecurity","Automobile designer",14.44,63339.94881,22,1343,15.29,1049,3.69,14.497307,16,0,8.571429,17,1,63,794,79,4.066339,1063,1728000,48000,65,52018,48000,0.076871,6,58,1,25,8,14.053462,2034,10,75,24000
"7/9/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Plug in Hybrid","Bachelor","McCullough, West and Schneider","2_Awarded","At Risk","Cars","UnResolved","No","Glory Harlowe","https://randomuser.me/api/portraits/men/52.jpg","Retained","Mostly App","Expected to Close","Philippines","Asia Pacific","Personal","Nanjing","Project K","< 250K","Fleet","Bus","Partner with a ride share company","http://dummyimage.com/120x215.jpg/cc0000/ffffff","> 10 Years","Third party directories","Social Media","All","Positive","Service Appointments","Stage 3","Year2019","AI Engineering","Automobile designer",18.09,69895.408162,39,1126,18.33,1696,13.412,18.327679,1,-1,4.285714,55,-1,60,114,76,5.261033,1063,3388000,154000,67,72019,154000,0.087093,44,60,2,30,6,17.677135,2034,11,74,154000
"12/31/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Plug in Hybrid","Bachelor","Heller-Waters","3_Filed","At Risk","Cross Over","UnResolved","No","Bentlee Klimentyonok","https://randomuser.me/api/portraits/men/31.jpg","Retained","Others","Closed","Ghana","North America","Management Discretion","Flint","Project K","< 250K","Fleet","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/201x108.jpg/5fa2dd/ffffff","3 - 5 Years","Third party directories","Display Advertising","All","Positive","Service Appointments","Stage 1","Year2018","AI Engineering","Body & paint specialist",14.44,167889.061174,55,3167,15.81,1790,11.407,14.456832,2,2,6,30,-1,61,679,79,7.455981,1063,4042000,86000,68,122018,86000,0.132635,35,60,1,78,9,14.361316,2033,7,74,43000
"5/25/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","Less than High School","Cole-McClure","3_Filed","On Target","Cross Over","First Call","Yes","Ingemar McAvin","https://randomuser.me/api/portraits/men/25.jpg","Retained","Others","Closed","Russia","South America","Compensation","Minas Gerais","Project N","250K to 500K","RideShare","Bike","Meet 1:1 with top decision maker","http://dummyimage.com/138x160.png/dddddd/000000","< 3 Years","Third party directories","Email","Non-Family","Positive","New Sales Appointments","Stage 2","Year2017","AI Engineering","Automobile designer",19.68,15871.969515,51,296,17.8,1149,4.303,19.694292,17,-1,15.714286,9,0,59,688,76,4.425075,1065,675000,27000,66,52017,27000,0.15937,19,60,1,47,8,19.224996,2030,9,76,13500
"6/23/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","High School Grad","Kohler, Rodriguez and Farrell","3_Filed","On Target","Cross Over","First Call","Yes","Caitrin Paulot","https://randomuser.me/api/portraits/men/50.jpg","Attrition","Mostly App","Expected to Close","China","South America","Management Discretion","Minas Gerais","Project P","< 250K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/132x177.jpg/ff4444/ffffff","3 - 5 Years","Networking events","Email","Non-Family","Positive","Support","Stage 3","Year2016","AI Engineering","Sales Executive",16.39,10638.590432,26,629,15.27,1177,846,16.431478,8,-1,44.857143,4,2,61,559,77,3.121239,1064,456000,12000,68,62016,12000,0.070513,61,60,-1,22,6,15.912814,2031,9,76,6000
"10/15/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxd/M","Will Marvin",,"Hybrid","Graduate","Tremblay, Considine and Nicolas","2_Awarded","At Risk","Cars","Second Call","No","Lionello Jerrome","https://randomuser.me/api/portraits/men/93.jpg","Converted","Mostly App","Expected to Close","Indonesia","Europe","Personal","Tychy","Project K","250K to 500K","Logistics","Private Car","Partner with a ride share company","http://dummyimage.com/247x203.bmp/cc0000/ffffff","> 10 Years","Social network","Display Advertising","All","Positive","Service Appointments","GTM","Year2018","AI Engineering","Automobile designer",18.8,47917.807131,50,2895,17.9,805,12.537,19.077661,17,-2,6.285714,27,-1,60,61,75,6.754576,1062,936000,78000,68,102018,78000,0.160729,11,59,1,67,8,18.652513,2032,9,74,39000
"5/23/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Gasoline","High School Grad","Blanda-Hegmann","3_Filed","At Risk","Cross Over","First Call","No","Tripp Spinage","https://randomuser.me/api/portraits/men/58.jpg","Retained","Mostly App","Closed","Kenya","Asia Pacific","Compensation","Nanjing","Project G","> 1MM","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/190x197.jpg/5fa2dd/ffffff","5 - 10 Years","Blog posts","Organic Search","Non-Family","Positive","Service Appointments","Stage 1","Year2016","Cybersecurity","Diesel mechanic",16.18,8176.157733,23,4937,11.46,971,2.648,16.405495,18,2,39.714286,5,-1,62,70,76,3.963602,1065,154000,14000,64,52016,14000,0.189116,42,60,0,22,8,15.876006,2033,9,75,7000
"4/28/2018","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore",,"Plug in Hybrid","High School Grad","Stehr LLC","3_Filed","On Target","SUV","First Call","No","Noland Cradey","https://randomuser.me/api/portraits/men/96.jpg","Retained","Mostly App","Forecast","Guatemala","Europe","Personal","Tofas","Project Q","< 250K","RideShare","Private Car","Partner with a ride share company","http://dummyimage.com/103x159.png/cc0000/ffffff","> 10 Years","Paid campaigns","Paid Search","All","Positive","Service Appointments","Stage 2","Year2018","AI Engineering","Automotive technician",17.33,48976.948278,61,2357,15.39,2219,2.283,17.575413,5,0,8.857143,15,4,59,746,78,4.217494,1064,714000,42000,66,42018,42000,0.054352,45,61,0,6,9,17.071806,2035,11,76,21000
"11/19/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp",,"Gasoline","Less than High School","Brown, Kuhic and Considine","1_Rejected","At Risk","Cars","First Call","No","Gardiner Clewarth","https://randomuser.me/api/portraits/men/73.jpg","Attrition","Mostly App","Closed","Ecuador","Europe","Personal","Tychy","Project Beacon","250K to 500K","Fleet","Bus","Partner with a ride share company","http://dummyimage.com/109x104.bmp/5fa2dd/ffffff","< 3 Years","Blog posts","Social Media","Married","Positive","Service Appointments","Stage 4","Year2018","AI Engineering","Diesel mechanic",18.84,92384.525019,77,714,17.21,2374,12.796,18.889627,13,1,7.714286,25,0,61,872,82,4.594353,1064,3456000,72000,66,112018,72000,0.177721,67,61,0,70,7,18.735341,2033,9,75,36000
"6/5/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxh/M","Doug Koepp","Évora","Hybrid","High School Grad","Dooley Inc","3_Filed","At Risk","Cars","Third Call or more","No","Wallie Stile","https://randomuser.me/api/portraits/men/62.jpg","Retained","Mostly App","Expected to Close","Portugal","South America","Personal","Minas Gerais","Project E","250K to 500K","Logistics","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/159x205.jpg/5fa2dd/ffffff","< 3 Years","Networking events","Paid Search","Non-Family","Positive","Service Appointments","Stage 1","Year2016","Cybersecurity","Manager",13.02,15109.388,23,1163,12.97,1537,2.342,13.26199,16,0,44.857143,4,0,60,617,74,5.025676,1065,240000,12000,67,62016,12000,0.195197,12,59,-2,91,7,12.934804,2033,9,77,6000
"7/12/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Gasoline","Bachelor","Schumm-Ebert","3_Filed","At Risk","SUV","Second Call","Yes","Raina Denizet","https://randomuser.me/api/portraits/men/2.jpg","Retained","Others","Forecast","China","Asia Pacific","Compensation","Nanjing","Project K","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/216x114.png/dddddd/000000","5 - 10 Years","Networking events","Email","Non-Family","Positive","Features","Stage 3","Year2018","AI Engineering","Automobile designer",18.71,97257.169032,13,4055,16.44,1967,4.769,18.85068,23,1,8.571429,19,1,60,77,79,4.879564,1064,594000,54000,69,72018,54000,0.088312,82,60,0,85,9,18.373905,2032,9,75,27000
"7/21/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros",,"Gasoline","High School Grad","Mitchell Inc","3_Filed","On Target","Cross Over","First Call","Yes","Codie Scobie","https://randomuser.me/api/portraits/men/28.jpg","New","Mostly App","Forecast","Suriname","Asia Pacific","Growth Prospects","Nanjing","Project I","> 500K","Fleet","Bus","Meet 1:1 with top decision maker","http://dummyimage.com/115x187.jpg/5fa2dd/ffffff","< 3 Years","Pay per lead","Paid Search","All","Positive","Support","Stage 1","Year2019","Cybersecurity","Body & paint specialist",18.58,277997.203429,30,2590,16.28,346,24.094,18.950905,17,0,4,55,-1,60,626,82,5.386087,1064,5698000,154000,71,72019,154000,0.156457,89,60,1,59,8,18.415809,2033,8,74,154000
"6/3/2019","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner",,"Plug in Hybrid","Some College","Purdy Group","2_Awarded","At Risk","Trucks","First Call","Yes","Selia Seawright","https://randomuser.me/api/portraits/men/72.jpg","Retained","Others","Closed","Indonesia","Europe","Personal","Tychy","Project M","> 500K","Public Transport","Train","Partner with a ride share company","http://dummyimage.com/137x167.bmp/5fa2dd/ffffff","3 - 5 Years","Pay per lead","Organic Search","All","Negative","Support","Stage 1","Year2019","AI Engineering","Body & paint specialist",18.49,231710.391448,88,4982,16.7,502,21.981,18.570594,12,2,2.571429,49,-2,59,741,79,3.1185,1065,6672000,139000,66,62019,139000,0.158135,17,60,-1,67,8,18.239456,2032,11,75,139000
"4/20/2016","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Örebro","Gasoline","Graduate","Koepp-Zboncak","3_Filed","On Target","Trucks","Third Call or more","Yes","Friedrich Duxbarry","https://randomuser.me/api/portraits/men/45.jpg","Retained","Others","Forecast","Sweden","North America","Management Discretion","Dearborn","Project G","> 500K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/131x212.jpg/ff4444/ffffff","< 3 Years","Paid campaigns","Social Media","Non-Family","Positive","New Sales Appointments","Stage 3","Year2016","AI Engineering","Manager",17.71,11046.040881,22,1205,17.65,1651,794,18.186592,24,0,39.142857,5,0,60,682,72,6.127297,1065,570000,15000,68,42016,15000,0.052956,41,59,0,39,7,17.340049,2033,9,77,7500
"5/13/2017","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxe/M","Katlynn Pouros","Östergötland","Gasoline","Some College","Schaden-Wiegand","3_Filed","On Target","SUV","Second Call","No","Amara McGeachey","https://randomuser.me/api/portraits/men/66.jpg","Retained","Others","Forecast","Sweden","Europe","Personal","Tychy","Project M","250K to 500K","Fleet","Bus","Offer co-marketing program","http://dummyimage.com/132x214.jpg/5fa2dd/ffffff","> 10 Years","Social network","Display Advertising","All","Positive","Service Appointments","Stage 2","Year2017","AI Engineering","Body & paint specialist",19.51,41471.741171,8,4960,19.76,1435,2.193,19.980117,15,-1,13.714286,9,2,59,559,76,6.60777,1065,486000,27000,67,52017,27000,0.081215,26,60,0,16,8,19.235425,2033,12,74,13500
"11/13/2016","Closed","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Örebro","Hybrid","Less than High School","Oberbrunner, Fahey and Abbott","2_Awarded","At Risk","SUV","Second Call","Yes","Grace Rochford","https://randomuser.me/api/portraits/men/75.jpg","Retained","Mostly App","Forecast","Sweden","Europe","Compensation","Tychy","Project O","< 250K","RideShare","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/116x188.png/dddddd/000000","> 10 Years","Social network","Social Media","Married","Positive","Service Appointments","Stage 3","Year2016","AI Engineering","Sales Executive",14.11,25572.75988,92,5038,14.05,556,2.258,14.143386,22,1,27.428571,5,0,61,505,77,4.176512,1063,624000,16000,64,112016,16000,0.141107,60,59,1,57,8,13.924175,2035,10,76,8000
"7/4/2019","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxg/M","Sonya Renner","Viana do Castelo","Gasoline","Graduate","Abbott-Harvey","3_Filed","At Risk","Cross Over","Third Call or more","Yes","Malvina Burkhill","https://randomuser.me/api/portraits/men/60.jpg","Attrition","Others","Forecast","Portugal","South America","Personal","Minas Gerais","Project M","250K to 500K","Mobility 4.0","Private Car","Meet 1:1 with top decision maker","http://dummyimage.com/225x237.bmp/cc0000/ffffff","< 3 Years","Social network","Email","Non-Family","Negative","Service Appointments","Stage 2","Year2019","AI Engineering","Sales Executive",21.08,269134.420803,83,2642,19.38,779,9.227,21.362816,10,0,2.857143,55,-1,60,831,80,5.325688,1065,5082000,154000,67,72019,154000,0.059914,43,58,-2,12,8,20.894216,2033,10,74,154000
"8/4/2018","Open","https://df19-ea-keynote--c.documentforce.com/profilephoto/729B0000000YIxf/M","Dylan Moore","Ilha da Madeira","Gasoline","Less than High School","Howell LLC","3_Filed","On Target","Cross Over","Third Call or more","No","Desmund Laming","https://randomuser.me/api/portraits/men/36.jpg","Attrition","Mostly App","Forecast","Portugal","Europe","Compensation","Tychy","Project L","250K to 500K","Mobility 4.0","Private Car","Partner with a ride share company","http://dummyimage.com/158x226.png/ff4444/ffffff","5 - 10 Years","Paid campaigns","Organic Search","Married","Positive","Service Appointments","Stage 3","Year2018","AI Engineering","Manager",12.02,42363.554672,22,4188,17.75,956,4.772,12.502763,14,1,14.285714,20,1,59,280,79,4.862774,1065,1624000,58000,70,82018,58000,0.082272,34,59,0,51,9,11.73923,2033,11,73,29000
