"Category","Ship_Date","Customer_Name","Product_ID","Segment","Ship_Mode","Order_ID","Sub_Category","Product_Name","City","Order_Date","Customer_ID","State","Country","Region","Row_ID","Discount","Profit_Percent","Sales_Goal","Discount_Goal","Quantity_Percent","Sales","Postal_Code","Profit","Sales_Percent","Quantity_Left","Profit_Goal","Discount_Left","Quantity_Goal","Quantity","Profit_Left","Sales_Left","Discount_Percent"
"Office Supplies","12/30/16","Anthony Johnson","OFF-BI-10004967","Corporate","Standard Class","CA-2016-123015","Binders","Round Ring Binders","New York City","12/26/16","AJ-10795","New York","United States","East",5178,0.2,51.8,7.88736,1.672,70.4,4.992,10024,1.6848,63.3,1.26,3.251664,1.472,4.26,3,1.566864,2.89536,12
"Office Supplies","10/15/15","John Dryer","OFF-ST-10004459","Consumer","Standard Class","CA-2015-134719","Storage","Tennsco Single-Tier Lockers","Jacksonville","10/10/15","JD-15790","Florida","United States","South",5186,0.2,61,6611.98944,1.018,80.6,1801.632,32216,-337.806,27.2,1.44,-554.00184,0.818,7.44,6,-216.19584,4810.35744,19.6
"Technology","11/18/17","Xylona Preis","TEC-AC-10004855","Consumer","Standard Class","US-2017-136679","Accessories","V7 USB Numeric Keypad","Pasadena","11/14/17","XP-21865","Texas","United States","Central",5190,0.2,61.3,648.29472,0.928,75.2,167.952,77506,-27.2922,25.9,1.98,-44.486286,0.728,7.98,6,-17.194086,480.34272,21.6
"Office Supplies","11/18/17","Xylona Preis","OFF-AR-10003582","Consumer","Standard Class","US-2017-136679","Art","Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","Pasadena","11/14/17","XP-21865","Texas","United States","Central",5191,0.2,62.5,99.5384,1.132,107.5,45.04,77506,4.504,45.2,-0.14,7.2064,0.932,1.86,2,2.7024,54.4984,17.7
"Office Supplies","10/26/17","Matt Abelman","OFF-PA-10000176","Home Office","Standard Class","CA-2017-158722","Paper","Xerox 1887","Philadelphia","10/20/17","MA-17560","Pennsylvania","United States","East",5260,0.2,70.9,68.74728,1.322,70.9,45.528,19120,15.9348,66.2,1.23,22.468068,1.122,4.23,3,6.533268,23.21928,15.1
"Office Supplies","11/29/16","Pete Armstrong","OFF-BI-10000145","Home Office","First Class","US-2016-158309","Binders","Zipper Ring Binder Pockets","Miami","11/26/16","PA-19060","Florida","United States","South",5274,0.7,69,13.36608,3.024,79.4,3.744,33142,-2.6208,28,1.04,-3.80016,2.324,5.04,4,-1.17936,9.62208,23.1
"Furniture","12/30/15","Mick Crebagga","FUR-TA-10004086","Consumer","Standard Class","CA-2015-111073","Tables","KI Adjustable-Height Table","Medina","12/26/15","MC-18100","Ohio","United States","East",5294,0.4,60.6,139.2876,2.72,83.3,51.588,44256,-15.4764,37,0.2,-25.53606,2.32,1.2,1,-10.05966,87.6996,14.7
"Furniture","11/20/14","Alan Barnes","FUR-CH-10002017","Consumer","Standard Class","US-2014-139500","Chairs","SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair","Decatur","11/16/14","AB-10165","Illinois","United States","Central",5304,0.3,61.3,90.62928,2.454,96.2,37.296,62521,-1.0656,41.2,0.08,-1.736928,2.154,2.08,2,-0.671328,53.33328,12.2
"Furniture","11/21/17","Nathan Cano","FUR-CH-10003774","Consumer","First Class","CA-2017-131254","Chairs","Global Wood Trimmed Manager's Task Chair, Khaki","Houston","11/19/17","NC-18415","Texas","United States","Central",5309,0.3,58.8,273.21294,1.557,74.6,191.058,77095,-46.3998,69.9,1.02,-78.87966,1.257,4.02,3,-32.47986,82.15494,19.3
"Office Supplies","11/21/17","Nathan Cano","OFF-AR-10003876","Consumer","First Class","CA-2017-131254","Art","Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink","Houston","11/19/17","NC-18415","Texas","United States","Central",5310,0.2,108.7,44.7272,1.742,72.5,13.04,77095,3.912,29.2,1.9,3.59904,1.542,6.9,5,-0.31296,31.6872,11.5
"Office Supplies","11/21/17","Nathan Cano","OFF-BI-10003527","Consumer","First Class","CA-2017-131254","Binders","Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind","Houston","11/19/17","NC-18415","Texas","United States","Central",5311,0.8,97.1,1753.9662,5.784,91.7,1525.188,77095,-2287.782,87,0.54,-2356.41546,4.984,6.54,6,-68.63346,228.7782,13.8
"Office Supplies","12/28/16","Brian DeCherney","OFF-BI-10001524","Consumer","Second Class","CA-2016-111941","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern","New York City","12/25/16","BD-11620","New York","United States","East",5330,0.2,77.5,112.78848,0.968,73.5,33.568,10035,11.7488,29.8,0.72,15.155952,0.768,2.72,2,3.407152,79.22048,20.7
"Office Supplies","10/21/17","Anthony Jacobs","OFF-PA-10000062","Corporate","Standard Class","CA-2017-111577","Paper","Green Bar Computer Printout Paper","Scottsdale","10/16/17","AJ-10780","Arizona","United States","West",5338,0.2,64.9,1132.61568,1.534,108.7,307.776,85254,111.5688,27.2,-0.56,171.815952,1.334,6.44,7,60.247152,824.83968,13
"Office Supplies","11/27/14","Jason Klamczynski","OFF-EN-10001509","Corporate","Standard Class","US-2014-168501","Envelopes","Poly String Tie Envelopes","Dallas","11/21/14","JK-15325","Texas","United States","Central",5343,0.2,62.9,2.54592,1.692,92.6,1.632,75220,0.5508,64.1,0.08,0.875772,1.492,1.08,1,0.324972,0.91392,11.8
"Technology","11/27/14","Jason Klamczynski","TEC-PH-10004922","Corporate","Standard Class","US-2014-168501","Phones","RCA Visys Integrated PBX 8-Line Router","Dallas","11/21/14","JK-15325","Texas","United States","Central",5344,0.2,51.5,744.9288,1.754,68,267.96,75220,16.7475,36,2.35,32.49015,1.554,7.35,5,15.74265,476.9688,11.4
"Technology","11/24/16","Erica Hackney","TEC-PH-10004539","Consumer","Standard Class","CA-2016-107790","Phones","Wireless Extenders zBoost YX545 SOHO Signal Booster","Houston","11/20/16","EH-13990","Texas","United States","Central",5366,0.2,63.3,384.02768,1.792,69,151.192,77041,13.2293,39.4,0.45,20.902294,1.592,1.45,1,7.672994,232.83568,11.2
"Office Supplies","10/30/15","Andrew Gjertsen","OFF-PA-10003177","Corporate","Standard Class","CA-2015-118738","Paper","Xerox 1999","Houston","10/24/15","AG-10495","Texas","United States","Central",5373,0.2,58.8,56.60928,1.684,70.9,15.552,77041,5.4432,27.5,1.23,9.25344,1.484,4.23,3,3.81024,41.05728,11.9
"Furniture","10/30/15","Andrew Gjertsen","FUR-TA-10002607","Corporate","Standard Class","CA-2015-118738","Tables","KI Conference Tables","Houston","10/24/15","AG-10495","Texas","United States","Central",5374,0.3,64.1,507.14706,1.599,67.6,347.361,77041,-69.4722,68.5,3.36,-108.376632,1.299,10.36,7,-38.904432,159.78606,18.8
"Office Supplies","10/30/15","Andrew Gjertsen","OFF-PA-10001166","Corporate","Standard Class","CA-2015-118738","Paper","Xerox 2","Houston","10/24/15","AG-10495","Texas","United States","Central",5375,0.2,61.7,17.72928,1.068,81.3,10.368,77041,3.6288,58.5,0.46,5.878656,0.868,2.46,2,2.249856,7.36128,18.7
"Office Supplies","11/12/17","Nick Crebassa","OFF-BI-10000088","Corporate","Second Class","CA-2017-163874","Binders","GBC Imprintable Covers","Seattle","11/10/17","NC-18535","Washington","United States","West",5391,0.2,90.9,93.81312,0.846,99,26.352,98105,9.5526,28.1,0.03,10.50786,0.646,3.03,3,0.95526,67.46112,23.6
"Office Supplies","10/26/15","Joe Elijah","OFF-PA-10004621","Consumer","First Class","CA-2015-110877","Paper","Xerox 212","Houston","10/23/15","JE-15715","Texas","United States","Central",5419,0.2,97.1,125.55648,0.818,71.9,36.288,77041,12.7008,28.9,2.73,13.081824,0.618,9.73,7,0.381024,89.26848,24.4
"Technology","10/26/15","Joe Elijah","TEC-PH-10002103","Consumer","First Class","CA-2015-110877","Phones","Jabra SPEAK 410","Houston","10/23/15","JE-15715","Texas","United States","Central",5420,0.2,57.1,178.95696,0.944,76.9,150.384,77041,15.0384,84,0.6,26.3172,0.744,2.6,2,11.2788,28.57296,21.2
"Office Supplies","10/25/17","Frank Carlisle","OFF-AP-10000938","Home Office","Standard Class","CA-2017-117422","Appliances","Avanti 1.7 Cu. Ft. Refrigerator","Lakewood","10/21/17","FC-14245","Ohio","United States","East",5431,0.2,50.5,546.09984,1.7,102,161.568,44107,16.1568,29.6,-0.04,31.990464,1.5,1.96,2,15.833664,384.53184,11.8
"Office Supplies","10/25/17","Frank Carlisle","OFF-PA-10002195","Home Office","Standard Class","CA-2017-117422","Paper","RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set","Lakewood","10/21/17","FC-14245","Ohio","United States","East",5432,0.2,73,7.15264,1.512,111.1,4.064,44107,1.3716,56.8,-0.1,1.879092,1.312,0.9,1,0.507492,3.08864,13.2
"Office Supplies","10/25/17","Frank Carlisle","OFF-BI-10002799","Home Office","Standard Class","CA-2017-117422","Binders","SlimView Poly Binder, 3/8""","Lakewood","10/21/17","FC-14245","Ohio","United States","East",5433,0.7,67.6,12.80496,5.971,69,6.216,44107,-4.9728,48.5,1.8,-7.359744,5.271,5.8,4,-2.386944,6.58896,11.7
"Office Supplies","11/18/17","Toby Carlisle","OFF-AR-10002335","Consumer","Second Class","US-2017-153633","Art","DIXON Oriole Pencils","Jupiter","11/13/17","TC-21295","Florida","United States","South",5441,0.2,89.3,3.57072,1.032,91.7,2.064,33458,0.1548,57.8,0.09,0.173376,0.832,1.09,1,0.018576,1.50672,19.4
"Furniture","12/23/17","Tony Sayre","FUR-FU-10000320","Consumer","Standard Class","CA-2017-116946","Furnishings","OIC Stacking Trays","Parker","12/19/17","TS-21505","Colorado","United States","West",5472,0.2,61.3,37.2744,1.598,80,13.36,80134,4.008,35.8,1.25,6.53304,1.398,6.25,5,2.52504,23.9144,12.5
"Office Supplies","12/23/17","Tony Sayre","OFF-ST-10002554","Consumer","Standard Class","CA-2017-116946","Storage","Tennsco Industrial Shelving","Parker","12/19/17","TS-21505","Colorado","United States","West",5473,0.2,71.4,248.85408,1.292,106.4,78.256,80134,-17.6076,31.4,-0.12,-24.65064,1.092,1.88,2,-7.04304,170.59808,15.5
"Furniture","12/23/17","Tony Sayre","FUR-BO-10000468","Consumer","Standard Class","CA-2017-116946","Bookcases","O'Sullivan 2-Shelf Heavy-Duty Bookcases","Parker","12/19/17","TS-21505","Colorado","United States","West",5474,0.7,78.1,289.73112,5.873,89.3,102.018,80134,-183.6324,35.2,0.84,-235.049472,5.173,7.84,7,-51.417072,187.71312,11.9
"Office Supplies","12/17/14","Philip Brown","OFF-EN-10001099","Consumer","Standard Class","CA-2014-107573","Envelopes","Staple envelope","Miami","12/12/14","PB-19150","Florida","United States","South",5486,0.2,56.5,55.39392,1.464,73.5,23.472,33178,7.6284,42.4,1.08,13.502268,1.264,4.08,3,5.873868,31.92192,13.7
"Office Supplies","10/29/15","Michelle Tran","OFF-BI-10004140","Home Office","Standard Class","CA-2015-156608","Binders","Avery Non-Stick Binders","San Antonio","10/24/15","MT-18070","Texas","United States","Central",5487,0.8,89.3,4.77736,3.504,99,3.592,78207,-6.286,75.2,0.04,-7.04032,2.704,4.04,4,-0.75432,1.18536,22.8
"Furniture","11/28/14","Duane Huffman","FUR-BO-10000330","Home Office","Same Day","CA-2014-105249","Bookcases","Sauder Camden County Barrister Bookcase, Planked Cherry Finish","San Francisco","11/28/14","DH-13675","California","United States","West",5495,0.15,65.8,1003.65008,0.9615,95.2,411.332,94122,-4.8392,41,0.2,-7.355584,0.8115,4.2,4,-2.516384,592.31808,15.6
"Furniture","12/25/16","Erin Smith","FUR-TA-10001086","Corporate","Standard Class","CA-2016-134936","Tables","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","Tucson","12/19/16","ES-14080","Arizona","United States","West",5543,0.5,54.3,1080.6489,3.66,103.1,455.97,85705,-218.8656,42.2,-0.18,-402.712704,3.16,5.82,6,-183.847104,624.6789,13.7
"Office Supplies","12/25/16","Erin Smith","OFF-BI-10000174","Corporate","Standard Class","CA-2016-134936","Binders","Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","Tucson","12/19/16","ES-14080","Arizona","United States","West",5544,0.7,101,21.1932,4.011,71.9,10.44,85705,-7.656,49.3,2.34,-7.57944,3.311,8.34,6,0.07656,10.7532,17.5
"Office Supplies","12/25/16","Erin Smith","OFF-BI-10002103","Corporate","Standard Class","CA-2016-134936","Binders","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","Tucson","12/19/16","ES-14080","Arizona","United States","West",5545,0.7,56.5,17.57118,5.551,95.2,5.214,85705,-4.1712,29.7,0.1,-7.383024,4.851,2.1,2,-3.211824,12.35718,12.6
"Office Supplies","11/16/14","Darren Budd","OFF-AR-10003183","Corporate","Standard Class","US-2014-159618","Art","Avery Fluorescent Highlighter Four-Color Set","Houston","11/12/14","DB-12970","Texas","United States","Central",5551,0.2,60.2,9.6192,1.682,74.6,2.672,77036,0.334,27.8,0.34,0.55444,1.482,1.34,1,0.22044,6.9472,11.9
"Office Supplies","11/16/14","Darren Budd","OFF-SU-10000432","Corporate","Standard Class","US-2014-159618","Supplies","Acco Side-Punched Conventional Columnar Pads","Houston","11/12/14","DB-12970","Texas","United States","Central",5552,0.2,96.2,63.95904,1.764,106.4,16.656,77036,-3.123,26,-0.36,-3.24792,1.564,5.64,6,-0.12492,47.30304,11.3
"Technology","11/16/14","Darren Budd","TEC-AC-10003832","Corporate","Standard Class","US-2014-159618","Accessories","Imation�16GB Mini TravelDrive USB 2.0�Flash Drive","Houston","11/12/14","DB-12970","Texas","United States","Central",5553,0.2,61,219.45312,1.728,106.4,79.512,77036,20.8719,36.2,-0.18,34.229916,1.528,2.82,3,13.358016,139.94112,11.6
"Office Supplies","11/16/14","Darren Budd","OFF-PA-10004100","Corporate","Standard Class","US-2014-159618","Paper","Xerox 216","Houston","11/12/14","DB-12970","Texas","United States","Central",5554,0.2,59.5,136.08,1.086,83.3,36.288,77036,12.7008,26.7,1.4,21.337344,0.886,8.4,7,8.636544,99.792,18.4
"Furniture","11/16/14","Darren Budd","FUR-BO-10004467","Corporate","Standard Class","US-2014-159618","Bookcases","Bestar Classic Bookcase","Houston","11/12/14","DB-12970","Texas","United States","Central",5555,0.32,53.5,68.673132,2.16,67.6,67.9932,77036,-12.9987,99,0.48,-24.307569,1.84,1.48,1,-11.308869,0.679932,14.8
"Office Supplies","11/25/17","Jennifer Halladay","OFF-BI-10003984","Consumer","Standard Class","US-2017-108014","Binders","Lock-Up Easel 'Spel-Binder'","Cleveland","11/19/17","JH-15430","Ohio","United States","East",5594,0.7,73.5,169.55379,3.318,103.1,59.913,44105,-45.9333,35.3,-0.21,-62.469288,2.618,6.79,7,-16.535988,109.64079,21.1
"Furniture","12/27/14","Gary McGarr","FUR-CH-10004287","Consumer","Standard Class","CA-2014-154893","Chairs","SAFCO Arco Folding Chair","San Diego","12/21/14","GM-14440","California","United States","West",5639,0.2,61.3,4799.2512,1.764,71.9,1325.76,92024,149.148,27.6,2.34,243.11124,1.564,8.34,6,93.96324,3473.4912,11.3
"Furniture","12/27/14","Gary McGarr","FUR-CH-10000595","Consumer","Standard Class","CA-2014-154893","Chairs","Safco Contoured Stacking Chairs","San Diego","12/21/14","GM-14440","California","United States","West",5640,0.2,61.3,2271.4752,1.388,75.2,572.16,92024,35.76,25.2,0.99,58.2888,1.188,3.99,3,22.5288,1699.3152,14.4
"Office Supplies","12/21/16","Adrian Hane","OFF-BI-10001670","Home Office","First Class","CA-2016-145261","Binders","Vinyl Sectional Post Binders","Salem","12/18/16","AH-10120","Oregon","United States","West",5655,0.7,56.8,170.1024,4.816,79.4,45.24,97301,-30.16,26.6,1.04,-53.0816,4.116,5.04,4,-22.9216,124.8624,14.5
"Office Supplies","12/21/16","Adrian Hane","OFF-AR-10004078","Home Office","First Class","CA-2016-145261","Art","Newell 312","Salem","12/18/16","AH-10120","Oregon","United States","West",5656,0.2,51.3,19.06176,1.684,71.9,18.688,97301,2.336,98,1.56,4.5552,1.484,5.56,4,2.2192,0.37376,11.9
"Office Supplies","12/21/16","Adrian Hane","OFF-PA-10003036","Home Office","First Class","CA-2016-145261","Paper","Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book","Salem","12/18/16","AH-10120","Oregon","United States","West",5657,0.2,60.2,15.49184,0.894,91.7,11.648,97301,3.7856,75.2,0.18,6.284096,0.694,2.18,2,2.498496,3.84384,22.4
"Technology","12/21/16","Adrian Hane","TEC-AC-10000991","Home Office","First Class","CA-2016-145261","Accessories","Sony Micro Vault Click 8 GB USB 2.0 Flash Drive","Salem","12/18/16","AH-10120","Oregon","United States","West",5658,0.2,65.4,129.6924,1.252,95.2,112.776,97301,-8.4582,87,0.15,-12.941046,1.052,3.15,3,-4.482846,16.9164,16
"Furniture","12/21/16","Adrian Hane","FUR-TA-10002530","Home Office","First Class","CA-2016-145261","Tables","Iceberg OfficeWorks 42"" Round Tables","Salem","12/18/16","AH-10120","Oregon","United States","West",5659,0.5,59.5,486.9105,2.45,99,377.45,97301,-264.215,77.5,0.05,-443.8812,1.95,5.05,5,-179.6662,109.4605,20.4
"Office Supplies","12/21/16","Adrian Hane","OFF-LA-10000407","Home Office","First Class","CA-2016-145261","Labels","Avery White Multi-Purpose Labels","Salem","12/18/16","AH-10120","Oregon","United States","West",5660,0.2,57.1,53.06688,1.386,87.7,15.936,97301,5.1792,30,0.56,9.0636,1.186,4.56,4,3.8844,37.13088,14.4
"Technology","12/21/16","Adrian Hane","TEC-PH-10004833","Home Office","First Class","CA-2016-145261","Phones","Macally Suction Cup Mount","Salem","12/18/16","AH-10120","Oregon","United States","West",5661,0.2,63.3,69.6924,1.664,83.3,28.68,97301,-7.17,41.2,0.6,-11.3286,1.464,3.6,3,-4.1586,41.0124,12
"Furniture","12/31/15","Roger Barcio","FUR-CH-10002044","Home Office","Standard Class","CA-2015-119550","Chairs","Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum","Houston","12/26/15","RB-19705","Texas","United States","Central",5690,0.3,55.6,492.35382,1.659,111.1,275.058,77070,-90.3762,55.9,-0.3,-162.67716,1.359,2.7,3,-72.30096,217.29582,18.1
"Office Supplies","10/18/17","Anthony Garverick","OFF-BI-10000309","Home Office","Standard Class","CA-2017-126123","Binders","GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Chicago","10/14/17","AG-10765","Illinois","United States","Central",5697,0.8,64.1,77.53068,4.92,84.7,27.396,60623,-42.4638,35.3,1.62,-66.243528,4.12,10.62,9,-23.779728,50.13468,16.3
"Office Supplies","10/18/17","Anthony Garverick","OFF-BI-10004224","Home Office","Standard Class","CA-2017-126123","Binders","Catalog Binders with Expanding Posts","Chicago","10/14/17","AG-10765","Illinois","United States","Central",5698,0.8,50,45.48128,4.664,85.5,13.456,60623,-23.548,29.6,0.17,-47.096,3.864,1.17,1,-23.548,32.02528,17.2
"Office Supplies","11/26/16","Cathy Armstrong","OFF-EN-10001532","Home Office","First Class","CA-2016-125661","Envelopes","Brown Kraft Recycled Envelopes","Cleveland","11/24/16","CA-12055","Ohio","United States","East",5701,0.2,51.8,87.6168,1.284,92.6,40.752,44105,15.282,46.5,0.24,29.49426,1.084,3.24,3,14.21226,46.8648,15.6
"Technology","11/26/16","Cathy Armstrong","TEC-AC-10004855","Home Office","First Class","CA-2016-125661","Accessories","V7 USB Numeric Keypad","Cleveland","11/24/16","CA-12055","Ohio","United States","East",5702,0.2,100,431.0768,1.442,71.4,139.96,44105,-22.7435,32.5,2,-22.7435,1.242,7,5,0,291.1168,13.9
"Office Supplies","12/21/14","Sung Shariari","OFF-AR-10003829","Consumer","Standard Class","US-2014-123519","Art","Newell 35","Marion","12/14/14","SS-20875","Ohio","United States","East",5703,0.2,60.6,6.06144,1.764,78.1,2.624,43302,0.2952,43.3,0.28,0.48708,1.564,1.28,1,0.19188,3.43744,11.3
"Furniture","12/21/14","Sung Shariari","FUR-TA-10002645","Consumer","Standard Class","US-2014-123519","Tables","Hon Rectangular Conference Tables","Marion","12/14/14","SS-20875","Ohio","United States","East",5704,0.4,101,181.5849,2.904,71.4,136.53,43302,-52.3365,75.2,0.4,-51.813135,2.504,1.4,1,0.523365,45.0549,13.8
"Technology","12/21/14","Sung Shariari","TEC-AC-10003033","Consumer","Standard Class","US-2014-123519","Accessories","Plantronics CS510 - Over-the-Head monaural Wireless Headset System","Marion","12/14/14","SS-20875","Ohio","United States","East",5705,0.2,87,820.9156,1.646,101,263.96,43302,42.8935,32.2,-0.01,49.327525,1.446,0.99,1,6.434025,556.9556,12.2
