"Wellness_Priority__c","NOCONVERT","Created_Date__c","Gender__c","isParent__c","Sponsors__c","Name","Lead_Status__c","Sponsor_Level__c","State__c","Age__c","Target_Weight_Difference__c","Target_Weight__c","Weight__c"
"Improve Fitness",,"2016-06-19T17:52:25.376+00:00","F","Yes","Jamie Wu","Mrs. Tiana Nicolas","Customer","Active Supervisor","Maryland",59,79,194,273
"Improve Fitness",,"2017-07-23T14:14:47.611+00:00","F","Yes","Tim Carter","Ms. Osvaldo Muller","Customer","Active Supervisor","West Virginia",46,29,225,254
"Improve Fitness",,"2016-02-07T13:57:43.529+00:00","M","Yes","Stephanie Curran","Cielo Johnson","Customer","Active Supervisor","Kentucky",36,144,203,347
"Improve Fitness",,"2016-05-07T03:15:12.555+00:00","F","No","Dawn Distributor","Edwardo Corkery","Customer","Active Supervisor","Wyoming",37,140,174,314
"Improve Fitness",,"2016-10-04T09:20:44.754+00:00","F","No","Mary Johnson","Mrs. Zita Nicolas","Customer","Active Supervisor","Alaska",42,138,159,297
"Improve Fitness",,"2017-05-29T22:31:13.988+00:00","M","Yes","Mary Johnson","Rosemarie Batz","Lead","Active Supervisor","Iowa",29,-3,219,216
"Improve Fitness",,"2017-08-06T19:07:47.627+00:00","F","No","Jim Albose","Elliot Fisher","Lead","Active Supervisor","Rhode Island",58,122,213,335
"Improve Fitness",,"2017-04-10T05:11:08.140+00:00","F","Yes","Tim Carter","Mr. Josie Parker","Lead","Active Supervisor","Alaska",24,83,157,240
"Improve Fitness",,"2016-02-05T09:29:38.812+00:00","F","No","Jim Albose","Kaylie Batz DVM","Customer","Active Supervisor","Utah",22,110,199,309
"Improve Fitness",,"2015-10-29T23:42:51.667+00:00","F","Yes","Tim Carter","Neha Durgan","Lead","Active Supervisor","Wyoming",44,37,175,212
"Improve Fitness",,"2016-06-30T20:30:56.993+00:00","F","Yes","Stephanie Curran","Rhett Okuneva","Lead","Active Supervisor","South Carolina",61,48,183,231
"Improve Fitness",,"2017-03-26T13:39:32.719+00:00","F","Yes","Jamie Wu","Elisa Von","Customer","Active Supervisor","Wyoming",42,132,181,313
"Improve Fitness",,"2015-10-25T04:34:14.142+00:00","M","Yes","Sherrie Hernandez","Muhammad Howell","Lead","Active Supervisor","Pennsylvania",36,181,166,347
"Improve Fitness",,"2016-09-30T04:31:08.609+00:00","M","Yes","Dawn Distributor","Herbert Strosin","Customer","Active Supervisor","New Jersey",41,56,195,251
"Improve Fitness",,"2017-04-22T23:46:12.663+00:00","F","No","Jamie Wu","Christopher Powlowski PhD","Lead","Active Supervisor","Texas",26,39,208,247
"Improve Fitness",,"2017-06-22T10:32:02.243+00:00","M","Yes","Mary Johnson","Giles Mohr","Customer","Active Supervisor","Louisiana",52,102,179,281
"Improve Fitness",,"2015-10-07T13:37:08.078+00:00","F","No","Mary Johnson","Baron Shanahan","Customer","Active Supervisor","Arizona",53,32,178,210
"Improve Fitness",,"2017-06-08T05:37:37.328+00:00","F","No","Lauren Boyle","Sasha Schuppe DVM","Customer","Active Supervisor","Kansas",27,121,168,289
"Improve Fitness",,"2015-10-24T10:29:37.325+00:00","F","Yes","Stephanie Curran","Jolie Mosciski","Lead","Active Supervisor","Delaware",26,23,208,231
"Improve Fitness",,"2017-08-30T11:54:24.015+00:00","F","Yes","Lisa Jones","Laisha Haley","Customer","Active Supervisor","Iowa",19,119,177,296
"Improve Fitness",,"2015-10-06T13:10:36.275+00:00","M","No","John Smith","Jennifer Breitenberg","Lead","Active Supervisor","West Virginia",35,103,192,295
"Improve Fitness",,"2016-12-22T14:27:23.153+00:00","F","Yes","Lauren Boyle","Dallas Moen","Lead","Active Supervisor","Wisconsin",33,128,194,322
"Improve Fitness",,"2016-10-07T19:17:19.880+00:00","M","Yes","Jim Albose","Barbara Abbott","Customer","Active Supervisor","Nevada",51,180,150,330
"Improve Fitness",,"2016-08-10T19:54:38.375+00:00","M","No","Mary Johnson","Pattie Mohr IV","Customer","Active Supervisor","Hawaii",40,-19,203,184
"Improve Fitness",,"2015-10-04T13:49:15.055+00:00","F","Yes","Tim Carter","Lauren Abbott","Lead","Active Supervisor","Idaho",18,120,164,284
"Improve Fitness",,"2015-12-25T01:06:29.264+00:00","F","Yes","Mary Johnson","Martina Abshire","Lead","Active Supervisor","Louisiana",36,29,215,244
"Improve Fitness",,"2016-08-31T13:35:59.775+00:00","F","Yes","Mark Metz","Rosanna Heller","Lead","Active Supervisor","Nebraska",31,113,160,273
"Improve Fitness",,"2016-12-17T07:14:26.869+00:00","F","Yes","John Smith","Miss Michale Smitham","Lead","Active Supervisor","Tennessee",28,150,197,347
"Improve Fitness",,"2016-07-07T12:37:20.851+00:00","M","Yes","Anne Frost","Gwen Murazik","Lead","Active Supervisor","Rhode Island",22,83,161,244
"Improve Fitness",,"2016-03-21T01:05:44.086+00:00","F","Yes","Mark Metz","Herman Rolfson","Lead","Active Supervisor","Texas",52,111,205,316
"Improve Fitness",,"2016-03-11T08:43:08.876+00:00","F","Yes","Stephanie Curran","Halie Leffler","Customer","Active Supervisor","Georgia",36,99,153,252
"Improve Fitness",,"2017-01-03T10:58:02.930+00:00","F","No","Tim Carter","Fritz Runte","Lead","Active Supervisor","Delaware",38,34,203,237
"Improve Fitness",,"2016-05-22T20:41:36.171+00:00","M","No","Stephanie Curran","Kaya Kassulke","Customer","Active Supervisor","Tennessee",35,41,200,241
"Improve Fitness",,"2017-08-27T04:35:08.576+00:00","F","Yes","Lisa Jones","Carmel Emard","Customer","Active Supervisor","Mississippi",30,91,224,315
"Improve Fitness",,"2016-09-22T21:16:36.996+00:00","F","No","Jim Albose","Antonia Bednar Sr.","Customer","Active Supervisor","Michigan",54,83,153,236
"Improve Fitness",,"2016-03-23T06:18:59.317+00:00","F","No","Sherrie Hernandez","Nickolas Kulas","Customer","Active Supervisor","Missouri",45,104,224,328
"Improve Fitness",,"2016-03-27T15:07:01.346+00:00","F","Yes","John Smith","Cordie Friesen","Lead","Active Supervisor","Florida",44,118,150,268
"Improve Fitness",,"2017-06-25T17:08:57.856+00:00","F","Yes","Sherrie Hernandez","Salvatore Kassulke","Customer","Active Supervisor","Wisconsin",26,106,198,304
"Improve Fitness",,"2017-09-03T02:35:18.646+00:00","F","Yes","Stephanie Curran","Constance Beer Sr.","Customer","Active Supervisor","Idaho",47,42,153,195
"Improve Fitness",,"2015-10-30T04:39:28.981+00:00","F","No","Jamie Wu","Maia Goyette","Customer","Active Supervisor","South Carolina",19,17,215,232
"Improve Fitness",,"2015-10-03T11:55:45.432+00:00","F","Yes","Stephanie Curran","Jazmyne Welch","Customer","Active Supervisor","Utah",56,59,205,264
"Improve Fitness",,"2017-05-06T05:48:49.313+00:00","F","Yes","Sherrie Hernandez","Jorge Bogisich","Customer","Active Supervisor","Mississippi",48,147,203,350
"Improve Fitness",,"2016-10-15T23:44:29.467+00:00","M","Yes","Jamie Wu","Terry Macejkovic","Lead","Active Supervisor","Alabama",26,125,222,347
"Improve Fitness",,"2016-07-31T01:43:22.322+00:00","M","No","Stephanie Curran","Rodolfo Kovacek","Lead","Active Supervisor","West Virginia",25,43,171,214
"Improve Fitness",,"2017-04-05T11:54:15.961+00:00","M","No","Tim Carter","Miss Bernard O'Kon","Lead","Active Supervisor","Vermont",59,42,216,258
"Improve Fitness",,"2017-02-21T02:50:23.141+00:00","F","Yes","Anne Frost","Lewis Pagac","Customer","Active Supervisor","Montana",26,62,168,230
"Improve Fitness",,"2017-08-30T13:41:51.258+00:00","F","Yes","Lauren Boyle","Rylee Runte","Lead","Active Supervisor","Georgia",49,79,209,288
"Improve Fitness",,"2017-09-10T04:59:10.109+00:00","F","Yes","James Chan","Domingo Hansen","Lead","Active Supervisor","Washington",26,-11,207,196
"Improve Fitness",,"2015-11-09T02:34:02.085+00:00","F","No","Sherrie Hernandez","Christa Schneider","Lead","Active Supervisor","Delaware",61,99,179,278
"Improve Fitness",,"2017-03-24T05:22:45.283+00:00","M","Yes","Lisa Jones","Kacey Brekke","Customer","Active Supervisor","Oklahoma",39,52,161,213
"Improve Fitness",,"2016-04-05T17:07:56.290+00:00","F","No","John Smith","Dr. Jacquelyn Hilpert","Lead","Active Supervisor","Missouri",21,57,172,229
"Improve Fitness",,"2017-07-12T14:19:20.701+00:00","M","No","Lisa Jones","Isabel Stracke","Customer","Active Supervisor","Alabama",60,107,184,291
"Improve Fitness",,"2017-07-15T01:36:12.601+00:00","F","Yes","Anne Frost","Rylan Rutherford","Customer","Active Supervisor","Nebraska",31,-7,207,200
"Improve Fitness",,"2016-03-24T12:01:39.065+00:00","M","No","Stephanie Curran","Patience Kuhic","Customer","Active Supervisor","Arkansas",35,112,174,286
"Improve Fitness",,"2016-01-04T03:16:08.309+00:00","M","Yes","Lisa Jones","Demetrius Schuppe","Customer","Active Supervisor","Nebraska",52,76,214,290
"Improve Fitness",,"2017-05-31T14:21:55.830+00:00","M","Yes","Lisa Jones","Mrs. Melba Lubowitz","Lead","Active Supervisor","Montana",29,56,185,241
"Improve Fitness",,"2016-10-10T16:40:46.997+00:00","F","Yes","Dawn Distributor","Cielo Metz","Lead","Active Supervisor","Arizona",24,-4,221,217
"Improve Fitness",,"2017-03-28T23:11:35.986+00:00","F","No","Lauren Boyle","Giovanny Gulgowski","Customer","Active Supervisor","Mississippi",56,92,217,309
"Improve Fitness",,"2016-09-25T08:41:59.607+00:00","M","Yes","Mary Johnson","Mr. Alexander Cole","Customer","Active Supervisor","West Virginia",28,97,207,304
"Improve Fitness",,"2016-05-31T15:13:21.193+00:00","F","Yes","Jim Albose","Austen Casper DDS","Customer","Active Supervisor","Minnesota",39,-35,225,190
"Improve Fitness",,"2017-04-29T23:07:46.443+00:00","F","Yes","Tim Carter","Adrain Lemke","Customer","Active Supervisor","Michigan",39,126,160,286
"Improve Fitness",,"2016-12-03T13:05:01.491+00:00","F","Yes","Dawn Distributor","Trace Jakubowski","Customer","Active Supervisor","Delaware",42,52,169,221
"Improve Fitness",,"2017-07-03T12:17:41.670+00:00","F","Yes","James Chan","Devante Orn","Customer","Active Supervisor","Georgia",60,48,169,217
"Improve Fitness",,"2015-11-23T02:54:15.767+00:00","M","Yes","James Chan","Raheem Quigley","Lead","Active Supervisor","Alaska",34,145,176,321
"Improve Fitness",,"2017-05-18T05:55:01.447+00:00","F","Yes","James Chan","Hailey Reichel","Customer","Active Supervisor","Ohio",56,127,173,300
"Improve Fitness",,"2016-01-21T20:00:46.798+00:00","M","Yes","Sherrie Hernandez","Phyllis Abshire","Customer","Active Supervisor","Hawaii",21,113,168,281
"Improve Fitness",,"2017-08-26T10:32:42.176+00:00","F","No","Stephanie Curran","Miss Marcia Mosciski","Lead","Active Supervisor","Alaska",23,106,187,293
"Improve Fitness",,"2016-08-19T11:20:36.319+00:00","F","Yes","Dawn Distributor","Katharina Treutel","Lead","Active Supervisor","Kentucky",60,183,167,350
"Improve Fitness",,"2016-12-19T18:56:34.412+00:00","F","Yes","Dawn Distributor","Mr. Kendrick Hamill","Lead","Active Supervisor","North Dakota",54,46,205,251
"Improve Fitness",,"2016-06-17T11:58:29.196+00:00","F","Yes","John Smith","Ted Robel","Customer","Active Supervisor","Iowa",35,15,223,238
"Improve Fitness",,"2016-02-29T02:22:27.089+00:00","M","Yes","Anne Frost","Florencio Kuvalis","Lead","Active Supervisor","Oregon",32,23,180,203
"Improve Fitness",,"2016-08-12T11:05:29.126+00:00","M","Yes","James Chan","Mrs. Elliott Predovic","Customer","Active Supervisor","Maryland",22,130,220,350
"Improve Fitness",,"2017-05-19T11:47:25.231+00:00","M","Yes","Jamie Wu","Stephan Dare","Customer","Active Supervisor","Texas",45,32,200,232
"Improve Fitness",,"2016-11-11T08:57:28.193+00:00","F","No","Stephanie Curran","Elna Becker","Customer","Active Supervisor","Washington",61,57,154,211
"Improve Fitness",,"2016-08-28T00:03:03.311+00:00","F","No","Mary Johnson","Melyssa Boyer","Customer","Active Supervisor","Oregon",41,92,171,263
"Improve Fitness",,"2016-04-14T08:36:09.874+00:00","M","Yes","Sherrie Hernandez","Seth Rutherford","Lead","Active Supervisor","Vermont",56,0,213,213
"Improve Fitness",,"2015-09-23T18:28:43.548+00:00","F","Yes","Tim Carter","Trever Hauck","Lead","Active Supervisor","New York",50,72,225,297
"Improve Fitness",,"2016-08-18T00:18:52.509+00:00","F","No","John Smith","Dr. Reggie Kovacek","Lead","Active Supervisor","Florida",61,38,197,235
"Improve Fitness",,"2017-05-31T18:03:14.887+00:00","M","Yes","Jim Albose","Antwan Turner IV","Customer","Active Supervisor","Massachusetts",41,125,204,329
"Improve Fitness",,"2016-01-22T00:47:28.442+00:00","F","No","Jamie Wu","Delores Quigley DVM","Customer","Active Supervisor","Vermont",60,44,199,243
"Improve Fitness",,"2016-05-06T08:23:03.824+00:00","F","Yes","Dawn Distributor","Lon Langworth","Lead","Active Supervisor","Alabama",37,116,213,329
"Improve Fitness",,"2017-04-30T00:14:00.610+00:00","F","Yes","Stephanie Curran","Alison Wiegand","Customer","Active Supervisor","Rhode Island",35,99,168,267
"Improve Fitness",,"2015-12-09T19:48:31.346+00:00","F","Yes","Mark Metz","Luna Stehr","Lead","Active Supervisor","North Dakota",30,112,206,318
"Improve Fitness",,"2016-10-24T12:57:55.355+00:00","F","No","James Chan","Maegan Jones","Lead","Active Supervisor","Ohio",27,22,195,217
"Improve Fitness",,"2016-10-14T11:27:10.011+00:00","M","No","Stephanie Curran","Maudie Paucek II","Lead","Active Supervisor","Minnesota",46,-4,209,205
"Improve Fitness",,"2016-11-13T12:30:37.386+00:00","F","No","Stephanie Curran","Frankie Feil","Customer","Active Supervisor","New York",50,39,185,224
"Improve Fitness",,"2016-10-28T05:20:26.573+00:00","F","No","Sherrie Hernandez","Neil Pacocha","Customer","Active Supervisor","Louisiana",23,107,175,282
"Improve Fitness",,"2017-03-03T08:22:35.973+00:00","F","No","Stephanie Curran","Annie Metz","Lead","Active Supervisor","New Mexico",57,147,183,330
"Improve Fitness",,"2017-04-30T10:12:54.307+00:00","F","Yes","Lisa Jones","Cesar Abshire","Customer","Active Supervisor","Pennsylvania",32,110,189,299
"Improve Fitness",,"2016-12-13T10:30:46.324+00:00","F","Yes","Tim Carter","Rose O'Conner","Customer","Active Supervisor","West Virginia",49,125,202,327
"Improve Fitness",,"2016-03-11T07:37:29.743+00:00","F","No","Anne Frost","Zack Bartoletti","Customer","Active Supervisor","Massachusetts",50,59,189,248
"Improve Fitness",,"2016-01-23T05:28:09.330+00:00","M","No","Tim Carter","Sandra Kulas","Lead","Active Supervisor","Vermont",45,80,211,291
"Improve Fitness",,"2017-06-09T09:39:01.020+00:00","M","No","Sherrie Hernandez","Mr. Larue Murazik","Customer","Active Supervisor","Iowa",46,149,188,337
"Improve Fitness",,"2015-12-14T02:27:18.131+00:00","F","Yes","Stephanie Curran","Israel Parker","Lead","Active Supervisor","Missouri",22,153,177,330
"Improve Fitness",,"2017-01-20T10:03:15.807+00:00","F","No","Anne Frost","Kory Gislason","Customer","Active Supervisor","New York",35,35,193,228
"Improve Fitness",,"2017-07-10T21:16:20.684+00:00","M","Yes","Tim Carter","Marjolaine Purdy","Lead","Active Supervisor","California",57,31,210,241
"Improve Fitness",,"2017-04-18T19:37:26.874+00:00","F","No","Mark Metz","Cora Wilkinson MD","Customer","Active Supervisor","Utah",60,57,162,219
"Improve Fitness",,"2016-07-01T07:04:28.932+00:00","F","No","Tim Carter","Abe Pfannerstill Sr.","Customer","Active Supervisor","West Virginia",24,78,191,269
"Improve Fitness",,"2015-10-14T09:43:17.234+00:00","F","Yes","Stephanie Curran","Sally Olson II","Customer","Active Supervisor","South Dakota",62,84,170,254
"Improve Fitness",,"2017-01-09T01:19:04.267+00:00","M","No","Lisa Jones","Gustave Rempel","Customer","Active Supervisor","Virginia",24,55,172,227
"Improve Fitness",,"2017-05-12T18:31:06.566+00:00","F","Yes","Sherrie Hernandez","Allison Russel","Lead","Active Supervisor","Wisconsin",41,106,207,313
"Improve Fitness",,"2016-10-01T22:50:07.769+00:00","F","No","Dawn Distributor","Geovany Flatley","Lead","Active Supervisor","Washington",51,177,156,333
"Improve Fitness",,"2016-11-12T01:39:13.066+00:00","F","Yes","Jamie Wu","Ms. Trevion Kuhic","Lead","Active Supervisor","Louisiana",58,88,207,295
"Improve Fitness",,"2017-04-15T19:47:19.677+00:00","M","Yes","Mark Metz","Barrett Lang","Customer","Active Supervisor","Georgia",56,113,199,312
"Improve Fitness",,"2016-09-04T02:51:11.481+00:00","F","Yes","Stephanie Curran","Vesta Boyer","Lead","Active Supervisor","Tennessee",55,125,170,295
"Improve Fitness",,"2016-06-26T16:05:51.884+00:00","F","Yes","Mark Metz","Marianne Parisian","Customer","Active Supervisor","Delaware",45,143,173,316
"Improve Fitness",,"2015-12-15T10:19:56.079+00:00","F","Yes","Mark Metz","Marcelle Batz","Customer","Active Supervisor","West Virginia",25,35,171,206
"Improve Fitness",,"2017-01-22T07:39:10.150+00:00","F","Yes","Mark Metz","Mr. Frances Daugherty","Customer","Active Supervisor","Maryland",18,127,220,347
"Improve Fitness",,"2016-07-02T06:38:21.286+00:00","F","Yes","Jamie Wu","Catalina Dibbert II","Customer","Active Supervisor","South Carolina",41,150,165,315
"Improve Fitness",,"2016-05-21T20:44:47.262+00:00","F","No","Tim Carter","Claudia Huel","Customer","Active Supervisor","Washington",54,68,211,279
"Improve Fitness",,"2015-10-03T20:39:47.670+00:00","F","Yes","Tim Carter","Kristoffer Halvorson","Lead","Active Supervisor","Nebraska",46,47,183,230
"Improve Fitness",,"2017-05-30T22:06:37.791+00:00","F","No","Jim Albose","Kaia Kozey Jr.","Lead","Active Supervisor","Delaware",18,-21,207,186
"Improve Fitness",,"2017-03-02T21:54:13.479+00:00","M","Yes","Sherrie Hernandez","Ms. Joyce Flatley","Customer","Active Supervisor","Oregon",44,28,166,194
"Improve Fitness",,"2016-09-07T10:16:56.023+00:00","M","No","Sherrie Hernandez","Miss Margarete Cummings","Customer","Active Supervisor","Indiana",25,0,205,205
"Improve Fitness",,"2016-03-09T07:06:25.044+00:00","F","No","Sherrie Hernandez","Lonie Jaskolski","Lead","Active Supervisor","Indiana",27,83,160,243
"Improve Fitness",,"2017-07-24T03:02:54.304+00:00","F","Yes","Mark Metz","Retta Stokes","Customer","Active Supervisor","Alabama",33,16,172,188
"Improve Fitness",,"2016-08-11T05:17:28.280+00:00","F","No","Tim Carter","Bryana Feil","Customer","Active Supervisor","Alaska",56,92,211,303
"Improve Fitness",,"2015-12-23T13:34:56.976+00:00","F","No","Dawn Distributor","Rey Baumbach III","Customer","Active Supervisor","Nevada",42,25,209,234
"Improve Fitness",,"2017-01-04T05:31:52.014+00:00","F","Yes","Tim Carter","Filiberto Dietrich","Lead","Active Supervisor","Arizona",18,-39,221,182
"Improve Fitness",,"2017-07-09T19:52:16.209+00:00","F","No","Jim Albose","D'angelo Cruickshank","Customer","Active Supervisor","Nevada",57,0,219,219
"Improve Fitness",,"2016-07-04T23:20:10.991+00:00","F","Yes","Mary Johnson","Paula Turner","Customer","Active Supervisor","Arizona",25,49,164,213
"Improve Fitness",,"2016-09-03T23:17:04.540+00:00","F","Yes","Sherrie Hernandez","Noah Lemke","Lead","Active Supervisor","West Virginia",52,166,179,345
"Improve Fitness",,"2015-11-29T17:41:47.342+00:00","F","No","Lisa Jones","Mrs. Phyllis Effertz","Lead","Active Supervisor","Idaho",59,11,215,226
"Improve Fitness",,"2015-09-16T07:04:19.555+00:00","F","Yes","Lisa Jones","Montana Gusikowski","Lead","Active Supervisor","New Mexico",47,149,170,319
"Improve Fitness",,"2017-04-04T17:26:22.955+00:00","M","No","Stephanie Curran","Victor Lang I","Customer","Active Supervisor","Missouri",49,14,190,204
"Improve Fitness",,"2017-03-29T12:09:22.607+00:00","M","Yes","James Chan","Adolphus Klein","Customer","Active Supervisor","Ohio",30,113,218,331
"Improve Fitness",,"2016-03-15T20:09:43.639+00:00","F","No","Sherrie Hernandez","Sammy Hoppe","Customer","Active Supervisor","Maine",42,80,175,255
