"LEADSOURCE","OWNERID","OWNERSTATE","FORECASTCATEGORY","STAGENAME","CREATEDDATE","OWNERCITY","RECORDTYPENAME","ISCLOSED","ACCOUNTID","OWNERSMALLPHOTOURL","CLOSEDATE","ID","OPPORTUNITYOWNER","STAGE","ACCOUNTNAME","ISWON","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACTIVITYID","ACCOUNTCLIENTCATEGORY","ACCOUNTINDUSTRY","OPPORTUNITYNAME","EXPECTEDREVENUE","STAGESORTORDER","AMOUNT","DAYSSINCELASTACTIVITY","TIMEINSTAGEDURATIONSECONDS","PROBABILITY","OPPORTUNITYAGE"
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-26","Chicago","Simple","true","001B000000SS3ruIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-03-29","006B0000003hgRkIAI","Allen Advisor","Closed Lost","1st Sales","false","2020-05-25","Affluent Professionals","Activity 548","Silver","Machinery","1st Sales - 54k",54000,9,54000,324,18753424,0,224
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-03","Chicago","Simple","true","001B000000bwMXuIAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-05-13","006B00000049V1cIAE","Allen Advisor","Closed Lost","Radguard","false","2020-05-25","High Net Worth Families","Activity 46","Gold","Hospitality","Radguard - 155k",155000,9,155000,278,20110875,0,278
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-11-16","Chicago","Simple","true","001B000000WJEF1IAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-12-27","006B0000003n2xNIAQ","Allen Advisor","Closed Won","ACE USA","true","2020-05-25","Retired","Activity 428","Platinum","Engineering","ACE USA - 125k",125000,8,125000,413,20036304,100,234
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-07-06","San Francisco","Simple","true","001B000000WJEBdIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-04-30","006B0000004t2UpIAI","Brenda Banker","Closed Lost","Nuemark Technology Group","false","2020-05-25","Retired","Activity 488","Gold","Hospitality","Nuemark Technology Group - 70k",70000,9,70000,811,52118745,0,367
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-09","Chicago","Simple","true","001B000000bwMaoIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-11-11","006B00000049VHeIAM","Allen Advisor","Closed Lost","Jet Web USA","false","2020-05-25","Mass Market","Activity 316","Platinum","Transportation","Jet Web USA - 48.5k",48500,9,48500,573,24085584,0,333
"Fields Sales","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-11-10","New York","Simple","true","001B000000bwMcjIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-07-14","006B0000003n2xCIAQ","Mark Garet","Closed Lost","interbiznet","false","2020-05-25","Millennials","Activity 425","Silver","Machinery","interbiznet - 65k",65000,9,65000,938,16525044,0,240
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-18","Chicago","Channel (Partner)","true","001B000000SS47aIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-02-22","006B0000004t2VFIAY","Allen Advisor","Closed Lost","The Techknowledgy Center","false","2020-05-25","Millennials","Activity 533","Silver","Shipping","The Techknowledgy Center - 51k",51000,9,51000,819,13865739,0,324
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-09-24","San Francisco","Simple","true","001B000000WJEEhIAP","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-04-16","006B0000004t2XIIAY","Brenda Banker","Closed Lost","Xerocomsys","false","2020-05-25","Mass Market","Activity 495","Silver","Environmental","Xerocomsys - 70k",70000,9,70000,684,54243283,0,287
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-10-07","Chicago","Simple","true","001B000000SS4KKIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-05-09","006B0000003WbwPIAS","Allen Advisor","Closed Lost","Panavision","false","2020-05-25","Millennials","Activity 31","Gold","Government","Panavision - 112.5k",112500,9,112500,276,42123537,0,274
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-06-30","San Francisco","Simple","true","001B000000lwNuxIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","006B00000049VOWIA2","Brenda Banker","Closed Lost","Avaya","false","2020-05-25","Mass Market","Activity 394","Platinum","Transportation","Avaya - 37.5k",37500,9,37500,707,54850598,0,373
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-07-15","Florida","Simple","true","001B000000SS47PIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-10-02","006B0000003WbgyIAC","Chelsea Advisor","Closed Lost","Abacus Solutions","false","2020-05-25","Mass Market","Activity 699","Platinum","Other","Abacus Solutions - 60k",60000,9,60000,540,51393797,0,358
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-08-02","San Francisco","Simple","true","001B000000bwMRwIAM","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-10-16","006B00000049Uj3IAE","Brenda Banker","Closed Won","Navarre Corporation","true","2020-05-25","High Net Worth Families","Activity 323","Platinum","Media","Navarre Corporation - 41.8k",41800,8,41800,485,25539873,100,340
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-18","Chicago","Simple","true","001B000000SS3YvIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-03","006B00000049UpDIAU","Allen Advisor","Closed Lost","Aerospace Products International Inc","false","2020-05-25","Mass Market","Activity 267","Gold","Technology","Aerospace Products International Inc - 95k",95000,9,95000,317,16976662,0,232
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-10-21","Florida","Simple","true","001B000000SS3s1IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-16","006B00000049V0LIAU","Chelsea Advisor","Closed Lost","APL Logistics Ltd","false","2020-05-25","Millennials","Activity 372","Gold","Utilities","APL Logistics Ltd - 55k",55000,9,55000,601,50285789,0,260
"Fields Sales","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-08-02","San Francisco","Channel (Partner)","true","001B000000SS51mIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-07-27","006B0000003n2zzIAA","Brenda Banker","Closed Won","EarthCare Company","true","2020-05-25","Millennials","Activity 433","Silver","Financial Services","EarthCare Company - 51.5k",51500,8,51500,610,58232660,100,340
"Reseller","0051U000005L6eJQAS","FL","Closed","Closed Won","2019-11-16","Florida","Channel (Partner)","true","001B000000SS4rLIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-01-27","006B0000003n2jLIAQ","Chelsea Advisor","Closed Won","Wishoo","true","2020-05-25","Affluent Professionals","Activity 459","Silver","Technology","Wishoo - 40k",40000,8,40000,760,44407797,100,234
"Fields Sales","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-07-30","New York","Simple","true","001B000000bwMbHIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-10-15","006B0000003n2qzIAA","Mark Garet","Closed Won","Triad Hospitals","true","2020-05-25","Retired","Activity 446","Silver","Manufacturing","Triad Hospitals - 50.5k",50500,8,50500,945,36917175,100,343
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-10-29","San Francisco","Simple","true","001B000000bwMYNIA2","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-11-19","006B0000004t2RVIAY","Brenda Banker","Closed Lost","Hidden Hollow Crafts","false","2020-05-25","High Net Worth Families","Activity 638","Silver","Consulting","Hidden Hollow Crafts - 160k",160000,9,160000,836,18308177,0,252
"Fields Sales","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-10-31","New York","Simple","true","001B000000bwMTKIA2","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-12-02","006B0000004t2KdIAI","Mark Garet","Closed Lost","Advantage Integrated Marketing","false","2020-05-25","Mass Market","Activity 631","Platinum","Consulting","Advantage Integrated Marketing - 75k",75000,9,75000,832,52808590,0,250
"Fields Sales","0051U000005L4E9QAK","CA","Best Case","Discovery","2019-10-25","San Francisco","Simple","false","001B000000WJEEGIA5","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-10-17","006B00000049VOLIA2","Brenda Banker","Discovery","Broadspire Services","false","2020-05-25","Mass Market","Activity 160","Silver","Utilities","Broadspire Services - 75k",75000,0,75000,241,17283883,0,256
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-28","Chicago","Simple","true","001B000000SS554IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-04-30","006B00000049VkyIAE","Allen Advisor","Closed Lost","Paul Revere Life Insurance Co","false","2020-05-25","Retired","Activity 104","Gold","Financial Services","Paul Revere Life Insurance Co - 62k",62000,9,62000,327,17494429,0,314
"Telesales","0051U000005KhW6QAK","NY","Closed","Closed Won","2019-10-15","New York","Simple","true","001B000000SS4bBIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-09-16","006B0000003hg98IAA","Mark Garet","Closed Won","Contracting Technology Pro","true","2020-05-25","Millennials","Activity 346","Silver","Media","Contracting Technology Pro - 60k",60000,8,60000,522,52919805,100,266
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-10-07","Chicago","Simple","true","001B000000SS42TIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-07","006B0000003n2jmIAA","Allen Advisor","Closed Won","Philips Automotive Modules","true","2020-05-25","High Net Worth Families","Activity 460","Gold","Agriculture","Philips Automotive Modules - 32.1k",32100,8,32100,705,18516328,100,274
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-05","Chicago","Simple","true","001B000000SS3WlIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-21","006B0000004t2K9IAI","Allen Advisor","Closed Won","eResources.","true","2020-05-25","Mass Market","Activity 498","Platinum","Other","eResources. - 65.9k",65900,8,65900,761,32740903,100,306
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-08-30","Chicago","Simple","true","001B000000lwNwoIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-11-06","006B00000049VlOIAU","Allen Advisor","Closed Lost","Vision Tech","false","2020-05-25","Retired","Activity 318","Platinum","Apparel","Vision Tech - 200k",200000,9,200000,541,35673041,0,312
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-29","Chicago","Simple","true","001B000000SS44GIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-06-04","006B00000049VDTIA2","Allen Advisor","Closed Lost","ThinkWave","false","2020-05-25","Millennials","Activity 15","Gold","Energy","ThinkWave - 175k",175000,9,175000,286,55537023,0,282
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-08-08","Chicago","Simple","true","001B000000WJECAIA5","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-11-27","006B0000003hgloIAA","Allen Advisor","Closed Won","Persogenics Corporation","true","2020-05-25","Millennials","Activity 320","Silver","Insurance","Persogenics Corporation - 151.5k",151500,8,151500,545,34044367,100,334
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-09-09","Chicago","Simple","true","001B000000SS4IJIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-09-10","006B0000003WbupIAC","Allen Advisor","Closed Won","Westmor Industries","true","2020-05-25","Retired","Activity 672","Platinum","Manufacturing","Westmor Industries - 100k",100000,8,100000,589,5169361,100,302
"Fields Sales","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-07-10","Chicago","Simple","true","001B000000lwNvoIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-07","006B0000004t2YkIAI","Allen Advisor","Closed Won","ZiLOG","true","2020-05-25","Millennials","Activity 516","Gold","Chemicals","ZiLOG - 55k",55000,8,55000,794,40639383,100,363
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-08-02","Chicago","Simple","true","001B000000SS4CkIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2020-01-03","006B0000003WbnfIAC","Allen Advisor","Closed Won","Ssa Infinium Software Inc","true","2020-05-25","High Net Worth Families","Activity 683","Platinum","Hospitality","Ssa Infinium Software Inc - 31.5k",31500,8,31500,429,1326956,100,340
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-09-03","Chicago","Simple","true","001B000000bwMciIAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2020-04-09","006B0000003n2x9IAA","Allen Advisor","Closed Lost","Step 9 Software Corp.","false","2020-05-25","High Net Worth Families","Activity 423","Gold","Retail","Step 9 Software Corp. - 62.5k",62500,9,62500,385,52849138,0,308
"Fields Sales","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-12-14","Chicago","Simple","true","001B000000SS4sjIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2018-08-29","006B0000004t2UOIAY","Allen Advisor","Closed Lost","Miller's Textile Services","false","2020-05-25","Retired","Activity 737","Gold","Entertainment","Miller's Textile Services - 70k",70000,9,70000,892,35026238,0,206
"Fields Sales","0051U000005L4E9QAK","CA","Omitted","Closed Lost","2019-08-08","San Francisco","Channel (Partner)","true","001B000000lwNwSIAU","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-06-09","006B0000004t2ZpIAI","Brenda Banker","Closed Lost","TMP Worldwide","false","2020-05-25","Affluent Professionals","Activity 403","Platinum","Financial Services","TMP Worldwide - 90k",90000,9,90000,721,58868699,0,334
"Reseller","0051U000005KhW6QAK","NY","Omitted","Closed Lost","2019-11-08","New York","Simple","true","001B000000lwNq1IAE","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-02-22","006B0000003Wb9BIAS","Mark Garet","Closed Lost","Yipinet","false","2020-05-25","High Net Worth Families","Activity 511","Silver","Manufacturing","Yipinet - 70.5k",70500,9,70500,738,40843955,0,242
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-10-07","Chicago","Simple","true","001B000000SS430IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-08","006B0000004t2TyIAI","Allen Advisor","Closed Won","BrightPlanet Corporation","true","2020-05-25","High Net Worth Families","Activity 525","Silver","Telecommunications","BrightPlanet Corporation - 192.5k",192500,8,192500,723,33316218,100,274
"Fields Sales","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-11-14","San Francisco","Channel (Partner)","true","001B000000SS3VkIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-01-30","006B0000004t2JxIAI","Brenda Banker","Closed Won","Computer Science and Applica","true","2020-05-25","Millennials","Activity 537","Gold","Apparel","Computer Science and Applica - 150k",150000,8,150000,750,20921872,100,236
"Fields Sales","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-12-04","San Francisco","Simple","true","001B000000SS438IAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-09-21","006B00000049VCSIA2","Brenda Banker","Closed Won","Dextrys","true","2020-05-25","Mass Market","Activity 330","Silver","Engineering","Dextrys - 31.5k",31500,8,31500,513,55136724,100,216
"Reseller","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-07-27","San Francisco","Simple","true","001B000000SS4BvIAL","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-02-27","006B0000003WbmaIAC","Brenda Banker","Closed Won","Dexter Hospitality","true","2020-05-25","High Net Worth Families","Activity 680","Platinum","Utilities","Dexter Hospitality - 45k",45000,8,45000,726,21535106,100,346
"Reseller","0051U000005JQyrQAG","IL","Closed","Closed Won","2019-11-15","Chicago","Simple","true","001B000000SS4BYIA1","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-03-28","006B0000003Wbm6IAC","Allen Advisor","Closed Won","Peapod","true","2020-05-25","Mass Market","Activity 679","Gold","Consulting","Peapod - 40k",40000,8,40000,706,59271247,100,235
"Fields Sales","0051U000005L6eJQAS","FL","Omitted","Closed Lost","2019-11-18","Florida","Simple","true","001B000000SS3rpIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2018-09-14","006B0000003WbMjIAK","Chelsea Advisor","Closed Lost","Platinum Performance","false","2020-05-25","Affluent Professionals","Activity 733","Gold","Food & Beverage","Platinum Performance - 33.5k",33500,9,33500,877,19042567,0,232
"Fields Sales","0051U000005L4E9QAK","CA","Closed","Closed Won","2019-11-12","San Francisco","Simple","true","001B000000SS42JIAT","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2018-08-10","006B0000003n2jbIAA","Brenda Banker","Closed Won","TNS NFO","true","2020-05-25","High Net Worth Families","Activity 455","Silver","Financial Services","TNS NFO - 35k",35000,8,35000,934,14922714,100,238
"Reseller","0051U000005JQyrQAG","IL","Omitted","Closed Lost","2019-11-04","Chicago","Simple","true","001B000000SS3dbIAD","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-06-03","006B00000049UudIAE","Allen Advisor","Closed Lost","Aetna Us Healthcare  Hmo Ppo","false","2020-05-25","Retired","Activity 397","Silver","Telecommunications","Aetna Us Healthcare  Hmo Ppo - 80k",80000,9,80000,636,21029942,0,246
