"ChangeReasonType","EffectiveDate","Id","LoyaltyMemberCurrency.LoyaltyProgramCurrency.IsPrimary","LoyaltyMemberCurrency.LoyaltyProgramCurrency.NQP_Currency","LoyaltyMemberCurrency.LoyaltyProgramCurrency.QP_Currency","LoyaltyMemberCurrency.LoyaltyProgramMember.AccountContact.Id","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Contact.Name","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Birthdate","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.MobilePhone","LoyaltyMemberCurrency.LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyMemberId","LoyaltyProgramMember.Account.Name","LoyaltyProgramMember.AccountContact.Id","LoyaltyProgramMember.Contact.Birthdate","LoyaltyProgramMember.Contact.MobilePhone","LoyaltyProgramMember.Contact.Name","LoyaltyProgramMember.ContactId","LoyaltyProgramMember.EnrollmentChannel","LoyaltyProgramMember.EnrollmentDate","LoyaltyProgramMember.IsReferral","LoyaltyProgramMember.LeadOrContactId","LoyaltyProgramMember.LeadOrContactName","LoyaltyProgramMember.LoyaltyProgram.Name","LoyaltyProgramMember.MemberCity","LoyaltyProgramMember.MemberCountry","LoyaltyProgramMember.MemberId","LoyaltyProgramMember.MemberName","LoyaltyProgramMember.MemberState","LoyaltyProgramMember.MemberStatus","LoyaltyProgramMember.MemberTenureBucket","LoyaltyProgramMember.MemberType","LoyaltyProgramMember.MembershipEndDate","LoyaltyProgramMember.MembershipLastRenewalDate","LoyaltyProgramMember.MembershipNumber","LoyaltyProgramMember.ProgramId","LoyaltyProgramMember.ReferredById","LoyaltyProgramMember.Referrer.Account.Name","LoyaltyProgramMember.Referrer.Contact.Name","LoyaltyProgramMember.TransactionJournal.FirstAccrualDate","LoyaltyProgramMember.TransactionJournal.SecondAccrualDate","LoyaltyTier.LoyaltyTierGroup.IsPrimary","LoyaltyTier.LoyaltyTierGroup.Name","LoyaltyTier.Name","LoyaltyTier.SequenceNumber","LoyaltyTierGroupId","LoyaltyTierId","Name","ReasonForChange","TierExpirationDate","LastProcessedDate"
"VIP Member",2020-09-04,"0lyB0000000RJLKIA4",FALSE,"Points","Number of Transactions",,,,"User7 Trial7",,,,"0lMB0000000RIJeMAO",,,,,"User7 Trial7","003B000000IXhr0IAD","Web",2020-09-04,"No","003B000000IXhr0IAD","User7 Trial7","NTO Insider","San Francisco","USA","003B000000IXhr0IAD","User7 Trial7","CA","Active","6.1-2 years","Individual",,,"IndivAiK_331","0lpB0000000PBdwIAG",,,,"2021-01-10T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-09-04,"0lyB0000000RJLLIA4",FALSE,"Points","Number of Transactions",,,,"User7 Trial7",,,,"0lMB0000000RIJeMAO",,,,,"User7 Trial7","003B000000IXhr0IAD","Web",2020-09-04,"No","003B000000IXhr0IAD","User7 Trial7","NTO Insider","San Francisco","USA","003B000000IXhr0IAD","User7 Trial7","CA","Active","6.1-2 years","Individual",,,"IndivAiK_331","0lpB0000000PBdwIAG",,,,"2021-01-10T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-01-30,"0lyB0000000RJLMIA4",FALSE,"Points","Number of Transactions",,,,"User8 Trial8",,,,"0lMB0000000RIJfMAO",,,,,"User8 Trial8","003B000000IXhr1IAD","POS",2021-01-30,"No","003B000000IXhr1IAD","User8 Trial8","NTO Insider","New Jersey","USA","003B000000IXhr1IAD","User8 Trial8","NJ","Active","4.6-9 months","Individual",,,"IndivAiK_332","0lpB0000000PBdwIAG",,,,"2020-05-15T00:00:00.000Z","2021-10-18T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-01-30,"0lyB0000000RJLNIA4",FALSE,"Points","Number of Transactions",,,,"User8 Trial8",,,,"0lMB0000000RIJfMAO",,,,,"User8 Trial8","003B000000IXhr1IAD","POS",2021-01-30,"No","003B000000IXhr1IAD","User8 Trial8","NTO Insider","New Jersey","USA","003B000000IXhr1IAD","User8 Trial8","NJ","Active","4.6-9 months","Individual",,,"IndivAiK_332","0lpB0000000PBdwIAG",,,,"2020-05-15T00:00:00.000Z","2021-10-18T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-03-27,"0lyB0000000RJLOIA4",FALSE,"Points","Number of Transactions",,,,"User9 Trial9",,,,"0lMB0000000RIJgMAO",,,,,"User9 Trial9","003B000000IXhr2IAD","CallCenter",2020-03-27,"No","003B000000IXhr2IAD","User9 Trial9","NTO Insider","San Francisco","USA","003B000000IXhr2IAD","User9 Trial9","CA","Active","6.1-2 years","Individual",,,"IndivAiK_333","0lpB0000000PBdwIAG",,,,"2020-07-17T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-03-27,"0lyB0000000RJLPIA4",FALSE,"Points","Number of Transactions",,,,"User9 Trial9",,,,"0lMB0000000RIJgMAO",,,,,"User9 Trial9","003B000000IXhr2IAD","CallCenter",2020-03-27,"No","003B000000IXhr2IAD","User9 Trial9","NTO Insider","San Francisco","USA","003B000000IXhr2IAD","User9 Trial9","CA","Active","6.1-2 years","Individual",,,"IndivAiK_333","0lpB0000000PBdwIAG",,,,"2020-07-17T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-03-15,"0lyB0000000RJLQIA4",FALSE,"Points","Number of Transactions",,,,"User10 Trial10",,,,"0lMB0000000RIJhMAO",,,,,"User10 Trial10","003B000000IXhr3IAD","Social",2020-03-15,"No","003B000000IXhr3IAD","User10 Trial10","NTO Insider","Toronto","Canada","003B000000IXhr3IAD","User10 Trial10","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_334","0lpB0000000PBdwIAG",,,,"2021-01-17T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-03-15,"0lyB0000000RJLRIA4",FALSE,"Points","Number of Transactions",,,,"User10 Trial10",,,,"0lMB0000000RIJhMAO",,,,,"User10 Trial10","003B000000IXhr3IAD","Social",2020-03-15,"No","003B000000IXhr3IAD","User10 Trial10","NTO Insider","Toronto","Canada","003B000000IXhr3IAD","User10 Trial10","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_334","0lpB0000000PBdwIAG",,,,"2021-01-17T00:00:00.000Z",,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-11-16,"0lyB0000000RJLSIA4",FALSE,"Points","Number of Transactions",,,,"User139 Trial139",,,,"0lMB0000000RIJiMAO",,,,,"User139 Trial139","003B000000IXhr4IAD","Email",2020-11-16,"No","003B000000IXhr4IAD","User139 Trial139","NTO Insider","New York City","USA","003B000000IXhr4IAD","User139 Trial139","NY","Active","5.9-12 months","Individual",,,"IndivAiK_335","0lpB0000000PBdwIAG",,,,"2020-12-24T00:00:00.000Z","2021-08-31T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-11-16,"0lyB0000000RJLTIA4",FALSE,"Points","Number of Transactions",,,,"User139 Trial139",,,,"0lMB0000000RIJiMAO",,,,,"User139 Trial139","003B000000IXhr4IAD","Email",2020-11-16,"No","003B000000IXhr4IAD","User139 Trial139","NTO Insider","New York City","USA","003B000000IXhr4IAD","User139 Trial139","NY","Active","5.9-12 months","Individual",,,"IndivAiK_335","0lpB0000000PBdwIAG",,,,"2020-12-24T00:00:00.000Z","2021-08-31T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-12-05,"0lyB0000000RJLUIA4",FALSE,"Points","Number of Transactions",,,,"User140 Trial140",,,,"0lMB0000000RIJjMAO",,,,,"User140 Trial140","003B000000IXhr5IAD","Web",2021-12-05,"No","003B000000IXhr5IAD","User140 Trial140","NTO Insider","New York","USA","003B000000IXhr5IAD","User140 Trial140","NY","Active","9.NA","Individual",,,"IndivAiK_336","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-12-05,"0lyB0000000RJLVIA4",FALSE,"Points","Number of Transactions",,,,"User140 Trial140",,,,"0lMB0000000RIJjMAO",,,,,"User140 Trial140","003B000000IXhr5IAD","Web",2021-12-05,"No","003B000000IXhr5IAD","User140 Trial140","NTO Insider","New York","USA","003B000000IXhr5IAD","User140 Trial140","NY","Active","9.NA","Individual",,,"IndivAiK_336","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-08-09,"0lyB0000000RJLWIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data76 Trail76",,,,"0lMB0000000RIJkMAO",,,,,"Q4Data76 Trail76","003B000000IXi3fIAD","POS",2021-08-09,"No","003B000000IXi3fIAD","Q4Data76 Trail76","NTO Insider","New York City","USA","003B000000IXi3fIAD","Q4Data76 Trail76","NY","Active","2.1-3 months","Individual",,,"IndivAiK_337","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-08-09,"0lyB0000000RJLXIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data76 Trail76",,,,"0lMB0000000RIJkMAO",,,,,"Q4Data76 Trail76","003B000000IXi3fIAD","POS",2021-08-09,"No","003B000000IXi3fIAD","Q4Data76 Trail76","NTO Insider","New York City","USA","003B000000IXi3fIAD","Q4Data76 Trail76","NY","Active","2.1-3 months","Individual",,,"IndivAiK_337","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-06-10,"0lyB0000000RJLYIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data77 Trail77",,,,"0lMB0000000RIJlMAO",,,,,"Q4Data77 Trail77","003B000000IXi3gIAD","CallCenter",2020-06-10,"No","003B000000IXi3gIAD","Q4Data77 Trail77","NTO Insider","New York","USA","003B000000IXi3gIAD","Q4Data77 Trail77","NY","Active","6.1-2 years","Individual",,,"IndivAiK_338","0lpB0000000PBdwIAG",,,,"2021-01-13T00:00:00.000Z","2021-12-01T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-06-10,"0lyB0000000RJLZIA4",FALSE,"Points","Number of Transactions",,,,"Q4Data77 Trail77",,,,"0lMB0000000RIJlMAO",,,,,"Q4Data77 Trail77","003B000000IXi3gIAD","CallCenter",2020-06-10,"No","003B000000IXi3gIAD","Q4Data77 Trail77","NTO Insider","New York","USA","003B000000IXi3gIAD","Q4Data77 Trail77","NY","Active","6.1-2 years","Individual",,,"IndivAiK_338","0lpB0000000PBdwIAG",,,,"2021-01-13T00:00:00.000Z","2021-12-01T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-03-16,"0lyB0000000RJLaIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data78 Trail78",,,,"0lMB0000000RIJmMAO",,,,,"Q4Data78 Trail78","003B000000IXi3hIAD","Social",2021-03-16,"No","003B000000IXi3hIAD","Q4Data78 Trail78","NTO Insider","New York","USA","003B000000IXi3hIAD","Q4Data78 Trail78","NY","Active","4.6-9 months","Individual",,,"IndivAiK_339","0lpB0000000PBdwIAG",,,,"2020-06-21T00:00:00.000Z","2021-12-11T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-03-16,"0lyB0000000RJLbIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data78 Trail78",,,,"0lMB0000000RIJmMAO",,,,,"Q4Data78 Trail78","003B000000IXi3hIAD","Social",2021-03-16,"No","003B000000IXi3hIAD","Q4Data78 Trail78","NTO Insider","New York","USA","003B000000IXi3hIAD","Q4Data78 Trail78","NY","Active","4.6-9 months","Individual",,,"IndivAiK_339","0lpB0000000PBdwIAG",,,,"2020-06-21T00:00:00.000Z","2021-12-11T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-06-27,"0lyB0000000RJLcIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data79 Trail79",,,,"0lMB0000000RIJnMAO",,,,,"Q4Data79 Trail79","003B000000IXi3iIAD","Email",2020-06-27,"No","003B000000IXi3iIAD","Q4Data79 Trail79","NTO Insider","San Francisco","USA","003B000000IXi3iIAD","Q4Data79 Trail79","CA","Active","6.1-2 years","Individual",,,"IndivAiK_340","0lpB0000000PBdwIAG",,,,"2020-05-21T00:00:00.000Z","2021-04-06T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-06-27,"0lyB0000000RJLdIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data79 Trail79",,,,"0lMB0000000RIJnMAO",,,,,"Q4Data79 Trail79","003B000000IXi3iIAD","Email",2020-06-27,"No","003B000000IXi3iIAD","Q4Data79 Trail79","NTO Insider","San Francisco","USA","003B000000IXi3iIAD","Q4Data79 Trail79","CA","Active","6.1-2 years","Individual",,,"IndivAiK_340","0lpB0000000PBdwIAG",,,,"2020-05-21T00:00:00.000Z","2021-04-06T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-12-21,"0lyB0000000RJLeIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data80 Trail80",,,,"0lMB0000000RIJoMAO",,,,,"Q4Data80 Trail80","003B000000IXi3jIAD","Web",2020-12-21,"No","003B000000IXi3jIAD","Q4Data80 Trail80","NTO Insider","New Jersey","USA","003B000000IXi3jIAD","Q4Data80 Trail80","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_341","0lpB0000000PBdwIAG",,,,"2020-10-26T00:00:00.000Z","2021-08-01T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-12-21,"0lyB0000000RJLfIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data80 Trail80",,,,"0lMB0000000RIJoMAO",,,,,"Q4Data80 Trail80","003B000000IXi3jIAD","Web",2020-12-21,"No","003B000000IXi3jIAD","Q4Data80 Trail80","NTO Insider","New Jersey","USA","003B000000IXi3jIAD","Q4Data80 Trail80","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_341","0lpB0000000PBdwIAG",,,,"2020-10-26T00:00:00.000Z","2021-08-01T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2020-08-12,"0lyB0000000RJLgIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data81 Trail81",,,,"0lMB0000000RIJpMAO",,,,,"Q4Data81 Trail81","003B000000IXi3kIAD","POS",2020-08-12,"No","003B000000IXi3kIAD","Q4Data81 Trail81","NTO Insider","San Francisco","USA","003B000000IXi3kIAD","Q4Data81 Trail81","CA","Active","6.1-2 years","Individual",,,"IndivAiK_342","0lpB0000000PBdwIAG",,,,"2020-06-02T00:00:00.000Z","2021-05-13T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2020-08-12,"0lyB0000000RJLhIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data81 Trail81",,,,"0lMB0000000RIJpMAO",,,,,"Q4Data81 Trail81","003B000000IXi3kIAD","POS",2020-08-12,"No","003B000000IXi3kIAD","Q4Data81 Trail81","NTO Insider","San Francisco","USA","003B000000IXi3kIAD","Q4Data81 Trail81","CA","Active","6.1-2 years","Individual",,,"IndivAiK_342","0lpB0000000PBdwIAG",,,,"2020-06-02T00:00:00.000Z","2021-05-13T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2020-04-01,"0lyB0000000RJLiIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data82 Trail82",,,,"0lMB0000000RIJqMAO",,,,,"Q4Data82 Trail82","003B000000IXi3lIAD","CallCenter",2020-04-01,"No","003B000000IXi3lIAD","Q4Data82 Trail82","NTO Insider","Toronto","Canada","003B000000IXi3lIAD","Q4Data82 Trail82","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_343","0lpB0000000PBdwIAG",,,,"2020-09-24T00:00:00.000Z","2021-11-21T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2020-04-01,"0lyB0000000RJLjIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data82 Trail82",,,,"0lMB0000000RIJqMAO",,,,,"Q4Data82 Trail82","003B000000IXi3lIAD","CallCenter",2020-04-01,"No","003B000000IXi3lIAD","Q4Data82 Trail82","NTO Insider","Toronto","Canada","003B000000IXi3lIAD","Q4Data82 Trail82","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_343","0lpB0000000PBdwIAG",,,,"2020-09-24T00:00:00.000Z","2021-11-21T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-07-05,"0lyB0000000RJLkIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data83 Trail83",,,,"0lMB0000000RIJrMAO",,,,,"Q4Data83 Trail83","003B000000IXi3mIAD","Social",2020-07-05,"No","003B000000IXi3mIAD","Q4Data83 Trail83","NTO Insider","Toronto","Canada","003B000000IXi3mIAD","Q4Data83 Trail83","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_344","0lpB0000000PBdwIAG",,,,"2020-09-07T00:00:00.000Z","2021-05-27T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2020-07-05,"0lyB0000000RJLlIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data83 Trail83",,,,"0lMB0000000RIJrMAO",,,,,"Q4Data83 Trail83","003B000000IXi3mIAD","Social",2020-07-05,"No","003B000000IXi3mIAD","Q4Data83 Trail83","NTO Insider","Toronto","Canada","003B000000IXi3mIAD","Q4Data83 Trail83","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_344","0lpB0000000PBdwIAG",,,,"2020-09-07T00:00:00.000Z","2021-05-27T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-08-11,"0lyB0000000RJLmIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data84 Trail84",,,,"0lMB0000000RIJsMAO",,,,,"Q4Data84 Trail84","003B000000IXi3nIAD","Email",2020-01-13,"No","003B000000IXi3nIAD","Q4Data84 Trail84","NTO Insider","Toronto","Canada","003B000000IXi3nIAD","Q4Data84 Trail84","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_345","0lpB0000000PBdwIAG",,,,"2020-05-18T00:00:00.000Z","2021-05-07T00:00:00.000Z",FALSE,"Lifetime","Elite",2,"0ltB0000000PBbvIAG","0lgB0000000TNJMIA4","Elite","Test",2022-02-11,2021-11-01
"VIP Member",2020-01-13,"0lyB0000000RJLnIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data84 Trail84",,,,"0lMB0000000RIJsMAO",,,,,"Q4Data84 Trail84","003B000000IXi3nIAD","Email",2020-01-13,"No","003B000000IXi3nIAD","Q4Data84 Trail84","NTO Insider","Toronto","Canada","003B000000IXi3nIAD","Q4Data84 Trail84","Ontario","Active","6.1-2 years","Individual",,,"IndivAiK_345","0lpB0000000PBdwIAG",,,,"2020-05-18T00:00:00.000Z","2021-05-07T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-10-14,"0lyB0000000RJLoIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data85 Trail85",,,,"0lMB0000000RIJtMAO",,,,,"Q4Data85 Trail85","003B000000IXi3oIAD","Web",2021-10-14,"No","003B000000IXi3oIAD","Q4Data85 Trail85","NTO Insider","New York City","USA","003B000000IXi3oIAD","Q4Data85 Trail85","NY","Active","1.< 1 month","Individual",,,"IndivAiK_346","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-10-14,"0lyB0000000RJLpIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data85 Trail85",,,,"0lMB0000000RIJtMAO",,,,,"Q4Data85 Trail85","003B000000IXi3oIAD","Web",2021-10-14,"No","003B000000IXi3oIAD","Q4Data85 Trail85","NTO Insider","New York City","USA","003B000000IXi3oIAD","Q4Data85 Trail85","NY","Active","1.< 1 month","Individual",,,"IndivAiK_346","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2021-02-23,"0lyB0000000RJLqIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data86 Trail86",,,,"0lMB0000000RIJuMAO",,,,,"Q4Data86 Trail86","003B000000IXi3pIAD","POS",2021-02-23,"No","003B000000IXi3pIAD","Q4Data86 Trail86","NTO Insider","New York","USA","003B000000IXi3pIAD","Q4Data86 Trail86","NY","Active","4.6-9 months","Individual",,,"IndivAiK_347","0lpB0000000PBdwIAG",,,,"2020-10-18T00:00:00.000Z","2021-04-03T00:00:00.000Z",FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Resolve Tier Conflict",2021-02-23,"0lyB0000000RJLrIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data86 Trail86",,,,"0lMB0000000RIJuMAO",,,,,"Q4Data86 Trail86","003B000000IXi3pIAD","POS",2021-02-23,"No","003B000000IXi3pIAD","Q4Data86 Trail86","NTO Insider","New York","USA","003B000000IXi3pIAD","Q4Data86 Trail86","NY","Active","4.6-9 months","Individual",,,"IndivAiK_347","0lpB0000000PBdwIAG",,,,"2020-10-18T00:00:00.000Z","2021-04-03T00:00:00.000Z",TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Based on Past Activities or Tier",2021-07-16,"0lyB0000000RJLsIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data87 Trail87",,,,"0lMB0000000RIJvMAO",,,,,"Q4Data87 Trail87","003B000000IXi3qIAD","CallCenter",2021-07-16,"No","003B000000IXi3qIAD","Q4Data87 Trail87","NTO Insider","New York","USA","003B000000IXi3qIAD","Q4Data87 Trail87","NY","Active","3.3-6 months","Individual",,,"IndivAiK_348","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"VIP Member",2021-07-16,"0lyB0000000RJLtIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data87 Trail87",,,,"0lMB0000000RIJvMAO",,,,,"Q4Data87 Trail87","003B000000IXi3qIAD","CallCenter",2021-07-16,"No","003B000000IXi3qIAD","Q4Data87 Trail87","NTO Insider","New York","USA","003B000000IXi3qIAD","Q4Data87 Trail87","NY","Active","3.3-6 months","Individual",,,"IndivAiK_348","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"Resolve Tier Conflict",2021-05-07,"0lyB0000000RJLuIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data88 Trail88",,,,"0lMB0000000RIJwMAO",,,,,"Q4Data88 Trail88","003B000000IXi3rIAD","Social",2021-05-07,"No","003B000000IXi3rIAD","Q4Data88 Trail88","NTO Insider","San Francisco","USA","003B000000IXi3rIAD","Q4Data88 Trail88","CA","Active","3.3-6 months","Individual",,,"IndivAiK_349","0lpB0000000PBdwIAG",,,,,,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
"Based on Past Activities or Tier",2021-05-07,"0lyB0000000RJLvIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data88 Trail88",,,,"0lMB0000000RIJwMAO",,,,,"Q4Data88 Trail88","003B000000IXi3rIAD","Social",2021-05-07,"No","003B000000IXi3rIAD","Q4Data88 Trail88","NTO Insider","San Francisco","USA","003B000000IXi3rIAD","Q4Data88 Trail88","CA","Active","3.3-6 months","Individual",,,"IndivAiK_349","0lpB0000000PBdwIAG",,,,,,TRUE,"Status Tier Group","Silver",1,"0ltB0000000PBbqIAG","0lgB0000000TNJCIA4","Silver",,,2021-11-01
"VIP Member",2020-11-12,"0lyB0000000RJLwIAO",FALSE,"Points","Number of Transactions",,,,"Q4Data89 Trail89",,,,"0lMB0000000RIJxMAO",,,,,"Q4Data89 Trail89","003B000000IXi3sIAD","Email",2020-11-12,"No","003B000000IXi3sIAD","Q4Data89 Trail89","NTO Insider","New Jersey","USA","003B000000IXi3sIAD","Q4Data89 Trail89","NJ","Active","5.9-12 months","Individual",,,"IndivAiK_350","0lpB0000000PBdwIAG",,,,"2020-07-17T00:00:00.000Z",,FALSE,"Lifetime","Premium",1,"0ltB0000000PBbvIAG","0lgB0000000TNJHIA4","Premium",,,2021-11-01
