"UserName","LastProcessedDate","Photo","Manager","CloseDate","Role","UserExternalId","QuotaAttainment","Quota","PipelineForecast","ClosedWonForecast","ClosedWon","CommitForecast"
"James Wu","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37d/T","Acme Dispatcher","2022-02-06","Omega, Inc. Customer User","User.024",95,200000,257416,193633,183951,335427
"Kasey Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36T/T","Wanda Wilson","2023-01-03","Central Sales","User.015",70,300000,387118,342553,239787,411700
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-10-27","Meridian Partners Partner User","User.034",40,500000,620872,684105,273642,422203
"Richard Hayden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","Michelle Chung","2022-05-25","West CSM","W_User.M.18",60,500000,614172,514922,308953,414313
"Andrea Bowden","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37e/T","Acme Dispatcher","2022-09-16","Displaytech Customer User","User.028",55,200000,226265,225498,124024,197879
"Ely East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36e/T","Dustin Good","2022-12-24","East Sales","User.020",70,400000,445650,453623,317536,539075
"Karen Perez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIe/T","John Smith","2022-08-05","East CSR","W_User.12",85,200000,236419,205273,174482,317990
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-06-20","RVP East","User.012",60,300000,339420,302290,181374,240723
"Jennifer Lee","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJN/T","Michelle Chung","2022-04-05","West CSR","W_User.4",105,400000,488929,399459,419432,772084
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-01-09","East CSR","W_User.14",108,400000,498974,406869,439419,798760
"Jay Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36m/T","Acme Dispatcher","2022-12-03","Customer Service Manager","User.030",55,500000,635529,607436,334090,544660
"Andrea Admin","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36j/T","Acme Dispatcher","2022-03-26","Director of Human Resources","User.005",80,400000,462617,425394,340315,605508
"Ted Training","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c381/T","Acme Dispatcher","2022-07-04","Team Lead","User.057",80,200000,224926,216041,172833,307433
"William Martinez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIy/T","Ely East","2022-02-15","East CSR","W_User.16",95,300000,343090,304055,288852,528416
"Cindy Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36V/T","Wanda Wilson","2022-06-18","Central Sales","User.016",85,300000,389175,325705,276849,487470
"Jonathan Perkins","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIj/T","John Smith","2022-07-18","East CSR","W_User.15",55,500000,589468,597667,328717,540322
"Wanda Wilson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHS2/T",,"2022-12-18","CEO","User.001",40,500000,563201,721195,288478,445004
"Gordon Reeves","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36u/T","Acme Dispatcher","2022-05-04","Business Development Director","User.003",60,500000,568797,544113,326468,366297
"Chet Callaghan","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c378/T","Elliot Executive","2022-09-23","Director of Channel Sales","User.002",80,500000,638574,549530,439624,783515
"Sarah Phillips","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37w/T","Acme Dispatcher","2022-01-30","Acme Partners Partner Executive","User.053",40,500000,636464,748148,299259,463644
"Wes Chopra","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38W/T","Acme Dispatcher","2022-03-02","Green Fields Media Customer User","User.112",108,200000,221545,210964,227841,420026
"Jamie Green","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36U/T","Acme Dispatcher","2022-03-15","Summit Resellers Partner User","User.033",105,200000,258186,198024,207925,378911
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-11-05","Acme Partners Partner User","User.119",70,300000,341445,347953,243567,410085
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2022-08-07","CEO","User.068",90,400000,445628,410471,369424,669151
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-04-27","Central CSR","W_User.10",85,200000,241991,204052,173444,307947
"Chris Plus","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37l/T","Acme Dispatcher","2022-10-30","Team Lead","User.044",90,200000,221715,206016,185414,337325
"Steven Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37Z/T","Acme Dispatcher","2022-12-24","VP of Customer Service","User.018",60,300000,362770,344522,206713,210390
"Kimberly Nixon","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIK/T","Wanda Wilson","2022-11-21","Central CSR","W_User.7",60,200000,227053,222067,133240,141750
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-07-27","AUser Customer Person Account","User.056",95,500000,552667,491786,467197,855128
"Olivia Order","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37D/T","Wanda Wilson","2022-02-07","Central Sales","User.058",40,300000,359661,424768,169907,255663
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-10-28","Omega, Inc. Customer Manager","User.075",55,500000,564514,605535,333044,518547
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-09-13","West CSR","W_User.3",60,300000,377206,310353,186212,254435
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-06-24","Director of Human Resources","User.168",70,400000,452580,465200,325640,560900
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-04-12","RVP West","User.011",55,500000,610809,559242,307583,499035
"Neil Patel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37q/T","Acme Dispatcher","2022-08-10","Social Media Manager","User.065",90,200000,237227,204923,184431,333530
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-05-20","Acme Partners Partner Manager","User.116",40,300000,375813,390880,156352,238002
"Mark Watson","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Y/T",,"2022-03-06","CEO","User.102",105,500000,569620,493681,518365,955345
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-01-30","Advanced Communications Customer User","User.100",40,200000,254258,267170,106868,164495
"Miguel Jensen","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIt/T","John Smith","2022-01-26","East CSR","W_User.13",80,500000,639831,543899,435119,778129
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-09-14","CEO","User.166",55,200000,256752,245458,135002,211159
"Sean Silver","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36W/T","Acme Dispatcher","2022-12-13","Pinnacle Partners Partner User","User.035",95,300000,349724,289899,275404,503940
"Bill West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36h/T","Acme Dispatcher","2022-11-20","West Sales","User.021",85,200000,236919,200608,170517,315130
"Courtney Bennett","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIZ/T","Wanda Wilson","2022-10-28","Central CSR","W_User.8",80,300000,365205,333361,266689,472413
"Richard Elliott","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ3/T","John Smith","2022-07-13","East CSR","W_User.17",108,500000,586263,512604,553612,1003306
"Ted Data","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36t/T","Acme Dispatcher","2022-06-08","Director of Finance","User.006",55,400000,486797,494522,271987,428159
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Paul Partner","2022-03-25","Acme Partners Partner Manager","User.116",40,500000,635944,633770,253508,397033
"Quentin Engineer","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37b/T","Acme Dispatcher","2022-02-22","Director of Engineering","User.023",60,300000,347779,331890,199134,241689
"Andrea Admin","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36j/T","Acme Dispatcher","2022-08-28","Director of Human Resources","User.005",108,200000,225691,209392,226143,408936
"Yvette Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37H/T","Acme Dispatcher","2022-05-13","Acme Partners Partner User","User.118",105,500000,629142,486929,511275,931888
"Tammy Brooks","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJD/T","Jennifer Lee","2022-05-03","West CSR","W_User.5",70,400000,499280,455726,319008,545572
"Social Hub","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c380/T",,"2022-01-18","CEO","User.068",40,200000,256864,278890,111556,178165
"Barry Brown","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36g/T","Acme Dispatcher","2022-08-04","Meridian Partners Partner User","User.034",55,400000,449068,463153,254734,414895
"Steve Ishikawa","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37g/T","Acme Dispatcher","2022-03-11","Vand Enterprises, Inc. Customer User","User.036",85,300000,377321,317667,270017,496862
"Gordon Reeves","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36u/T","Acme Dispatcher","2022-07-27","Business Development Director","User.003",60,200000,247324,220540,132324,157175
"Dustin Good","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIo/T","John Smith","2022-09-16","East CSR","W_User.14",60,400000,444125,406930,244158,280565
"Helen Roberts","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38Z/T","Acme Dispatcher","2022-07-01","Director of Human Resources","User.168",90,500000,641130,512162,460946,844644
"Samantha Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38b/T",,"2022-05-16","CEO","User.166",95,400000,511205,398180,378271,697252
"Mark Metz","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37h/T","Acme Dispatcher","2022-11-28","Advanced Communications Customer User","User.100",55,200000,221547,223629,122996,193972
"Vance Channel","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36f/T","Acme Dispatcher","2022-04-09","Director of Channel Sales","User.037",60,500000,603054,540045,324027,385337
"Tammy Baxter","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37z/T","Acme Dispatcher","2022-10-19","AUser Customer Person Account","User.056",108,400000,489546,406032,438515,805988
"Joseph Hartman","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/005/T","John Smith","2022-02-21","East CSM","W_User.M.19",105,300000,333267,296067,310870,561356
"Michelle Chung","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38X/T",,"2023-01-02","CEO","User.165",85,300000,388437,320094,272080,493638
"John Smith","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38R/T",,"2022-05-28","CEO","User.163",40,500000,576103,627755,251102,386944
"Xavier Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37G/T","Acme Dispatcher","2022-07-03","Acme Partners Partner User","User.117",90,500000,631895,511807,460626,840660
"Taylor Gonzalez","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIU/T","Cindy Central","2022-09-14","Central CSR","W_User.11",60,200000,235069,228467,137080,164147
"Ted Data","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36t/T","Acme Dispatcher","2022-02-22","Director of Finance","User.006",70,400000,453948,459359,321551,532228
"Richard Elliott","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ3/T","John Smith","2022-04-21","East CSR","W_User.17",80,400000,503948,449126,359301,633307
"Wendy West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Z/T","Jennifer Lee","2022-03-08","West Sales","User.022",55,200000,245241,252640,138952,220121
"Valerie East","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36Y/T","Ely East","2022-10-08","RVP East","User.012",95,300000,378123,300489,285465,514923
"Mark Kingston","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37f/T","Acme Dispatcher","2022-12-06","Omega, Inc. Customer Executive","User.026",55,500000,586095,572911,315101,493045
"Cindy Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36V/T","Wanda Wilson","2022-01-30","Central Sales","User.016",85,300000,386717,321112,272945,482777
"Linda Service","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36n/T","Acme Dispatcher","2022-08-09","Customer Service Agent","User.032",60,400000,448352,442363,265418,296199
"Vanessa Central","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36c/T","Cindy Central","2022-11-10","RVP Central","User.000",80,500000,567075,543763,435010,769285
"Julia Holland","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHIF/T","Wanda Wilson","2022-07-10","Central CSR","W_User.6",90,400000,447511,407950,367155,675298
"Lauren Bailey","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37v/T","Acme Dispatcher","2022-08-27","Omega, Inc. Customer Manager","User.075",90,500000,582791,511120,460008,841288
"Bob Hodges","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c382/T","Acme Dispatcher","2022-06-24","Omega, Inc. Customer Executive","User.061",85,500000,648498,536035,455630,799641
"Daryl Distributor","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c38V/T","Acme Dispatcher","2022-07-26","Zenith Distributors Partner User","User.120",80,200000,230279,222986,178389,315312
"Acme Dispatcher","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37F/T","Wanda Wilson","2022-09-22","Central CSR","W_User.10",108,400000,456309,425645,459697,831431
"Vince West","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c36a/T","Jennifer Lee","2022-03-02","RVP West","User.011",70,400000,448984,477619,334333,572015
"Zach Acme","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000c37I/T","Acme Dispatcher","2022-01-20","Acme Partners Partner User","User.119",60,400000,518029,408467,245080,292312
"Jennifer Adams","2022-01-28","https://risetupdemoorg--c.documentforce.com/profilephoto/729B0000000FHJ8/T","Michelle Chung","2022-10-06","West CSR","W_User.3",55,400000,443410,445838,245211,385060
