"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL"
"Mark Garet","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-13","High","2019-08-13","San Francisco","Completed","-","Manager","Call","0011U00000KuFfoQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-13","Other","20190829135125753975","Balanced Growth","Prospecting","Call","Coby Maddox","Experienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Discussion","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-12","High","2018-04-25","San Francisco","Completed","-","Manager","Call","0011U00000KuFfqQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-12","Call","20190829135125753975","Growth","Service","Call","Alexandra West","Moderately Experienced","2019-08-29","Millennials","Brenda Banker","1. Less than 50k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-15","High","2018-06-22","Florida","Completed","-","Manager","Call","0011U00000KuFfrQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-15","Other","20190829135125753975","Growth","Client Retention","Call","Ishmael Castro","Moderately Experienced","2019-08-29","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Summit","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-18","High","2019-06-29","San Francisco","Completed","-","Manager","Call","0011U00000KuFfsQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-18","Meeting","20190829135125753975","Balanced Growth","Prospecting","Call","Alice Bauer","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Lunch Meeting","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-24","High","2018-06-27","San Francisco","Completed","-","Manager","Call","0011U00000KuFfuQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-24","Email","20190829135125753975","Aggressive Growth","Onboarding","Call","Kamal Houston","Inexperienced","2019-08-29","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Discussion","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-07-31","High","2018-03-20","Chicago","Completed","-","Manager","Call","0011U00000KuFfwQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-07-31","Email","20190829135125753975","Aggressive Growth","Client Retention","Call","Abra Waters","Inexperienced","2019-08-29","Mass Market","Allen Advisor","1. Less than 50k","Event","Discussion","allen.advisor@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-05","High","2018-03-19","New York","Completed","-","Manager","Call","0011U00000KuFfxQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-05","Other","20190829135125753975","Growth","Service","Call","Imogene Rodriquez","Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","2. Between 50k and 250k","Event","Lunch Meeting","mark.garet@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Household","Customer","FL","2019-08-08","High","2018-10-13","Florida","Completed","-","Manager","Call","0011U00000KuFfyQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-08","Email","20190829135125753975","Aggressive Growth","Prospecting","Call","Griffin Gross","Experienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-06","High","2019-06-11","San Francisco","Completed","-","Manager","Call","0011U00000KuFfzQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-06","Email","20190829135125753975","Growth","Client Retention","Call","Otto Baird","Moderately Experienced","2019-08-29","Mass Market","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-08","High","2018-05-07","Florida","Completed","-","Manager","Call","0011U00000KuFg0QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-08","Meeting","20190829135125753975","Income","Service","Call","James Malone","Moderately Experienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Lunch Meeting","ryan.dobson@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-11","High","2019-03-01","New York","Completed","-","Manager","Call","0011U00000KuFg2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-11","Meeting","20190829135125753975","Growth","Service","Call","Deirdre West","Experienced","2019-08-29","Millennials","Mark Garet","2. Between 50k and 250k","Event","Sync Up","mark.garet@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-25","High","2018-07-24","Florida","Completed","-","Manager","Call","0011U00000KuFg5QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-25","Meeting","20190829135125753975","Income","Prospecting","Call","Theodore Mcgowan","Moderately Experienced","2019-08-29","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Discussion","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-02","High","2019-07-05","San Francisco","Completed","-","Manager","Call","0011U00000KuFg6QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-02","Other","20190829135125753975","Income","Onboarding","Call","Anika Bright","Moderately Inexperienced","2019-08-29","Millennials","Brenda Banker","2. Between 50k and 250k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Household","Customer","IL","2019-08-01","High","2019-07-29","Chicago","Completed","-","Manager","Call","0011U00000KuFg7QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-01","Other","20190829135125753975","Growth","Onboarding","Call","Daquan Scott","Moderately Inexperienced","2019-08-29","High Net Worth Families","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2019-08-27","High","2019-01-17","New York","Completed","-","Manager","Call","0011U00000KuFg8QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-27","Email","20190829135125753975","Growth","Service","Call","Denise Middleton","Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","1. Less than 50k","Event","Send Birthday Gift","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-06","High","2019-03-21","New York","Completed","-","Manager","Call","0011U00000KuFg9QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-06","Email","20190829135125753975","Aggressive Growth","Service","Call","Dorothy Keith","Moderately Experienced","2019-08-29","Affluent Professionals","Mark Garet","1. Less than 50k","Event","Quarterly Earnings Summary","mark.garet@example.com"
"Allen Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-17","High","2019-06-21","New York","Completed","-","Manager","Call","0011U00000KuFgBQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-17","Meeting","20190829135125753975","Income","Client Retention","Call","Daniel Mcdaniel","Moderately Inexperienced","2019-08-29","Affluent Professionals","Mark Garet","1. Less than 50k","Event","Evaluate Refinancing Loan","mark.garet@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Household","Customer","CA","2019-08-21","High","2018-04-11","San Francisco","Completed","-","Manager","Call","0011U00000KuFgCQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-21","Meeting","20190829135125753975","Aggressive Growth","Service","Call","Macy Stephens","Experienced","2019-08-29","Affluent Professionals","Brenda Banker","2. Between 50k and 250k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-03","High","2018-09-12","Chicago","Completed","-","Manager","Call","0011U00000KuFgDQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-03","Other","20190829135125753975","Growth","Prospecting","Call","Kessie Moon","Experienced","2019-08-29","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com"
"Brenda Banker","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-21","High","2019-05-21","Florida","Completed","-","Manager","Call","0011U00000KuFgEQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-21","Call","20190829135125753975","Balanced Growth","Onboarding","Call","Duncan Farrell","Moderately Inexperienced","2019-08-29","High Net Worth Families","Chelsea Advisor","1. Less than 50k","Event","Lunch Meeting","ryan.dobson@example.com"
"Brenda Banker","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-15","High","2018-07-20","Chicago","Completed","-","Manager","Call","0011U00000KuFgGQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-15","Other","20190829135125753975","Balanced Growth","Prospecting","Call","Piper Gross","Experienced","2019-08-29","Mass Market","Allen Advisor","1. Less than 50k","Event","Summit","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-25","High","2018-10-12","Chicago","Completed","-","Manager","Call","0011U00000KuFgIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-25","Other","20190829135125753975","Income","Onboarding","Call","Vernon Hudson","Inexperienced","2019-08-29","Affluent Professionals","Allen Advisor","1. Less than 50k","Event","Lunch Meeting","allen.advisor@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-14","High","2019-03-26","Florida","Completed","-","Manager","Call","0011U00000KuFgJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-14","Other","20190829135125753975","Balanced Growth","Prospecting","Call","Perry Kirkland","Experienced","2019-08-29","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Person Account","Customer","IL","2019-08-28","High","2019-01-12","Chicago","Completed","-","Manager","Call","0011U00000KuFgLQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-28","Other","20190829135125753975","Aggressive Growth","Prospecting","Call","Sierra Ryan","Experienced","2019-08-29","High Net Worth Families","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com"
"Allen Advisor","true","0051U000005JQyrQAG","Individual","Customer","IL","2019-08-04","High","2018-06-29","Chicago","Completed","-","Manager","Call","0011U00000KuFgOQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-04","Meeting","20190829135125753975","Balanced Growth","Service","Call","Carter Weber","Moderately Experienced","2019-08-29","Retired","Allen Advisor","2. Between 50k and 250k","Event","Discussion","allen.advisor@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2019-08-27","High","2019-05-21","Florida","Completed","-","Manager","Call","0011U00000KuFgPQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-27","Email","20190829135125753975","Income","Client Retention","Call","Chloe Roach","Inexperienced","2019-08-29","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Send Birthday Gift","ryan.dobson@example.com"
"Mark Garet","true","0051U000005KhW6QAK","Individual","Customer","NY","2019-08-26","High","2018-11-11","New York","Completed","-","Manager","Call","0011U00000KuFgQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-26","Email","20190829135125753975","Growth","Client Retention","Call","Noble Bowen","Inexperienced","2019-08-29","Millennials","Mark Garet","1. Less than 50k","Event","Discussion","mark.garet@example.com"
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-07","High","2018-04-25","Florida","Completed","-","Manager","Call","0011U00000KuFgTQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-07","Call","20190829135125753975","Balanced Growth","Client Retention","Call","Keegan Chang","Inexperienced","2019-08-29","Affluent Professionals","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-19","High","2019-06-12","New York","Completed","-","Manager","Call","0011U00000KuFgUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-19","Email","20190829135125753975","Growth","Client Retention","Call","Orson Spencer","Moderately Experienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Sync Up","mark.garet@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-17","High","2018-04-12","San Francisco","Completed","-","Manager","Call","0011U00000KuFgXQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Other","20190829135125753975","Aggressive Growth","Onboarding","Call","Timothy Sargent","Moderately Inexperienced","2019-08-29","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Send Birthday Gift","sunil.dixit@example.com"
"Chelsea Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2019-08-23","High","2018-09-08","San Francisco","Completed","-","Manager","Call","0011U00000KuFgYQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-23","Email","20190829135125753975","Income","Onboarding","Call","Shafira Mcguire","Inexperienced","2019-08-29","High Net Worth Families","Brenda Banker","1. Less than 50k","Event","Quarterly Earnings Summary","sunil.dixit@example.com"
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2019-08-03","High","2019-06-04","San Francisco","Completed","-","Manager","Call","0011U00000KuFgaQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-03","Email","20190829135125753975","Growth","Onboarding","Call","Alvin England","Moderately Experienced","2019-08-29","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com"
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2019-08-14","High","2018-07-06","Florida","Completed","-","Manager","Call","0011U00000KuFgbQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-14","Call","20190829135125753975","Income","Service","Call","Mercedes Wilcox","Inexperienced","2019-08-29","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com"
"Chelsea Advisor","true","0051U000005KhW6QAK","Person Account","Customer","NY","2019-08-06","High","2018-05-29","New York","Completed","-","Manager","Call","0011U00000KuFgdQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-06","Call","20190829135125753975","Aggressive Growth","Service","Call","Sybil Bush","Moderately Experienced","2019-08-29","Retired","Mark Garet","1. Less than 50k","Event","Evaluate Refinancing Loan","mark.garet@example.com"
