"OWNERUNIQUEUSERNAME","OWNERID","PRIMARYCONTACTGENDER","OWNERSTATE","AGEBUCKET","SERVICEMODEL","INVESTMENTOBJECTIVES","CREATEDDATE","OWNERCITY","STATUS","MARKETINGSEGMENT","RELATIONSHIPSTARTDATE","RECORDTYPENAME","OWNERROLENAME","BALANCEBUCKET","BILLINGSTREET","OWNERSMALLPHOTOURL","ID","INVESTMENTEXPERIENCE","BILLINGCITY","ANALYTICSDEMO_BATCH_ID_C","BILLINGSTATE","CLIENTCATEGORYCUSTOM","LastProcessedDate","LASTINTERACTION","NEXTREVIEW","PRIMARYCONTACTEMAIL","OWNERNAME","NAME","BILLINGCOUNTRY","RATING","YEARSSINCECLIENTBUCKET","CUSTOMERSEGMENT","OWNEREMAIL","OWNERSHIP","YEARSTARTED","PRIMARYCONTACTAGE","DAYSSINCELASTINTERACTION","YEARSSINCECLIENT","PRIMARYCONTACTANNUALINCOME"
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","4. 50-69","Tier 2","Balanced Growth","2019-02-18","Florida","Active","Affluent Professionals","2011-05-09","Household","Manager","1. Less than 50k","13204 Oliver Valleys","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFeXQAV","Moderately Inexperienced","North Jason","20190823114923194298","CA","5 - Standard","2019-10-07","2019-08-15","2018-05-29","user-455@fsc-demo.com","Chelsea Advisor","Lance Lott","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1880,58,8,2016,243029
"Mark Garet","0051U000005KhW6QAK","Female","NY","5. > 69","Tier 3","Balanced Growth","2019-03-01","New York","Active","Millennials","2016-10-10","Person Account","Manager","2. Between 50k and 250k","49358 Susan Throughway","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFeYQAV","Experienced","Port Jacobport","20190823114923194298","CA","2 - Gold","2019-10-07","2019-08-06","2018-06-13","user-456@fsc-demo.com","Mark Garet","Angelica Marsh","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Private",1985,75,16,2017,214437
"Brenda Banker","0051U000005L4E9QAK","Female","CA","3. 30-49","Tier 1","Growth","2019-05-05","San Francisco","Active","Millennials","2012-03-04","Person Account","Manager","2. Between 50k and 250k","6543 Regina Landing","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFeZQAV","Moderately Inexperienced","South Connor","20190823114923194298","NY","2 - Gold","2019-10-07","2019-07-15","2018-09-06","user-457@fsc-demo.com","Brenda Banker","Deborah Dorsey","USA","Warm","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Other",1961,38,38,2014,211649
"Mark Garet","0051U000005KhW6QAK","Male","NY","2. 18-29","Tier 2","Income","2018-10-29","New York","Onboarding","Affluent Professionals","2015-05-19","Person Account","Manager","1. Less than 50k","554 Jacob Point","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFeaQAF","Experienced","Port Nicole","20190823114923194298","CA","2 - Gold","2019-10-07","2018-11-16","2018-08-04","user-458@fsc-demo.com","Mark Garet","Tiger Mercer","USA","Cool","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1970,22,280,2017,239293
"Mark Garet","0051U000005KhW6QAK","Female","NY","4. 50-69","Tier 1","Growth","2018-07-06","New York","Active","Affluent Professionals","2016-09-12","Individual","Manager","2. Between 50k and 250k","9480 Karen Lake","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFebQAF","Moderately Experienced","Lake Betty","20190823114923194298","CA","3 - Silver","2019-10-07","2018-07-16","2019-01-23","user-459@fsc-demo.com","Mark Garet","Kenyon Romero","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1904,51,403,2018,55684
"Brenda Banker","0051U000005L4E9QAK","Female","CA","4. 50-69","Tier 1","Balanced Growth","2018-09-17","San Francisco","Active","High Net Worth Families","2010-08-20","Person Account","Manager","1. Less than 50k","43334 John Plaza","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFecQAF","Inexperienced","North Deanna","20190823114923194298","NY","2 - Gold","2019-10-07","2019-04-09","2018-09-06","user-460@fsc-demo.com","Brenda Banker","Astra Rosales","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Other",1987,57,135,2014,204780
"Brenda Banker","0051U000005L4E9QAK","Male","CA","4. 50-69","Tier 2","Aggressive Growth","2018-07-03","San Francisco","Active","Mass Market","2018-08-16","Household","Manager","2. Between 50k and 250k","9887 Angela Trafficway","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFedQAF","Moderately Inexperienced","Jonathanborough","20190823114923194298","TX","1 - Platinum","2019-10-07","2019-05-28","2019-02-26","user-461@fsc-demo.com","Brenda Banker","Kirby Reyes","USA","Hot","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Private",1915,58,86,2019,210233
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 1","Aggressive Growth","2018-10-23","Florida","Active","Affluent Professionals","2015-05-26","Person Account","Manager","2. Between 50k and 250k","6333 Christopher Hollow","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFeeQAF","Moderately Experienced","Port Reginaside","20190823114923194298","CA","1 - Platinum","2019-10-07","2018-11-15","2018-05-22","user-462@fsc-demo.com","Chelsea Advisor","Heather Beach","USA","Cool","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1972,32,281,2017,200962
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 2","Aggressive Growth","2019-07-17","Chicago","Onboarding","Mass Market","2017-09-12","Person Account","Manager","1. Less than 50k","586 Ross Extension","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFefQAF","Experienced","Christensenton","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-08-07","2019-08-17","user-463@fsc-demo.com","Allen Advisor","Jaime Manning","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",2001,41,16,2019,244053
"Allen Advisor","0051U000005JQyrQAG","Female","IL","5. > 69","Tier 1","Growth","2018-11-08","Chicago","Active","Retired","2016-01-23","Person Account","Manager","1. Less than 50k","189 Colleen Key","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFegQAF","Moderately Experienced","South Christopherberg","20190823114923194298","CA","5 - Standard","2019-10-07","2019-02-11","2018-07-29","user-464@fsc-demo.com","Allen Advisor","Daquan Flynn","USA","Cool","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1901,75,193,2016,109278
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 1","Balanced Growth","2018-04-04","Florida","Active","High Net Worth Families","2012-03-21","Person Account","Manager","2. Between 50k and 250k","36475 Jackson Tunnel","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFehQAF","Moderately Inexperienced","Garciaville","20190823114923194298","CA","1 - Platinum","2019-10-07","2019-08-19","2019-03-23","user-465@fsc-demo.com","Chelsea Advisor","Clio Floyd","USA","Cool","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Subsidiary",1897,42,4,2013,228708
"Allen Advisor","0051U000005JQyrQAG","Female","IL","3. 30-49","Tier 2","Income","2019-02-01","Chicago","Active","Millennials","2016-11-25","Person Account","Manager","2. Between 50k and 250k","511 Joseph Route","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFeiQAF","Experienced","New Robert","20190823114923194298","NY","5 - Standard","2019-10-07","2019-02-12","2019-03-17","user-466@fsc-demo.com","Allen Advisor","Nora Kaufman","USA","Warm","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Other",2008,39,192,2017,102060
"Mark Garet","0051U000005KhW6QAK","Male","NY","5. > 69","Tier 3","Aggressive Growth","2019-04-22","New York","Active","High Net Worth Families","2015-11-11","Person Account","Manager","1. Less than 50k","7803 Brooke Glen","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFejQAF","Moderately Experienced","Jacobschester","20190823114923194298","NY","3 - Silver","2019-10-07","2019-05-22","2018-07-18","user-467@fsc-demo.com","Mark Garet","Kimberley Mann","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1949,71,92,2018,70263
"Allen Advisor","0051U000005JQyrQAG","Female","IL","4. 50-69","Tier 1","Growth","2018-11-17","Chicago","Onboarding","Millennials","2014-03-14","Person Account","Manager","2. Between 50k and 250k","39399 Tiffany Manors","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFekQAF","Moderately Experienced","Parkermouth","20190823114923194298","CA","5 - Standard","2019-10-07","2018-12-20","2018-04-26","user-468@fsc-demo.com","Allen Advisor","Sylvia Mann","USA","Cool","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Other",1957,69,246,2017,88132
"Mark Garet","0051U000005KhW6QAK","Female","NY","3. 30-49","Tier 1","Balanced Growth","2019-06-19","New York","Active","Millennials","2019-06-27","Individual","Manager","1. Less than 50k","6315 Robert Ridge","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFelQAF","Moderately Experienced","Kristophertown","20190823114923194298","CA","5 - Standard","2019-10-07","2019-08-06","2018-03-16","user-469@fsc-demo.com","Mark Garet","Ashely Strong","USA","Cool","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Private",1892,49,17,2019,68661
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","3. 30-49","Tier 1","Balanced Growth","2018-04-27","Florida","Prospect","Affluent Professionals","2016-11-16","Person Account","Manager","2. Between 50k and 250k","7376 Scott Lights","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFemQAF","Inexperienced","North Ryan","20190823114923194298","NY","2 - Gold","2019-10-07","2018-05-20","2018-03-30","user-470@fsc-demo.com","Chelsea Advisor","Stacey Jackson","USA","Hot","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Other",1960,42,460,2018,94614
"Allen Advisor","0051U000005JQyrQAG","Female","IL","5. > 69","Tier 1","Balanced Growth","2018-04-28","Chicago","Active","Mass Market","2014-05-20","Individual","Manager","1. Less than 50k","2393 Anthony Plain","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFenQAF","Inexperienced","Schultzchester","20190823114923194298","NY","3 - Silver","2019-10-07","2018-11-25","2019-03-05","user-471@fsc-demo.com","Allen Advisor","Vincent Noel","USA","Hot","6. Greater than 15Y","Mass Affluent","allen.advisor@example.com","Private",1885,70,270,2016,95804
"Brenda Banker","0051U000005L4E9QAK","Male","CA","3. 30-49","Tier 3","Income","2018-05-26","San Francisco","Active","Millennials","2012-01-05","Person Account","Manager","2. Between 50k and 250k","986 Watkins Wells","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFeoQAF","Experienced","Murphyland","20190823114923194298","FL","3 - Silver","2019-10-07","2019-08-07","2018-03-11","user-472@fsc-demo.com","Brenda Banker","Benjamin Mckinney","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Other",2009,36,15,2017,135900
"Mark Garet","0051U000005KhW6QAK","Male","NY","2. 18-29","Tier 2","Income","2019-06-21","New York","Active","High Net Worth Families","2010-06-19","Individual","Manager","2. Between 50k and 250k","4886 Hill Field","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFepQAF","Moderately Experienced","South Alexismouth","20190823114923194298","PA","5 - Standard","2019-10-07","2019-08-04","2019-01-28","user-473@fsc-demo.com","Mark Garet","Kevin Wyatt","USA","Warm","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Other",1923,25,18,2010,222395
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","2. 18-29","Tier 2","Aggressive Growth","2018-10-24","Florida","Onboarding","High Net Worth Families","2018-12-25","Person Account","Manager","2. Between 50k and 250k","2712 Barbara Isle","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFeqQAF","Experienced","Brianport","20190823114923194298","IL","2 - Gold","2019-10-07","2019-08-02","2019-06-15","user-474@fsc-demo.com","Chelsea Advisor","Alea White","USA","Hot","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Public",1941,23,20,2019,174148
"Brenda Banker","0051U000005L4E9QAK","Female","CA","2. 18-29","Tier 1","Income","2019-02-15","San Francisco","Onboarding","Millennials","2017-03-30","Person Account","Manager","1. Less than 50k","6298 Erin Courts","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFerQAF","Experienced","West Audrey","20190823114923194298","CA","5 - Standard","2019-10-07","2019-05-25","2019-03-23","user-475@fsc-demo.com","Brenda Banker","Hunter Harmon","USA","Warm","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Other",1910,19,89,2017,122341
"Mark Garet","0051U000005KhW6QAK","Male","NY","3. 30-49","Tier 3","Income","2019-08-12","New York","Onboarding","Retired","2018-03-16","Person Account","Manager","1. Less than 50k","8014 Trevor Island","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFesQAF","Experienced","Guerraside","20190823114923194298","NY","2 - Gold","2019-10-07","2019-08-20","2018-05-02","user-476@fsc-demo.com","Mark Garet","Kamal Cruz","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Private",1931,38,3,2018,135701
"Brenda Banker","0051U000005L4E9QAK","Male","CA","4. 50-69","Tier 3","Growth","2018-03-12","San Francisco","Prospect","Mass Market","2010-02-15","Individual","Manager","2. Between 50k and 250k","447 Robertson Village","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFetQAF","Inexperienced","Davisshire","20190823114923194298","CA","3 - Silver","2019-10-07","2018-05-14","2018-05-23","user-477@fsc-demo.com","Brenda Banker","Xander Ballard","USA","Warm","6. Greater than 15Y","Mass Affluent","sunil.dixit@example.com","Other",1971,52,465,2016,121787
"Chelsea Advisor","0051U000005L6eJQAS","Male","FL","3. 30-49","Tier 1","Growth","2018-07-17","Florida","Onboarding","High Net Worth Families","2014-02-15","Household","Manager","1. Less than 50k","53129 Kayla Club","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFeuQAF","Moderately Experienced","Robertchester","20190823114923194298","NY","3 - Silver","2019-10-07","2019-07-04","2018-12-29","user-478@fsc-demo.com","Chelsea Advisor","Keegan Brady","USA","Hot","6. Greater than 15Y","Mass Affluent","ryan.dobson@example.com","Private",1903,37,50,2014,232909
"Allen Advisor","0051U000005JQyrQAG","Male","IL","4. 50-69","Tier 2","Income","2018-05-19","Chicago","Active","Affluent Professionals","2018-01-12","Person Account","Manager","2. Between 50k and 250k","11080 Lori Forge","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFevQAF","Experienced","Bergerburgh","20190823114923194298","NY","3 - Silver","2019-10-07","2019-05-08","2018-09-12","user-479@fsc-demo.com","Allen Advisor","Nichole Alexander","USA","Hot","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1907,58,106,2018,231205
"Allen Advisor","0051U000005JQyrQAG","Female","IL","4. 50-69","Tier 2","Income","2018-10-24","Chicago","Active","Millennials","2017-05-23","Individual","Manager","1. Less than 50k","438 Daniel Radial","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","0011U00000KuFewQAF","Moderately Experienced","West Jack","20190823114923194298","NY","2 - Gold","2019-10-07","2019-03-09","2019-06-10","user-480@fsc-demo.com","Allen Advisor","Abdul Beard","USA","Warm","6. Greater than 15Y","Long Term Growth","allen.advisor@example.com","Private",1990,68,167,2018,148613
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","4. 50-69","Tier 3","Income","2019-04-14","Florida","Active","Retired","2011-09-18","Household","Manager","2. Between 50k and 250k","2065 White Circles","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFexQAF","Moderately Inexperienced","North Brandontown","20190823114923194298","CA","3 - Silver","2019-10-07","2019-04-16","2019-07-26","user-481@fsc-demo.com","Chelsea Advisor","Hanae Harrell","USA","Cool","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Other",1891,50,128,2012,105291
"Chelsea Advisor","0051U000005L6eJQAS","Female","FL","2. 18-29","Tier 3","Aggressive Growth","2018-05-14","Florida","Active","Mass Market","2015-08-16","Person Account","Manager","1. Less than 50k","969 Nathan Well","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","0011U00000KuFeyQAF","Inexperienced","Mitchellborough","20190823114923194298","NY","3 - Silver","2019-10-07","2019-05-30","2019-07-24","user-482@fsc-demo.com","Chelsea Advisor","Iliana Ortiz","USA","Hot","6. Greater than 15Y","Long Term Growth","ryan.dobson@example.com","Private",1930,20,84,2016,90216
"Brenda Banker","0051U000005L4E9QAK","Female","CA","5. > 69","Tier 2","Aggressive Growth","2018-03-22","San Francisco","Active","Mass Market","2018-12-04","Person Account","Manager","1. Less than 50k","4154 Randy Locks","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","0011U00000KuFezQAF","Moderately Experienced","Kelliview","20190823114923194298","CA","2 - Gold","2019-10-07","2018-10-09","2018-03-05","user-483@fsc-demo.com","Brenda Banker","Myra Horton","USA","Cool","6. Greater than 15Y","Long Term Growth","sunil.dixit@example.com","Public",1968,72,317,2019,143267
"Mark Garet","0051U000005KhW6QAK","Female","NY","4. 50-69","Tier 1","Income","2018-12-30","New York","Onboarding","Millennials","2016-03-03","Household","Manager","1. Less than 50k","98172 Jacob Green","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFf0QAF","Moderately Inexperienced","East Eric","20190823114923194298","NY","2 - Gold","2019-10-07","2019-05-05","2019-01-16","user-484@fsc-demo.com","Mark Garet","Hop Reeves","USA","Hot","6. Greater than 15Y","Long Term Growth","mark.garet@example.com","Public",1961,59,110,2019,101433
"Mark Garet","0051U000005KhW6QAK","Male","NY","4. 50-69","Tier 1","Aggressive Growth","2018-07-20","New York","Onboarding","High Net Worth Families","2014-02-04","Person Account","Manager","1. Less than 50k","82918 Diaz Square","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","0011U00000KuFf1QAF","Inexperienced","Jasonfort","20190823114923194298","CA","2 - Gold","2019-10-07","2018-10-02","2018-03-23","user-485@fsc-demo.com","Mark Garet","Victor Merrill","USA","Cool","6. Greater than 15Y","Mass Affluent","mark.garet@example.com","Public",1962,57,325,2016,153209
