"FINANCIALACCOUNTNAME","ACCOUNTCLIENTCATEGORYCUSTOM","TRANSACTIONDATE","ACCOUNTSERVICEMODEL","HELDAWAY","FINANCIALACCOUNTID","ACCOUNTOWNERNAME","TRANSACTIONTYPE","ACCOUNTID","ACCOUNTYEARSSINCECLIENTBUCKET","ACCOUNTLASTINTERACTION","ACCOUNTAGEBUCKET","ANALYTICSDEMO_BATCH_ID_C","TRANSACTIONSTATUS","ACCOUNTINVESTMENTOBJECTIVES","ACCOUNTNAME","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","ACCOUNTBALANCEBUCKET","FEESTYPE","FINANCIALACCOUNTTYPE","ACCOUNTPRIMARYCONTACTGENDER","ACCOUNTBILLINGSTATE","BALANCEAMOUNT","FEES","AMOUNT"
"Odette Bolton Savings824","5 - Standard","2019-05-01","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-824","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees(Out of network)","Savings","Female","NY",0,1,800
"Odette Bolton Brokerage823","5 - Standard","2018-03-22","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-823","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Cashier's Check Fees","Brokerage","Female","NY",0,5,100
"Odette Bolton Brokerage823","5 - Standard","2018-06-20","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-823","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Brokerage","Female","NY",0,1,100
"Odette Bolton Brokerage823","5 - Standard","2019-01-01","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-823","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Additional Checks Fees","Brokerage","Female","NY",0,3,1000
"Odette Bolton Brokerage823","5 - Standard","2019-03-02","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-823","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Brokerage","Female","NY",0,1,500
"Odette Bolton Brokerage823","5 - Standard","2019-05-31","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-823","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Brokerage","Female","NY",0,5,1000
"Odette Bolton Brokerage823","5 - Standard","2019-06-30","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-823","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Brokerage","Female","NY",0,1,1000
"Odette Bolton Brokerage823","5 - Standard","2019-08-29","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-823","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Additional Checks Fees","Brokerage","Female","NY",0,3,800
"Odette Bolton Savings822","5 - Standard","2018-11-02","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-822","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Checking Account Fees","Savings","Female","NY",0,1,800
"Odette Bolton Savings822","5 - Standard","2018-11-17","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-822","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","A","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Additional Checks Fees","Savings","Female","NY",0,1,800
"Odette Bolton Savings822","5 - Standard","2019-05-31","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-822","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","Checking Account Fees","Savings","Female","NY",0,5,800
"Odette Bolton Savings822","5 - Standard","2019-07-15","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-822","Brenda Banker","Credit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees(Out of network)","Savings","Female","NY",0,3,800
"Odette Bolton Savings822","5 - Standard","2019-08-29","Tier 2",False,"FinAcct.0011U00000KuFdqQAF-822","Brenda Banker","Debit","0011U00000KuFdqQAF","6. Greater than 15Y","2019-08-24T10:17:49","3. 30-49","20190829100511427864","B","Growth","Odette Bolton","2019-10-07","Mass Market","1. Less than 50k","ATM Fees","Savings","Female","NY",0,3,500
"Gail Vance Mutual Fund821","5 - Standard","2018-04-06","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Debit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Female","CA",0,1,100
"Gail Vance Mutual Fund821","5 - Standard","2018-05-06","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Card replacement Fees","Mutual Fund","Female","CA",0,3,500
"Gail Vance Mutual Fund821","5 - Standard","2018-05-21","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Female","CA",0,1,800
"Gail Vance Mutual Fund821","5 - Standard","2018-08-19","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Debit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Female","CA",0,5,1000
"Gail Vance Mutual Fund821","5 - Standard","2018-09-18","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","A","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Additional Checks Fees","Mutual Fund","Female","CA",0,5,1000
"Gail Vance Mutual Fund821","5 - Standard","2018-12-02","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","A","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Card replacement Fees","Mutual Fund","Female","CA",0,5,1000
"Gail Vance Mutual Fund821","5 - Standard","2019-04-01","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Female","CA",0,3,800
"Gail Vance Mutual Fund821","5 - Standard","2019-07-15","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Debit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","A","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Debit Card Transaction Fees","Mutual Fund","Female","CA",0,5,500
"Gail Vance Mutual Fund821","5 - Standard","2019-07-30","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-821","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Female","CA",0,3,1000
"Gail Vance Mutual Fund820","5 - Standard","2018-03-22","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-820","Mark Garet","Debit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Female","CA",0,1,1000
"Gail Vance Mutual Fund820","5 - Standard","2018-08-19","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-820","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","ATM Fees","Mutual Fund","Female","CA",0,1,1000
"Gail Vance Mutual Fund820","5 - Standard","2018-10-18","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-820","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Debit Card Transaction Fees","Mutual Fund","Female","CA",0,1,1000
"Gail Vance Mutual Fund820","5 - Standard","2019-05-01","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-820","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","A","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Card replacement Fees","Mutual Fund","Female","CA",0,5,1000
"Gail Vance Mutual Fund820","5 - Standard","2019-05-31","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-820","Mark Garet","Debit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","Checking Account Fees","Mutual Fund","Female","CA",0,5,100
"Gail Vance Mutual Fund820","5 - Standard","2019-07-15","Tier 2",False,"FinAcct.0011U00000KuFdpQAF-820","Mark Garet","Credit","0011U00000KuFdpQAF","6. Greater than 15Y","2019-08-23T09:12:10","3. 30-49","20190829100511427864","B","Growth","Gail Vance","2019-10-07","Retired","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Female","CA",0,1,1000
"Zia Ashley Mutual Fund819","1 - Platinum","2018-11-14","Tier 2",True,"FinAcct.0011U00000KuFdoQAF-819","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees","Mutual Fund","Male","NY",0,1,1000
"Zia Ashley Mutual Fund819","1 - Platinum","2018-12-12","Tier 2",True,"FinAcct.0011U00000KuFdoQAF-819","Mark Garet","Debit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Card replacement Fees","Mutual Fund","Male","NY",0,3,500
"Zia Ashley Mutual Fund819","1 - Platinum","2019-04-03","Tier 2",True,"FinAcct.0011U00000KuFdoQAF-819","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Checking Account Fees","Mutual Fund","Male","NY",0,3,100
"Zia Ashley Mutual Fund819","1 - Platinum","2019-05-29","Tier 2",True,"FinAcct.0011U00000KuFdoQAF-819","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Male","NY",0,5,100
"Zia Ashley Mutual Fund818","1 - Platinum","2019-05-01","Tier 2",True,"FinAcct.0011U00000KuFdoQAF-818","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","B","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Card replacement Fees","Mutual Fund","Male","NY",0,1,100
"Zia Ashley Mutual Fund817","1 - Platinum","2018-04-06","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Debit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","B","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees","Mutual Fund","Male","NY",0,1,100
"Zia Ashley Mutual Fund817","1 - Platinum","2018-06-20","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","B","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Debit Card Transaction Fees","Mutual Fund","Male","NY",0,3,800
"Zia Ashley Mutual Fund817","1 - Platinum","2018-08-19","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Debit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Checking Account Fees","Mutual Fund","Male","NY",0,5,1000
"Zia Ashley Mutual Fund817","1 - Platinum","2018-09-03","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Debit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Debit Card Transaction Fees","Mutual Fund","Male","NY",0,1,500
"Zia Ashley Mutual Fund817","1 - Platinum","2018-12-17","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","B","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Male","NY",0,3,1000
"Zia Ashley Mutual Fund817","1 - Platinum","2019-01-31","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Debit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Male","NY",0,1,800
"Zia Ashley Mutual Fund817","1 - Platinum","2019-02-15","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Debit Card Transaction Fees","Mutual Fund","Male","NY",0,5,100
"Zia Ashley Mutual Fund817","1 - Platinum","2019-03-02","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Debit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","B","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Male","NY",0,1,100
"Zia Ashley Mutual Fund817","1 - Platinum","2019-07-30","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Male","NY",0,3,1000
"Zia Ashley Mutual Fund817","1 - Platinum","2019-08-29","Tier 2",False,"FinAcct.0011U00000KuFdoQAF-817","Mark Garet","Credit","0011U00000KuFdoQAF","6. Greater than 15Y","2019-04-17T04:18:34","4. 50-69","20190829100511427864","A","Growth","Zia Ashley","2019-10-07","Affluent Professionals","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Male","NY",0,3,1000
"Anthony Morrison Fixed Annuity816","5 - Standard","2019-03-17","Tier 2",False,"FinAcct.0011U00000KuFdnQAF-816","Allen Advisor","Debit","0011U00000KuFdnQAF","6. Greater than 15Y","2019-03-15T13:28:44","5. > 69","20190829100511427864","A","Income","Anthony Morrison","2019-10-07","Retired","2. Between 50k and 250k","Additional Checks Fees","Fixed Annuity","Male","NY",0,5,100
"Anthony Morrison Fixed Annuity816","5 - Standard","2019-04-01","Tier 2",False,"FinAcct.0011U00000KuFdnQAF-816","Allen Advisor","Credit","0011U00000KuFdnQAF","6. Greater than 15Y","2019-03-15T13:28:44","5. > 69","20190829100511427864","B","Income","Anthony Morrison","2019-10-07","Retired","2. Between 50k and 250k","Debit Card Transaction Fees","Fixed Annuity","Male","NY",0,3,100
"Anthony Morrison Fixed Annuity816","5 - Standard","2019-07-15","Tier 2",False,"FinAcct.0011U00000KuFdnQAF-816","Allen Advisor","Debit","0011U00000KuFdnQAF","6. Greater than 15Y","2019-03-15T13:28:44","5. > 69","20190829100511427864","B","Income","Anthony Morrison","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Fixed Annuity","Male","NY",0,5,500
"Anthony Morrison Brokerage815","5 - Standard","2019-02-06","Tier 2",True,"FinAcct.0011U00000KuFdnQAF-815","Allen Advisor","Credit","0011U00000KuFdnQAF","6. Greater than 15Y","2019-03-15T13:28:44","5. > 69","20190829100511427864","B","Income","Anthony Morrison","2019-10-07","Retired","2. Between 50k and 250k","Checking Account Fees","Brokerage","Male","NY",0,3,100
"Anthony Morrison Brokerage815","5 - Standard","2019-04-03","Tier 2",True,"FinAcct.0011U00000KuFdnQAF-815","Allen Advisor","Debit","0011U00000KuFdnQAF","6. Greater than 15Y","2019-03-15T13:28:44","5. > 69","20190829100511427864","B","Income","Anthony Morrison","2019-10-07","Retired","2. Between 50k and 250k","ATM Fees(Out of network)","Brokerage","Male","NY",0,3,500
"Calvin Hays Checking814","2 - Gold","2019-02-06","Tier 2",True,"FinAcct.0011U00000KuFdmQAF-814","Mark Garet","Debit","0011U00000KuFdmQAF","6. Greater than 15Y","2019-08-28T20:24:19","4. 50-69","20190829100511427864","B","Balanced Growth","Calvin Hays","2019-10-07","Affluent Professionals","1. Less than 50k","Additional Checks Fees","Checking","Female","CA",0,5,1000
"Calvin Hays Mutual Fund813","2 - Gold","2018-03-22","Tier 2",False,"FinAcct.0011U00000KuFdmQAF-813","Mark Garet","Debit","0011U00000KuFdmQAF","6. Greater than 15Y","2019-08-28T20:24:19","4. 50-69","20190829100511427864","B","Balanced Growth","Calvin Hays","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Female","CA",0,1,800
"Calvin Hays Mutual Fund813","2 - Gold","2018-04-21","Tier 2",False,"FinAcct.0011U00000KuFdmQAF-813","Mark Garet","Debit","0011U00000KuFdmQAF","6. Greater than 15Y","2019-08-28T20:24:19","4. 50-69","20190829100511427864","A","Balanced Growth","Calvin Hays","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees","Mutual Fund","Female","CA",0,1,1000
"Calvin Hays Mutual Fund813","2 - Gold","2018-05-06","Tier 2",False,"FinAcct.0011U00000KuFdmQAF-813","Mark Garet","Credit","0011U00000KuFdmQAF","6. Greater than 15Y","2019-08-28T20:24:19","4. 50-69","20190829100511427864","B","Balanced Growth","Calvin Hays","2019-10-07","Affluent Professionals","1. Less than 50k","Cashier's Check Fees","Mutual Fund","Female","CA",0,1,500
"Calvin Hays Mutual Fund813","2 - Gold","2019-03-02","Tier 2",False,"FinAcct.0011U00000KuFdmQAF-813","Mark Garet","Debit","0011U00000KuFdmQAF","6. Greater than 15Y","2019-08-28T20:24:19","4. 50-69","20190829100511427864","A","Balanced Growth","Calvin Hays","2019-10-07","Affluent Professionals","1. Less than 50k","Debit Card Transaction Fees","Mutual Fund","Female","CA",0,3,100
"Calvin Hays Mutual Fund813","2 - Gold","2019-05-31","Tier 2",False,"FinAcct.0011U00000KuFdmQAF-813","Mark Garet","Debit","0011U00000KuFdmQAF","6. Greater than 15Y","2019-08-28T20:24:19","4. 50-69","20190829100511427864","A","Balanced Growth","Calvin Hays","2019-10-07","Affluent Professionals","1. Less than 50k","ATM Fees(Out of network)","Mutual Fund","Female","CA",0,5,800
