"OWNERUNIQUEUSERNAME","ISHIGHPRIORITY","OWNERID","ACCOUNTRECORDTYPENAME","ACCOUNTTYPE","OWNERSTATE","ACTIVITYDATE","PRIORITY","CREATEDDATE","OWNERCITY","STATUS","DESCRIPTION","OWNERROLENAME","EVENTSUBTYPE","ACCOUNTID","OWNERSMALLPHOTOURL","DUEDATE","TYPE","ANALYTICSDEMO_BATCH_ID_C","ACCOUNTINVESTMENTOBJECTIVES","REGARDING","TASKSUBTYPE","ACCOUNTNAME","ACCOUNTINVESTMENTEXPERIENCE","LastProcessedDate","ACCOUNTMARKETINGSEGMENT","OWNERNAME","ACCOUNTBALANCEBUCKET","CALLTYPE","SUBJECT","OWNEREMAIL","DueDays"
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-06","High","2019-03-26","New York","Not Started","-","Manager","Call","0011U00000KuFheQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-30","Other","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Martena Franklin","Moderately Inexperienced","2020-07-06","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Discussion","mark.garet@example.com",338
"Allen Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-07-02","High","2019-09-17","Florida","In progress","-","Manager","Call","0011U00000KuFhfQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-25","Meeting","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Bell Dickerson","Moderately Inexperienced","2020-07-06","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Sync Up","ryan.dobson@example.com",312
"Brenda Banker","true","0051U000005JQyrQAG","Individual","Customer","IL","2020-06-26","High","2019-05-11","Chicago","In progress","-","Manager","Call","0011U00000KuFhiQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-19","Meeting","2.01908291351258E+019","Growth","Client Retention","Call","Ashton Lancaster","Inexperienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","allen.advisor@example.com",318
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-07","High","2020-01-28","New York","Event","-","Manager","Call","0011U00000KuFhkQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-07-31","Other","2.01908291351258E+019","Growth","Client Retention","Call","Amal Riddle","Moderately Inexperienced","2020-07-06","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","mark.garet@example.com",337
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-19","High","2019-09-08","San Francisco","Event","-","Manager","Call","0011U00000KuFhmQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-12","Email","2.01908291351258E+019","Aggressive Growth","Service","Call","Murphy Nieves","Moderately Inexperienced","2020-07-06","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com",325
"Allen Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-21","High","2020-02-11","New York","In progress","-","Manager","Call","0011U00000KuFhnQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","Email","2.01908291351258E+019","Balanced Growth","Service","Call","Todd Donovan","Moderately Experienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Summit","mark.garet@example.com",323
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-17","High","2020-04-27","San Francisco","In progress","-","Manager","Call","0011U00000KuFhoQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-10","Other","2.01908291351258E+019","Income","Client Retention","Call","Amena Contreras","Experienced","2020-07-06","Millennials","Brenda Banker","1. Less than 50k","Event","Summit","sunil.dixit@example.com",327
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-14","High","2019-11-08","Florida","Event","-","Manager","Call","0011U00000KuFhqQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-07","Email","2.01908291351258E+019","Aggressive Growth","Prospecting","Call","Hu Carver","Moderately Inexperienced","2020-07-06","High Net Worth Families","Chelsea Advisor","2. Between 50k and 250k","Event","Lunch Meeting","ryan.dobson@example.com",330
"Mark Garet","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-10","High","2019-05-23","New York","Event","-","Manager","Call","0011U00000KuFhsQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-03","Email","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Grant Mcgowan","Experienced","2020-07-06","Affluent Professionals","Mark Garet","1. Less than 50k","Event","Summit","mark.garet@example.com",334
"Allen Advisor","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-06-21","High","2019-10-05","New York","Completed","-","Manager","Call","0011U00000KuFhtQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-14","Call","2.01908291351258E+019","Income","Onboarding","Call","Eden Petersen","Inexperienced","2020-07-06","Millennials","Mark Garet","2. Between 50k and 250k","Event","Quarterly Earnings Summary","mark.garet@example.com",323
"Chelsea Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-25","High","2020-06-15","Florida","In progress","-","Manager","Call","0011U00000KuFhuQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-18","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","Ryder Newman","Experienced","2020-07-06","High Net Worth Families","Chelsea Advisor","1. Less than 50k","Event","Discussion","ryan.dobson@example.com",319
"Chelsea Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2020-06-17","High","2019-02-18","Chicago","Event","-","Manager","Call","0011U00000KuFhxQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-10","Call","2.01908291351258E+019","Growth","Client Retention","Call","Britanney Craft","Moderately Experienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Lunch Meeting","allen.advisor@example.com",327
"Chelsea Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-24","High","2020-05-01","San Francisco","Not Started","-","Manager","Call","0011U00000KuFhyQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Other","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Flavia Chandler","Experienced","2020-07-06","Mass Market","Brenda Banker","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","sunil.dixit@example.com",320
"Mark Garet","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-26","High","2020-06-16","San Francisco","Completed","-","Manager","Call","0011U00000KuFhzQAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-19","Email","2.01908291351258E+019","Aggressive Growth","Service","Call","Brian Barrera","Moderately Experienced","2020-07-06","Millennials","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com",318
"Brenda Banker","true","0051U000005JQyrQAG","Household","Customer","IL","2020-06-24","High","2019-06-01","Chicago","Event","-","Manager","Call","0011U00000KuFi2QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-17","Meeting","2.01908291351258E+019","Growth","Prospecting","Call","Leah Hill","Experienced","2020-07-06","Millennials","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com",320
"Allen Advisor","true","0051U000005L6eJQAS","Household","Customer","FL","2020-07-05","High","2019-07-01","Florida","In progress","-","Manager","Call","0011U00000KuFi5QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-28","Email","2.01908291351258E+019","Income","Service","Call","Illana Jennings","Moderately Inexperienced","2020-07-06","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Quarterly Earnings Summary","ryan.dobson@example.com",309
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-22","High","2020-04-27","Chicago","Event","-","Manager","Call","0011U00000KuFi6QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-15","Call","2.01908291351258E+019","Balanced Growth","Prospecting","Call","Candice Roy","Experienced","2020-07-06","Mass Market","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com",322
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-06-24","High","2019-06-30","San Francisco","Event","-","Manager","Call","0011U00000KuFi9QAF","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-17","Email","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Gabriel Fisher","Experienced","2020-07-06","Retired","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com",320
"Mark Garet","true","0051U000005KhW6QAK","Individual","Customer","NY","2020-07-04","High","2019-10-21","New York","Not Started","-","Manager","Call","0011U00000KuFiAQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-27","Other","2.01908291351258E+019","Income","Onboarding","Call","Calvin Anderson","Inexperienced","2020-07-06","Retired","Mark Garet","2. Between 50k and 250k","Event","Send Birthday Gift","mark.garet@example.com",310
"Allen Advisor","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-23","High","2019-07-16","Florida","Completed","-","Manager","Call","0011U00000KuFiBQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-16","Email","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Eliana Boyle","Moderately Inexperienced","2020-07-06","Mass Market","Chelsea Advisor","1. Less than 50k","Event","Discussion","ryan.dobson@example.com",321
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-16","High","2019-05-27","Florida","In progress","-","Manager","Call","0011U00000KuFiCQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-09","Other","2.01908291351258E+019","Growth","Onboarding","Call","Kennan Hubbard","Moderately Experienced","2020-07-06","Retired","Chelsea Advisor","1. Less than 50k","Event","Summit","ryan.dobson@example.com",328
"Brenda Banker","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-15","High","2019-11-29","New York","Completed","-","Manager","Call","0011U00000KuFiDQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-08","Other","2.01908291351258E+019","Income","Onboarding","Call","Chloe Hoffman","Inexperienced","2020-07-06","High Net Worth Families","Mark Garet","2. Between 50k and 250k","Event","Send Birthday Gift","mark.garet@example.com",329
"Allen Advisor","true","0051U000005L4E9QAK","Person Account","Customer","CA","2020-07-02","High","2019-01-27","San Francisco","Event","-","Manager","Call","0011U00000KuFiFQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-25","Other","2.01908291351258E+019","Balanced Growth","Client Retention","Call","Katell Bernard","Experienced","2020-07-06","Affluent Professionals","Brenda Banker","1. Less than 50k","Event","Sync Up","sunil.dixit@example.com",312
"Mark Garet","true","0051U000005JQyrQAG","Household","Customer","IL","2020-06-26","High","2020-05-16","Chicago","Completed","-","Manager","Call","0011U00000KuFiGQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-19","Other","2.01908291351258E+019","Growth","Onboarding","Call","Blythe Roy","Experienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Summit","allen.advisor@example.com",318
"Mark Garet","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-16","High","2020-04-09","New York","Event","-","Manager","Call","0011U00000KuFiHQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-09","Meeting","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Catherine Fowler","Moderately Inexperienced","2020-07-06","Millennials","Mark Garet","1. Less than 50k","Event","Lunch Meeting","mark.garet@example.com",328
"Chelsea Advisor","true","0051U000005JQyrQAG","Household","Customer","IL","2020-06-30","High","2020-02-21","Chicago","Completed","-","Manager","Call","0011U00000KuFiIQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-23","Call","2.01908291351258E+019","Balanced Growth","Client Retention","Call","Blythe Buckner","Moderately Experienced","2020-07-06","Retired","Allen Advisor","1. Less than 50k","Event","Lunch Meeting","allen.advisor@example.com",314
"Mark Garet","true","0051U000005L6eJQAS","Person Account","Customer","FL","2020-06-13","High","2020-02-16","Florida","Not Started","-","Manager","Call","0011U00000KuFiJQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-06","Other","2.01908291351258E+019","Income","Prospecting","Call","Aurelia Torres","Experienced","2020-07-06","Affluent Professionals","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com",331
"Chelsea Advisor","true","0051U000005KhW6QAK","Household","Customer","NY","2020-06-11","High","2020-01-09","New York","Event","-","Manager","Call","0011U00000KuFiKQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-04","Email","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Raymond Barnes","Experienced","2020-07-06","Millennials","Mark Garet","2. Between 50k and 250k","Event","Sync Up","mark.garet@example.com",333
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-06-17","High","2020-01-07","Chicago","Not Started","-","Manager","Call","0011U00000KuFiLQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-10","Call","2.01908291351258E+019","Balanced Growth","Onboarding","Call","Alden Medina","Moderately Inexperienced","2020-07-06","Affluent Professionals","Allen Advisor","2. Between 50k and 250k","Event","Sync Up","allen.advisor@example.com",327
"Mark Garet","true","0051U000005JQyrQAG","Person Account","Customer","IL","2020-07-03","High","2019-08-22","Chicago","In progress","-","Manager","Call","0011U00000KuFiMQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UAau/T","2019-08-26","Email","2.01908291351258E+019","Income","Client Retention","Call","Vanna Drake","Inexperienced","2020-07-06","Millennials","Allen Advisor","1. Less than 50k","Event","Sync Up","allen.advisor@example.com",311
"Mark Garet","true","0051U000005L6eJQAS","Household","Customer","FL","2020-06-17","High","2019-09-23","Florida","Event","-","Manager","Call","0011U00000KuFiPQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-10","Call","2.01908291351258E+019","Aggressive Growth","Onboarding","Call","Jeanette Case","Moderately Inexperienced","2020-07-06","Retired","Chelsea Advisor","2. Between 50k and 250k","Event","Summit","ryan.dobson@example.com",327
"Mark Garet","true","0051U000005KhW6QAK","Person Account","Customer","NY","2020-06-25","High","2019-12-31","New York","Not Started","-","Manager","Call","0011U00000KuFiQQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1V/T","2019-08-18","Meeting","2.01908291351258E+019","Aggressive Growth","Client Retention","Call","Zenaida Shepard","Inexperienced","2020-07-06","Retired","Mark Garet","1. Less than 50k","Event","Evaluate Refinancing Loan","mark.garet@example.com",319
"Chelsea Advisor","true","0051U000005L6eJQAS","Individual","Customer","FL","2020-06-29","High","2019-10-21","Florida","In progress","-","Manager","Call","0011U00000KuFiRQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UD7k/T","2019-08-22","Meeting","2.01908291351258E+019","Growth","Onboarding","Call","Cruz Blankenship","Moderately Inexperienced","2020-07-06","Mass Market","Chelsea Advisor","2. Between 50k and 250k","Event","Evaluate Refinancing Loan","ryan.dobson@example.com",315
"Chelsea Advisor","true","0051U000005L4E9QAK","Individual","Customer","CA","2020-06-27","High","2019-03-28","San Francisco","In progress","-","Manager","Call","0011U00000KuFiUQAV","https://cumulus-ea4fins--c.documentforce.com/profilephoto/7291U000000UE1Q/T","2019-08-20","Call","2.01908291351258E+019","Growth","Client Retention","Call","Angelica Perry","Moderately Experienced","2020-07-06","Retired","Brenda Banker","2. Between 50k and 250k","Event","Summit","sunil.dixit@example.com",317
